cidade,bairro,weekday,mean_count,index,proportion
Fortaleza,JARDIM CEARENSE,Quarta-feira,2.0,1.3333333333333333,0.6666666666666666
Fortaleza,JARDIM CEARENSE,Sábado,1.0,0.6666666666666666,0.3333333333333333
Fortaleza,JARDIM DAS OLIVEIRAS,Domingo,4.0,0.5599999999999999,0.08
Fortaleza,JARDIM DAS OLIVEIRAS,Quarta-feira,13.0,1.8199999999999998,0.26
Fortaleza,JARDIM DAS OLIVEIRAS,Quinta-feira,4.0,0.5599999999999999,0.08
Fortaleza,JARDIM DAS OLIVEIRAS,Segunda-feira,4.0,0.5599999999999999,0.08
Fortaleza,JARDIM DAS OLIVEIRAS,Sexta-feira,8.0,1.1199999999999999,0.16
Fortaleza,JARDIM DAS OLIVEIRAS,Sábado,10.0,1.4,0.2
Fortaleza,JARDIM DAS OLIVEIRAS,Terça-feira,7.0,0.98,0.14
Fortaleza,JARDIM GUANABARA,Domingo,1.0,0.5555555555555556,0.1111111111111111
Fortaleza,JARDIM GUANABARA,Quarta-feira,1.0,0.5555555555555556,0.1111111111111111
Fortaleza,JARDIM GUANABARA,Segunda-feira,1.0,0.5555555555555556,0.1111111111111111
Fortaleza,JARDIM GUANABARA,Sexta-feira,2.0,1.1111111111111112,0.2222222222222222
Fortaleza,JARDIM GUANABARA,Terça-feira,4.0,2.2222222222222223,0.4444444444444444
Fortaleza,JARDIM IRACEMA,Domingo,2.0,0.7,0.1
Fortaleza,JARDIM IRACEMA,Quarta-feira,4.0,1.4,0.2
Fortaleza,JARDIM IRACEMA,Quinta-feira,2.0,0.7,0.1
Fortaleza,JARDIM IRACEMA,Segunda-feira,1.0,0.35,0.05
Fortaleza,JARDIM IRACEMA,Sexta-feira,1.0,0.35,0.05
Fortaleza,JARDIM IRACEMA,Sábado,5.0,1.75,0.25
Fortaleza,JARDIM IRACEMA,Terça-feira,5.0,1.75,0.25
Fortaleza,JOAQUIM TÁVORA,Domingo,1.0,0.7,0.1
Fortaleza,JOAQUIM TÁVORA,Quarta-feira,3.0,2.1,0.3
Fortaleza,JOAQUIM TÁVORA,Quinta-feira,2.0,1.4,0.2
Fortaleza,JOAQUIM TÁVORA,Segunda-feira,1.0,0.7,0.1
Fortaleza,JOAQUIM TÁVORA,Sexta-feira,1.0,0.7,0.1
Fortaleza,JOAQUIM TÁVORA,Sábado,1.0,0.7,0.1
Fortaleza,JOAQUIM TÁVORA,Terça-feira,1.0,0.7,0.1
Fortaleza,JOSÉ BONIFÁCIO,Quarta-feira,3.0,1.6363636363636365,0.2727272727272727
Fortaleza,JOSÉ BONIFÁCIO,Quinta-feira,1.0,0.5454545454545455,0.09090909090909091
Fortaleza,JOSÉ BONIFÁCIO,Segunda-feira,3.0,1.6363636363636365,0.2727272727272727
Fortaleza,JOSÉ BONIFÁCIO,Sexta-feira,1.0,0.5454545454545455,0.09090909090909091
Fortaleza,JOSÉ BONIFÁCIO,Sábado,2.0,1.090909090909091,0.18181818181818182
Fortaleza,JOSÉ BONIFÁCIO,Terça-feira,1.0,0.5454545454545455,0.09090909090909091
Fortaleza,JOSÉ DE ALENCAR,Domingo,12.0,2.27027027027027,0.32432432432432434
Fortaleza,JOSÉ DE ALENCAR,Quarta-feira,3.0,0.5675675675675675,0.08108108108108109
Fortaleza,JOSÉ DE ALENCAR,Quinta-feira,2.0,0.3783783783783784,0.05405405405405406
Fortaleza,JOSÉ DE ALENCAR,Segunda-feira,6.0,1.135135135135135,0.16216216216216217
Fortaleza,JOSÉ DE ALENCAR,Sexta-feira,5.0,0.9459459459459459,0.13513513513513514
Fortaleza,JOSÉ DE ALENCAR,Sábado,6.0,1.135135135135135,0.16216216216216217
Fortaleza,JOSÉ DE ALENCAR,Terça-feira,3.0,0.5675675675675675,0.08108108108108109
Fortaleza,JOÃO XXIII,Domingo,1.0,0.6,0.1
Fortaleza,JOÃO XXIII,Quarta-feira,2.0,1.2,0.2
Fortaleza,JOÃO XXIII,Quinta-feira,2.0,1.2,0.2
Fortaleza,JOÃO XXIII,Segunda-feira,2.0,1.2,0.2
Fortaleza,JOÃO XXIII,Sábado,1.0,0.6,0.1
Fortaleza,JOÃO XXIII,Terça-feira,2.0,1.2,0.2
Fortaleza,JÓQUEI CLUBE,Domingo,2.0,0.8333333333333334,0.16666666666666666
Fortaleza,JÓQUEI CLUBE,Quarta-feira,1.0,0.4166666666666667,0.08333333333333333
Fortaleza,JÓQUEI CLUBE,Quinta-feira,5.0,2.0833333333333335,0.4166666666666667
Fortaleza,JÓQUEI CLUBE,Sexta-feira,3.0,1.25,0.25
Fortaleza,JÓQUEI CLUBE,Terça-feira,1.0,0.4166666666666667,0.08333333333333333
Fortaleza,LAGOA REDONDA,Domingo,6.0,0.7924528301886793,0.11320754716981132
Fortaleza,LAGOA REDONDA,Quarta-feira,9.0,1.1886792452830188,0.16981132075471697
Fortaleza,LAGOA REDONDA,Quinta-feira,8.0,1.0566037735849056,0.1509433962264151
Fortaleza,LAGOA REDONDA,Segunda-feira,6.0,0.7924528301886793,0.11320754716981132
Fortaleza,LAGOA REDONDA,Sexta-feira,7.0,0.9245283018867925,0.1320754716981132
Fortaleza,LAGOA REDONDA,Sábado,9.0,1.1886792452830188,0.16981132075471697
Fortaleza,LAGOA REDONDA,Terça-feira,8.0,1.0566037735849056,0.1509433962264151
Fortaleza,MANOEL SÁTIRO,Domingo,5.0,1.3043478260869565,0.21739130434782608
Fortaleza,MANOEL SÁTIRO,Quarta-feira,5.0,1.3043478260869565,0.21739130434782608
Fortaleza,MANOEL SÁTIRO,Quinta-feira,2.0,0.5217391304347826,0.08695652173913043
Fortaleza,MANOEL SÁTIRO,Segunda-feira,3.0,0.7826086956521738,0.13043478260869565
Fortaleza,MANOEL SÁTIRO,Sexta-feira,5.0,1.3043478260869565,0.21739130434782608
Fortaleza,MANOEL SÁTIRO,Sábado,3.0,0.7826086956521738,0.13043478260869565
Fortaleza,MANUEL DIAS BRANCO,Domingo,1.0,0.5,0.07142857142857142
Fortaleza,MANUEL DIAS BRANCO,Quarta-feira,2.0,1.0,0.14285714285714285
Fortaleza,MANUEL DIAS BRANCO,Quinta-feira,3.0,1.5,0.21428571428571427
Fortaleza,MANUEL DIAS BRANCO,Segunda-feira,2.0,1.0,0.14285714285714285
Fortaleza,MANUEL DIAS BRANCO,Sexta-feira,3.0,1.5,0.21428571428571427
Fortaleza,MANUEL DIAS BRANCO,Sábado,2.0,1.0,0.14285714285714285
Fortaleza,MANUEL DIAS BRANCO,Terça-feira,1.0,0.5,0.07142857142857142
Fortaleza,MARAPONGA,Domingo,3.0,1.0,0.2
Fortaleza,MARAPONGA,Quinta-feira,1.0,0.3333333333333333,0.06666666666666667
Fortaleza,MARAPONGA,Segunda-feira,3.0,1.0,0.2
Fortaleza,MARAPONGA,Sexta-feira,4.0,1.3333333333333333,0.26666666666666666
Fortaleza,MARAPONGA,Sábado,4.0,1.3333333333333333,0.26666666666666666
Fortaleza,MEIRELES,Domingo,2.0,1.4285714285714286,0.2857142857142857
Fortaleza,MEIRELES,Quarta-feira,1.0,0.7142857142857143,0.14285714285714285
Fortaleza,MEIRELES,Segunda-feira,1.0,0.7142857142857143,0.14285714285714285
Fortaleza,MEIRELES,Sexta-feira,2.0,1.4285714285714286,0.2857142857142857
Fortaleza,MEIRELES,Sábado,1.0,0.7142857142857143,0.14285714285714285
Fortaleza,MESSEJANA,Domingo,22.0,1.3873873873873874,0.1981981981981982
Fortaleza,MESSEJANA,Quarta-feira,19.0,1.1981981981981982,0.17117117117117117
Fortaleza,MESSEJANA,Quinta-feira,19.0,1.1981981981981982,0.17117117117117117
Fortaleza,MESSEJANA,Segunda-feira,12.0,0.7567567567567567,0.10810810810810811
Fortaleza,MESSEJANA,Sexta-feira,12.0,0.7567567567567567,0.10810810810810811
Fortaleza,MESSEJANA,Sábado,18.0,1.135135135135135,0.16216216216216217
Fortaleza,MESSEJANA,Terça-feira,9.0,0.5675675675675675,0.08108108108108109
Fortaleza,MONDUBIM,Domingo,11.0,1.0266666666666668,0.14666666666666667
Fortaleza,MONDUBIM,Quarta-feira,9.0,0.8400000000000001,0.12
Fortaleza,MONDUBIM,Quinta-feira,7.0,0.6533333333333334,0.09333333333333334
Fortaleza,MONDUBIM,Segunda-feira,12.0,1.12,0.16
Fortaleza,MONDUBIM,Sexta-feira,13.0,1.2133333333333334,0.17333333333333334
Fortaleza,MONDUBIM,Sábado,11.0,1.0266666666666668,0.14666666666666667
Fortaleza,MONDUBIM,Terça-feira,12.0,1.12,0.16
Fortaleza,MONTE CASTELO,Sexta-feira,2.0,1.0,1.0
Fortaleza,MONTESE,Quinta-feira,4.0,2.2222222222222223,0.4444444444444444
Fortaleza,MONTESE,Segunda-feira,1.0,0.5555555555555556,0.1111111111111111
Fortaleza,MONTESE,Sexta-feira,1.0,0.5555555555555556,0.1111111111111111
Fortaleza,MONTESE,Sábado,1.0,0.5555555555555556,0.1111111111111111
Fortaleza,MONTESE,Terça-feira,2.0,1.1111111111111112,0.2222222222222222
Fortaleza,MOURA BRASIL,Domingo,3.0,1.3636363636363635,0.2727272727272727
Fortaleza,MOURA BRASIL,Quarta-feira,1.0,0.45454545454545453,0.09090909090909091
Fortaleza,MOURA BRASIL,Quinta-feira,3.0,1.3636363636363635,0.2727272727272727
Fortaleza,MOURA BRASIL,Segunda-feira,2.0,0.9090909090909091,0.18181818181818182
Fortaleza,MOURA BRASIL,Sábado,2.0,0.9090909090909091,0.18181818181818182
Fortaleza,MUCURIPE,Domingo,3.0,2.142857142857143,0.42857142857142855
Fortaleza,MUCURIPE,Quinta-feira,1.0,0.7142857142857143,0.14285714285714285
Fortaleza,MUCURIPE,Segunda-feira,1.0,0.7142857142857143,0.14285714285714285
Fortaleza,MUCURIPE,Sexta-feira,1.0,0.7142857142857143,0.14285714285714285
Fortaleza,MUCURIPE,Sábado,1.0,0.7142857142857143,0.14285714285714285
Fortaleza,NOVO MONDUBIM,Domingo,5.0,1.3043478260869565,0.21739130434782608
Fortaleza,NOVO MONDUBIM,Quinta-feira,3.0,0.7826086956521738,0.13043478260869565
Fortaleza,NOVO MONDUBIM,Segunda-feira,2.0,0.5217391304347826,0.08695652173913043
Fortaleza,NOVO MONDUBIM,Sexta-feira,7.0,1.826086956521739,0.30434782608695654
Fortaleza,NOVO MONDUBIM,Sábado,4.0,1.0434782608695652,0.17391304347826086
Fortaleza,NOVO MONDUBIM,Terça-feira,2.0,0.5217391304347826,0.08695652173913043
Fortaleza,OLAVO OLIVEIRA,Domingo,1.0,0.42857142857142855,0.07142857142857142
Fortaleza,OLAVO OLIVEIRA,Quarta-feira,3.0,1.2857142857142856,0.21428571428571427
Fortaleza,OLAVO OLIVEIRA,Segunda-feira,4.0,1.7142857142857142,0.2857142857142857
Fortaleza,OLAVO OLIVEIRA,Sexta-feira,1.0,0.42857142857142855,0.07142857142857142
Fortaleza,OLAVO OLIVEIRA,Sábado,2.0,0.8571428571428571,0.14285714285714285
Fortaleza,OLAVO OLIVEIRA,Terça-feira,3.0,1.2857142857142856,0.21428571428571427
Fortaleza,PADRE ANDRADE,Domingo,5.0,1.5217391304347827,0.21739130434782608
Fortaleza,PADRE ANDRADE,Quarta-feira,3.0,0.9130434782608696,0.13043478260869565
Fortaleza,PADRE ANDRADE,Quinta-feira,3.0,0.9130434782608696,0.13043478260869565
Fortaleza,PADRE ANDRADE,Segunda-feira,1.0,0.30434782608695654,0.043478260869565216
Fortaleza,PADRE ANDRADE,Sexta-feira,4.0,1.2173913043478262,0.17391304347826086
Fortaleza,PADRE ANDRADE,Sábado,4.0,1.2173913043478262,0.17391304347826086
Fortaleza,PADRE ANDRADE,Terça-feira,3.0,0.9130434782608696,0.13043478260869565
Fortaleza,PANAMERICANO,Quinta-feira,1.0,0.6666666666666666,0.3333333333333333
Fortaleza,PANAMERICANO,Terça-feira,2.0,1.3333333333333333,0.6666666666666666
Fortaleza,PAPICU,Domingo,4.0,1.0,0.14285714285714285
Fortaleza,PAPICU,Quarta-feira,2.0,0.5,0.07142857142857142
Fortaleza,PAPICU,Quinta-feira,4.0,1.0,0.14285714285714285
Fortaleza,PAPICU,Segunda-feira,3.0,0.75,0.10714285714285714
Fortaleza,PAPICU,Sexta-feira,4.0,1.0,0.14285714285714285
Fortaleza,PAPICU,Sábado,8.0,2.0,0.2857142857142857
Fortaleza,PAPICU,Terça-feira,3.0,0.75,0.10714285714285714
Fortaleza,PARANGABA,Domingo,2.0,0.8,0.13333333333333333
Fortaleza,PARANGABA,Quinta-feira,1.0,0.4,0.06666666666666667
Fortaleza,PARANGABA,Segunda-feira,4.0,1.6,0.26666666666666666
Fortaleza,PARANGABA,Sexta-feira,2.0,0.8,0.13333333333333333
Fortaleza,PARANGABA,Sábado,4.0,1.6,0.26666666666666666
Fortaleza,PARANGABA,Terça-feira,2.0,0.8,0.13333333333333333
Fortaleza,PARQUE ARAXÁ,Sexta-feira,2.0,1.0,1.0
Fortaleza,PARQUE DOIS IRMĂOS,Domingo,8.0,1.696969696969697,0.24242424242424243
Fortaleza,PARQUE DOIS IRMĂOS,Quarta-feira,5.0,1.0606060606060606,0.15151515151515152
Fortaleza,PARQUE DOIS IRMĂOS,Quinta-feira,2.0,0.42424242424242425,0.06060606060606061
Fortaleza,PARQUE DOIS IRMĂOS,Segunda-feira,8.0,1.696969696969697,0.24242424242424243
Fortaleza,PARQUE DOIS IRMĂOS,Sexta-feira,4.0,0.8484848484848485,0.12121212121212122
Fortaleza,PARQUE DOIS IRMĂOS,Sábado,3.0,0.6363636363636364,0.09090909090909091
Fortaleza,PARQUE DOIS IRMĂOS,Terça-feira,3.0,0.6363636363636364,0.09090909090909091
Fortaleza,PARQUE IRACEMA,Domingo,4.0,2.0,0.3333333333333333
Fortaleza,PARQUE IRACEMA,Quarta-feira,1.0,0.5,0.08333333333333333
Fortaleza,PARQUE IRACEMA,Quinta-feira,3.0,1.5,0.25
Fortaleza,PARQUE IRACEMA,Sexta-feira,1.0,0.5,0.08333333333333333
Fortaleza,PARQUE IRACEMA,Sábado,2.0,1.0,0.16666666666666666
Fortaleza,PARQUE IRACEMA,Terça-feira,1.0,0.5,0.08333333333333333
Fortaleza,PARQUE MANIBURA,Quarta-feira,1.0,0.6666666666666666,0.16666666666666666
Fortaleza,PARQUE MANIBURA,Quinta-feira,2.0,1.3333333333333333,0.3333333333333333
Fortaleza,PARQUE MANIBURA,Segunda-feira,1.0,0.6666666666666666,0.16666666666666666
Fortaleza,PARQUE MANIBURA,Sexta-feira,2.0,1.3333333333333333,0.3333333333333333
Fortaleza,PARQUE PRESIDENTE VARGAS,Domingo,1.0,0.4166666666666667,0.08333333333333333
Fortaleza,PARQUE PRESIDENTE VARGAS,Quarta-feira,2.0,0.8333333333333334,0.16666666666666666
Fortaleza,PARQUE PRESIDENTE VARGAS,Quinta-feira,1.0,0.4166666666666667,0.08333333333333333
Fortaleza,PARQUE PRESIDENTE VARGAS,Sexta-feira,4.0,1.6666666666666667,0.3333333333333333
Fortaleza,PARQUE PRESIDENTE VARGAS,Terça-feira,4.0,1.6666666666666667,0.3333333333333333
Fortaleza,PARQUE SANTA MARIA,Domingo,1.0,0.35,0.05
Fortaleza,PARQUE SANTA MARIA,Quarta-feira,2.0,0.7,0.1
Fortaleza,PARQUE SANTA MARIA,Quinta-feira,2.0,0.7,0.1
Fortaleza,PARQUE SANTA MARIA,Segunda-feira,5.0,1.75,0.25
Fortaleza,PARQUE SANTA MARIA,Sexta-feira,7.0,2.4499999999999997,0.35
Fortaleza,PARQUE SANTA MARIA,Sábado,2.0,0.7,0.1
Fortaleza,PARQUE SANTA MARIA,Terça-feira,1.0,0.35,0.05
Fortaleza,PARQUE SANTA ROSA,Domingo,2.0,1.3333333333333333,0.2222222222222222
Fortaleza,PARQUE SANTA ROSA,Quarta-feira,1.0,0.6666666666666666,0.1111111111111111
Fortaleza,PARQUE SANTA ROSA,Segunda-feira,2.0,1.3333333333333333,0.2222222222222222
Fortaleza,PARQUE SANTA ROSA,Sexta-feira,1.0,0.6666666666666666,0.1111111111111111
Fortaleza,PARQUE SANTA ROSA,Sábado,1.0,0.6666666666666666,0.1111111111111111
Fortaleza,PARQUE SANTA ROSA,Terça-feira,2.0,1.3333333333333333,0.2222222222222222
Fortaleza,PARQUE SĂO JOSÉ,Domingo,6.0,1.44,0.24
Fortaleza,PARQUE SĂO JOSÉ,Quarta-feira,2.0,0.48,0.08
Fortaleza,PARQUE SĂO JOSÉ,Quinta-feira,8.0,1.92,0.32
Fortaleza,PARQUE SĂO JOSÉ,Sexta-feira,2.0,0.48,0.08
Fortaleza,PARQUE SĂO JOSÉ,Sábado,3.0,0.72,0.12
Fortaleza,PARQUE SĂO JOSÉ,Terça-feira,4.0,0.96,0.16
Fortaleza,PARQUELÂNDIA,Domingo,1.0,1.0,0.25
Fortaleza,PARQUELÂNDIA,Segunda-feira,1.0,1.0,0.25
Fortaleza,PARQUELÂNDIA,Sexta-feira,1.0,1.0,0.25
Fortaleza,PARQUELÂNDIA,Sábado,1.0,1.0,0.25
Fortaleza,PARREÃO,Quinta-feira,1.0,0.8,0.2
Fortaleza,PARREÃO,Sexta-feira,1.0,0.8,0.2
Fortaleza,PARREÃO,Sábado,2.0,1.6,0.4
Fortaleza,PARREÃO,Terça-feira,1.0,0.8,0.2
Fortaleza,PASSARÉ,Domingo,9.0,0.9692307692307691,0.13846153846153847
Fortaleza,PASSARÉ,Quarta-feira,16.0,1.723076923076923,0.24615384615384617
Fortaleza,PASSARÉ,Quinta-feira,14.0,1.5076923076923077,0.2153846153846154
Fortaleza,PASSARÉ,Segunda-feira,8.0,0.8615384615384615,0.12307692307692308
Fortaleza,PASSARÉ,Sexta-feira,5.0,0.5384615384615384,0.07692307692307693
Fortaleza,PASSARÉ,Sábado,2.0,0.21538461538461537,0.03076923076923077
Fortaleza,PASSARÉ,Terça-feira,11.0,1.1846153846153846,0.16923076923076924
Fortaleza,PAUPINA,Domingo,5.0,0.853658536585366,0.12195121951219512
Fortaleza,PAUPINA,Quarta-feira,4.0,0.6829268292682927,0.0975609756097561
Fortaleza,PAUPINA,Quinta-feira,4.0,0.6829268292682927,0.0975609756097561
Fortaleza,PAUPINA,Segunda-feira,5.0,0.853658536585366,0.12195121951219512
Fortaleza,PAUPINA,Sexta-feira,11.0,1.878048780487805,0.2682926829268293
Fortaleza,PAUPINA,Sábado,7.0,1.1951219512195124,0.17073170731707318
Fortaleza,PAUPINA,Terça-feira,5.0,0.853658536585366,0.12195121951219512
Fortaleza,PEDRAS,Domingo,3.0,0.7777777777777778,0.1111111111111111
Fortaleza,PEDRAS,Quarta-feira,2.0,0.5185185185185185,0.07407407407407407
Fortaleza,PEDRAS,Quinta-feira,4.0,1.037037037037037,0.14814814814814814
Fortaleza,PEDRAS,Segunda-feira,6.0,1.5555555555555556,0.2222222222222222
Fortaleza,PEDRAS,Sexta-feira,5.0,1.2962962962962963,0.18518518518518517
Fortaleza,PEDRAS,Sábado,5.0,1.2962962962962963,0.18518518518518517
Fortaleza,PEDRAS,Terça-feira,2.0,0.5185185185185185,0.07407407407407407
Fortaleza,PICI,Domingo,3.0,0.375,0.05357142857142857
Fortaleza,PICI,Quarta-feira,9.0,1.125,0.16071428571428573
Fortaleza,PICI,Quinta-feira,8.0,1.0,0.14285714285714285
Fortaleza,PICI,Segunda-feira,13.0,1.625,0.23214285714285715
Fortaleza,PICI,Sexta-feira,5.0,0.625,0.08928571428571429
Fortaleza,PICI,Sábado,13.0,1.625,0.23214285714285715
Fortaleza,PICI,Terça-feira,5.0,0.625,0.08928571428571429
Fortaleza,PIRAMBU,Domingo,3.0,0.6,0.08571428571428572
Fortaleza,PIRAMBU,Quarta-feira,4.0,0.8,0.11428571428571428
Fortaleza,PIRAMBU,Quinta-feira,5.0,1.0,0.14285714285714285
Fortaleza,PIRAMBU,Segunda-feira,2.0,0.4,0.05714285714285714
Fortaleza,PIRAMBU,Sexta-feira,4.0,0.8,0.11428571428571428
Fortaleza,PIRAMBU,Sábado,11.0,2.2,0.3142857142857143
Fortaleza,PIRAMBU,Terça-feira,6.0,1.2,0.17142857142857143
Fortaleza,PLANALTO AYRTON SENNA,Domingo,18.0,1.3548387096774193,0.1935483870967742
Fortaleza,PLANALTO AYRTON SENNA,Quarta-feira,9.0,0.6774193548387096,0.0967741935483871
Fortaleza,PLANALTO AYRTON SENNA,Quinta-feira,11.0,0.8279569892473118,0.11827956989247312
Fortaleza,PLANALTO AYRTON SENNA,Segunda-feira,11.0,0.8279569892473118,0.11827956989247312
Fortaleza,PLANALTO AYRTON SENNA,Sexta-feira,20.0,1.5053763440860215,0.21505376344086022
Fortaleza,PLANALTO AYRTON SENNA,Sábado,13.0,0.9784946236559139,0.13978494623655913
Fortaleza,PLANALTO AYRTON SENNA,Terça-feira,11.0,0.8279569892473118,0.11827956989247312
Fortaleza,PRAIA DE IRACEMA,Domingo,1.0,0.7142857142857143,0.14285714285714285
Fortaleza,PRAIA DE IRACEMA,Quarta-feira,3.0,2.142857142857143,0.42857142857142855
Fortaleza,PRAIA DE IRACEMA,Quinta-feira,1.0,0.7142857142857143,0.14285714285714285
Fortaleza,PRAIA DE IRACEMA,Segunda-feira,1.0,0.7142857142857143,0.14285714285714285
Fortaleza,PRAIA DE IRACEMA,Terça-feira,1.0,0.7142857142857143,0.14285714285714285
Fortaleza,PRAIA DO FUTURO I,Domingo,4.0,1.8181818181818181,0.36363636363636365
Fortaleza,PRAIA DO FUTURO I,Quarta-feira,1.0,0.45454545454545453,0.09090909090909091
Fortaleza,PRAIA DO FUTURO I,Segunda-feira,1.0,0.45454545454545453,0.09090909090909091
Fortaleza,PRAIA DO FUTURO I,Sábado,3.0,1.3636363636363635,0.2727272727272727
Fortaleza,PRAIA DO FUTURO I,Terça-feira,2.0,0.9090909090909091,0.18181818181818182
Fortaleza,PRAIA DO FUTURO II,Domingo,10.0,1.590909090909091,0.22727272727272727
Fortaleza,PRAIA DO FUTURO II,Quarta-feira,5.0,0.7954545454545455,0.11363636363636363
Fortaleza,PRAIA DO FUTURO II,Quinta-feira,4.0,0.6363636363636364,0.09090909090909091
Fortaleza,PRAIA DO FUTURO II,Segunda-feira,4.0,0.6363636363636364,0.09090909090909091
Fortaleza,PRAIA DO FUTURO II,Sexta-feira,10.0,1.590909090909091,0.22727272727272727
Fortaleza,PRAIA DO FUTURO II,Sábado,10.0,1.590909090909091,0.22727272727272727
Fortaleza,PRAIA DO FUTURO II,Terça-feira,1.0,0.1590909090909091,0.022727272727272728
Fortaleza,PRECABURA,Domingo,3.0,1.7999999999999998,0.6
Fortaleza,PRECABURA,Quarta-feira,1.0,0.6,0.2
Fortaleza,PRECABURA,Quinta-feira,1.0,0.6,0.2
Fortaleza,PREFEITO JOSÉ WALTER,Domingo,17.0,1.1553398058252429,0.1650485436893204
Fortaleza,PREFEITO JOSÉ WALTER,Quarta-feira,12.0,0.8155339805825244,0.11650485436893204
Fortaleza,PREFEITO JOSÉ WALTER,Quinta-feira,14.0,0.9514563106796117,0.13592233009708737
Fortaleza,PREFEITO JOSÉ WALTER,Segunda-feira,16.0,1.087378640776699,0.1553398058252427
Fortaleza,PREFEITO JOSÉ WALTER,Sexta-feira,21.0,1.4271844660194175,0.20388349514563106
Fortaleza,PREFEITO JOSÉ WALTER,Sábado,13.0,0.883495145631068,0.1262135922330097
Fortaleza,PREFEITO JOSÉ WALTER,Terça-feira,10.0,0.6796116504854369,0.0970873786407767
Fortaleza,PRESIDENTE KENNEDY,Domingo,5.0,1.75,0.25
Fortaleza,PRESIDENTE KENNEDY,Quarta-feira,4.0,1.4,0.2
Fortaleza,PRESIDENTE KENNEDY,Quinta-feira,3.0,1.05,0.15
Fortaleza,PRESIDENTE KENNEDY,Segunda-feira,1.0,0.35,0.05
Fortaleza,PRESIDENTE KENNEDY,Sexta-feira,1.0,0.35,0.05
Fortaleza,PRESIDENTE KENNEDY,Sábado,4.0,1.4,0.2
Fortaleza,PRESIDENTE KENNEDY,Terça-feira,2.0,0.7,0.1
Fortaleza,QUINTINO CUNHA,Domingo,9.0,1.1454545454545455,0.16363636363636364
Fortaleza,QUINTINO CUNHA,Quarta-feira,3.0,0.38181818181818183,0.05454545454545454
Fortaleza,QUINTINO CUNHA,Quinta-feira,4.0,0.5090909090909091,0.07272727272727272
Fortaleza,QUINTINO CUNHA,Segunda-feira,9.0,1.1454545454545455,0.16363636363636364
Fortaleza,QUINTINO CUNHA,Sexta-feira,13.0,1.6545454545454545,0.23636363636363636
Fortaleza,QUINTINO CUNHA,Sábado,6.0,0.7636363636363637,0.10909090909090909
Fortaleza,QUINTINO CUNHA,Terça-feira,11.0,1.4000000000000001,0.2
Fortaleza,RACHEL DE QUEIROZ,Domingo,1.0,0.8571428571428571,0.14285714285714285
Fortaleza,RACHEL DE QUEIROZ,Quarta-feira,1.0,0.8571428571428571,0.14285714285714285
Fortaleza,RACHEL DE QUEIROZ,Quinta-feira,2.0,1.7142857142857142,0.2857142857142857
Fortaleza,RACHEL DE QUEIROZ,Sexta-feira,1.0,0.8571428571428571,0.14285714285714285
Fortaleza,RACHEL DE QUEIROZ,Sábado,1.0,0.8571428571428571,0.14285714285714285
Fortaleza,RACHEL DE QUEIROZ,Terça-feira,1.0,0.8571428571428571,0.14285714285714285
Fortaleza,RODOLFO TEÓFILO,Quarta-feira,2.0,1.2,0.4
Fortaleza,RODOLFO TEÓFILO,Quinta-feira,1.0,0.6,0.2
Fortaleza,RODOLFO TEÓFILO,Sexta-feira,2.0,1.2,0.4
Fortaleza,SABIAGUABA,Domingo,1.0,0.5555555555555556,0.1111111111111111
Fortaleza,SABIAGUABA,Quarta-feira,3.0,1.6666666666666665,0.3333333333333333
Fortaleza,SABIAGUABA,Quinta-feira,2.0,1.1111111111111112,0.2222222222222222
Fortaleza,SABIAGUABA,Sexta-feira,1.0,0.5555555555555556,0.1111111111111111
Fortaleza,SABIAGUABA,Sábado,2.0,1.1111111111111112,0.2222222222222222
Fortaleza,SALINAS,Domingo,2.0,1.3333333333333333,0.6666666666666666
Fortaleza,SALINAS,Sábado,1.0,0.6666666666666666,0.3333333333333333
Fortaleza,SAPIRANGA / COITÉ,Domingo,2.0,0.411764705882353,0.058823529411764705
Fortaleza,SAPIRANGA / COITÉ,Quarta-feira,7.0,1.4411764705882355,0.20588235294117646
Fortaleza,SAPIRANGA / COITÉ,Quinta-feira,3.0,0.6176470588235294,0.08823529411764706
Fortaleza,SAPIRANGA / COITÉ,Segunda-feira,3.0,0.6176470588235294,0.08823529411764706
Fortaleza,SAPIRANGA / COITÉ,Sexta-feira,4.0,0.823529411764706,0.11764705882352941
Fortaleza,SAPIRANGA / COITÉ,Sábado,8.0,1.647058823529412,0.23529411764705882
Fortaleza,SAPIRANGA / COITÉ,Terça-feira,7.0,1.4411764705882355,0.20588235294117646
Fortaleza,SERRINHA,Domingo,5.0,1.4583333333333335,0.20833333333333334
Fortaleza,SERRINHA,Quarta-feira,1.0,0.2916666666666667,0.041666666666666664
Fortaleza,SERRINHA,Quinta-feira,3.0,0.875,0.125
Fortaleza,SERRINHA,Segunda-feira,4.0,1.1666666666666667,0.16666666666666666
Fortaleza,SERRINHA,Sexta-feira,4.0,1.1666666666666667,0.16666666666666666
Fortaleza,SERRINHA,Sábado,5.0,1.4583333333333335,0.20833333333333334
Fortaleza,SERRINHA,Terça-feira,2.0,0.5833333333333334,0.08333333333333333
Fortaleza,SIQUEIRA,Domingo,14.0,1.2098765432098766,0.1728395061728395
Fortaleza,SIQUEIRA,Quarta-feira,9.0,0.7777777777777778,0.1111111111111111
Fortaleza,SIQUEIRA,Quinta-feira,7.0,0.6049382716049383,0.08641975308641975
