year_month,bairro,procedimentos,armas_sequestradas,drogas_kg,dinheiro_reais,homicidios
2024-02,JAIME LOPES,1,0,375.0,0.0,0
2024-02,JANGURUSSU,3,2,0.0,0.0,0
2024-02,JARDIM AMÉRICA,1,0,0.0,0.0,0
2024-02,JARDIM GONZAGA,1,0,0.0,0.0,0
2024-02,JARDIM VIOLETA,1,0,0.0,0.0,0
2024-02,JARI,1,0,0.0,0.0,0
2024-02,JENIPABU,1,0,105.0,0.0,0
2024-02,JEREISSATI I,4,0,0.0,72.35,0
2024-02,JEREISSATI II,2,0,0.0,0.0,0
2024-02,JEREISSATI III,1,0,0.0,0.55,0
2024-02,JOSÉ GERALDO DA CRUZ,1,1,0.0,0.0,0
2024-02,JOSÉ WALTER,2,2,6.8,0.0,0
2024-02,JOVINÃO,1,0,166.0,521.0,0
2024-02,JOÃO PAULO,2,1,67.7,0.0,0
2024-02,JOÃO PAULO II,4,1,12.0,0.0,0
2024-02,JUNCO,1,0,0.0,0.0,0
2024-02,JUREMA,1,0,15.0,0.0,0
2024-02,JUREMAL,1,0,0.0,0.0,0
2024-02,JÓQUEI CLUBE,1,0,50.0,91.0,0
2024-02,LADEIRA,2,0,24.0,0.0,0
2024-02,LAGOA,1,0,0.0,0.0,0
2024-02,LAGOA BEBER,1,0,29.0,491.0,0
2024-02,LAGOA DE PEDRA,1,1,0.0,0.0,0
2024-02,LAGOA DO TOCO,1,0,0.0,0.0,0
2024-02,LAGOA PARK,1,1,1902.39,0.0,0
2024-02,LAGOA REDONDA,1,1,0.0,0.0,1
2024-02,LOCALIDADE DE CROATÁ,1,0,10.0,10.0,0
2024-02,LOTEAMENTO FORQUILHA,1,0,0.0,0.0,0
2024-02,LUZARDO VIANA,1,0,6.3,0.0,0
2024-02,MAJOR SIMPLICIO,1,0,0.0,0.0,0
2024-02,MALVINAS,1,0,117.0,406.75,0
2024-02,MARAPONGA,1,0,0.0,0.0,0
2024-02,MARECHAL RONDON,1,1,0.0,0.0,0
2024-02,MATADOURO,1,0,0.0,0.0,0
2024-02,MATAQUIRI,1,0,0.0,0.0,0
2024-02,MESTRE ANTÔNIO,2,2,119.0,0.0,0
2024-02,MESTRE GRANJEIRO,1,0,0.0,0.0,0
2024-02,MONDEGO,2,1,68.48,2001.2,0
2024-02,MONDUBIM,2,0,0.0,0.0,0
2024-02,MONSENHOR MURILO DE SÁ,1,0,0.0,0.0,1
2024-02,MONTE ALEGRE,1,1,0.0,0.0,0
2024-02,MONTE CASTELO,1,0,0.0,0.0,0
2024-02,MORRO DOURADO,1,1,0.0,0.0,0
2024-02,MOURA BRASIL,2,0,82.0,2.0,0
2024-02,MUCUNÃ,1,0,103.6,0.0,0
2024-02,MUTIRÃO,1,0,0.0,0.0,0
2024-02,NOSSA SENHORA DE FÁTIMA,1,0,2.5,184.55,0
2024-02,NOSSA SENHORA DO ROSÁRIO,1,0,0.0,0.0,0
2024-02,NOVA ITAPIÚNA,1,0,0.0,0.0,0
2024-02,NOVA METRÓPOLE,1,0,0.0,0.0,0
2024-02,NOVA MORADA,1,0,404.9,0.0,0
2024-02,NOVA PACATUBA,1,0,0.0,0.0,0
2024-02,NOVO AQUIRAZ,1,1,6.0,75.75,0
2024-02,NOVO MARANGUAPE,2,0,16.8,250.65,0
2024-02,NOVO ORIENTE,1,0,7.0,0.0,0
2024-02,NOVO TAMBORIL,1,0,0.0,0.0,0
2024-02,OCUPAÇÃO,1,0,3.0,0.0,0
2024-02,OLINDA,3,1,0.0,0.0,0
2024-02,ORGULHO DO CEARÁ,1,0,0.0,0.0,0
2024-02,OTÁVIO BONFIM,1,0,0.0,0.0,0
2024-02,OUTRA BANDA,1,0,0.0,0.0,0
2024-02,PADRE ARAÚJO,1,0,142.0,0.0,0
2024-02,PADRE LIMA,1,0,0.0,0.0,0
2024-02,PADRE PALHANO,2,0,189.0,0.0,0
2024-02,PADRE PAULO,2,2,265.0,638.0,0
2024-02,PAJEÚ,1,0,4.0,0.0,0
2024-02,PAJUÇARA,3,1,0.0,0.0,0
2024-02,PALMEIRAS,1,1,0.0,0.0,0
2024-02,PANTANAL,1,0,48.4,0.0,0
2024-02,PARAMBU,1,1,37.6,37.6,0
2024-02,PARANÁ,1,1,0.0,0.0,0
2024-02,PARQUE ARAXÁ,1,0,0.0,0.0,0
2024-02,PARQUE CENTENÁRIO,1,0,0.0,0.0,0
2024-02,PARQUE GUADALAJARA,2,0,56.0,0.0,0
2024-02,PARQUE HAVAÍ,1,0,6.0,1.8,0
2024-02,PARQUE LEBLON,1,0,0.0,0.0,0
2024-02,PARQUE SANTA FÉ,1,1,0.0,0.0,0
2024-02,PARQUE SÃO JOSÉ,1,1,0.0,0.0,0
2024-02,PARQUE TIJUCA,2,0,44.0,0.0,0
2024-02,PASSARÉ,1,0,0.0,140.0,0
2024-02,PAVUNA,3,2,0.0,0.0,0
2024-02,PEDRAS,3,1,0.0,0.0,0
2024-02,PICI,3,0,14.0,100.0,0
2024-02,PICUÍ,1,0,0.0,0.0,0
2024-02,PINHEIRO,1,0,0.0,0.0,0
2024-02,PIRAJÁ,3,0,1.0,0.0,0
2024-02,PIRAMBU,20,0,925.0,216.15,0
2024-02,PIRATININGA,2,0,31.0,0.0,1
2024-02,PITOMBEIRA 2,1,0,0.0,0.0,0
2024-02,PIÇARRA,2,0,0.0,0.0,0
2024-02,PLANALTO,2,0,4.0,0.0,0
2024-02,PLANALTO AIRTON SENA,1,0,0.0,51.0,0
2024-02,PLANALTO AIRTON SENNA,2,0,7.0,0.0,0
2024-02,PLANALTO AYRTON SENA,1,1,0.0,0.0,0
2024-02,PLANALTO AYRTON SENNA,1,1,10.0,69.0,0
2024-02,PLANALTO HORIZONTE,1,0,0.0,0.0,0
2024-02,PLANALTO PICI,2,0,9.0,15.0,1
2024-02,PLANALTO UNIVERSITÁRIO,1,0,0.0,0.0,0
2024-02,POMPEIA,1,0,0.0,72.15,0
2024-02,POTIRA,1,0,0.0,0.0,0
2024-02,PRAIA,1,0,0.0,0.0,0
2024-02,PRAIA DO PRESÍDIO,1,0,0.0,0.0,0
2024-02,PRAINHA,3,0,78.7,36.0,0
2024-02,PRECABURA,1,0,0.0,0.0,0
2024-02,PRESIDENTE KENNEDY,1,0,0.0,0.0,0
2024-02,PROGRESSO,1,0,41.0,0.0,0
2024-02,PUTIÚ,1,0,0.0,0.0,0
2024-02,QUINTINO CUNHA,6,1,66.0,0.0,0
2024-02,RAIMUNDO LINHARES,1,0,0.0,0.0,0
2024-02,RENATO PARENTE COM NOVA CAIÇARA,1,0,0.0,0.0,0
2024-02,RESIDENCIAL CAIÇARA,1,2,0.0,0.0,0
2024-02,RODAGEM DO LAGO,2,0,2.7800000000000002,50.0,0
2024-02,RODOLFO TEÓFILO,1,0,10.0,60.0,0
2024-02,RODOVIARIA,1,0,0.0,0.0,0
2024-02,RODOVIÁRIA,1,1,0.0,0.0,0
2024-02,ROMEIRÃO,1,0,8.0,100.0,0
2024-02,ROSALINA,1,0,40.0,41.0,0
2024-02,RUBENS ARRAIS MAIA,1,0,0.8,0.0,0
2024-02,SAGUIM,1,0,0.0,0.0,0
2024-02,SALESIANOS,1,1,503.0,497.0,0
2024-02,SALVIANO CARLOS,1,0,0.0,0.0,0
2024-02,SANTA CASA,2,1,0.0,304.0,0
2024-02,SANTA CECÍLIA,1,0,305.0,130.0,0
2024-02,SANTA LUZIA,2,1,0.0,0.0,0
2024-02,SANTA MARIA,1,0,0.0,0.0,0
2024-02,SANTA TEREZINHA,1,0,0.0,0.0,0
2024-02,SANTO ANTÔNIO,3,1,9.17,79.0,0
2024-02,SAO SEBASTIÃO,1,0,12.0,40.0,0
2024-02,SAPIRANGA,2,0,4.5,0.0,0
2024-02,SAQUINHO,1,0,0.0,0.0,0
2024-02,SEMINÁRIO,2,1,0.0,125.0,0
2024-02,SERENO DE CIMA,1,0,11.0,0.0,0
2024-02,SINHA SABOIA,1,4,0.0,0.0,0
2024-02,SINHÁ SABOIA,1,0,0.0,0.0,0
2024-02,SIQUEIRA,1,0,0.0,0.0,0
2024-02,SIUPÉ,1,0,17.4,0.0,0
2024-02,SOL NASCENTE,1,0,128.0,88.4,0
2024-02,SUBESTAÇÃO,1,0,22.1,35.5,0
2024-02,SUMARÉ,1,2,1940.0,0.0,0
2024-02,SWAT,1,0,18.0,10.65,0
2024-02,SÃO CRISTÓVÃO,1,0,0.0,0.0,0
2024-02,SÃO FRANCISCO,3,2,153.0,0.0,1
2024-02,SÃO GERALDO,1,0,93.0,178.0,0
2024-02,SÃO JOAQUIM,1,0,0.0,0.0,0
2024-02,SÃO JOSÉ,1,0,0.0,0.0,0
2024-02,SÃO JOÃO,1,0,1.3,0.0,0
2024-02,SÃO LUÍS,1,0,0.0,0.0,0
2024-02,SÃO MIGUEL,4,1,0.0,0.0,0
2024-02,SÃO PEDRO,1,0,0.0,0.0,0
2024-02,SÃO VICENTE,2,0,0.0,0.0,0
2024-02,SÍTIO GARÇAS,1,0,0.0,0.0,0
2024-02,SÍTIO TABOQUINHA,1,0,1026.0,65.0,0
2024-02,TABAPUÁ,1,1,0.0,0.0,0
2024-02,TABULEIRO,1,0,0.0,0.0,0
2024-02,TABULEIRO DO CATAVENTO,1,0,50.5,0.0,0
2024-02,TAIBA,1,0,0.0,0.0,0
2024-02,TANCREDO NEVES,1,1,0.0,0.0,0
2024-02,TERRENOS NOVOS,4,2,29.0,0.0,1
2024-02,TIMBAÚBA DOS MARINHEIROS,1,0,0.0,0.0,0
2024-02,TIMBÓ,4,0,35.0,330.0,0
2024-02,TORRE,1,0,0.0,0.0,0
2024-02,TORRES,1,0,30.0,64.0,0
2024-02,TRIANGULO,1,0,9.0,0.0,0
2024-02,UMBARANAS,1,0,24.0,43766.2,0
2024-02,VAMOS VER,1,0,413.0,0.0,0
2024-02,VILA CAJAZEIRAS,2,1,0.93,0.0,0
2024-02,VILA CENTENÁRIO,1,0,7.0,0.0,0
2024-02,VILA DE JERICOACOARA,1,0,928.0,31.95,0
2024-02,VILA ESPERENÇA,1,0,0.0,0.0,0
2024-02,VILA FRANCO,1,1,0.9,79.0,0
2024-02,VILA GONZAGA,1,0,0.0,0.0,0
2024-02,VILA HOLANDA,1,2,22.5,395.25,0
2024-02,VILA LOBO,1,0,0.0,0.0,0
2024-02,VILA MANGA,1,0,0.0,0.0,0
2024-02,VILA MARTINS,1,0,24.0,30.0,0
2024-02,VILA MONOEL SÁTIRO,1,0,0.0,0.0,0
2024-02,VILA NOVA,4,0,16.0,100.0,0
2024-02,VILA PERY,1,0,0.0,0.0,0
2024-02,VILA PRIQUITO,1,0,1.3,20.0,0
2024-02,VILA SABÓIA,1,0,0.0,0.0,0
2024-02,VILA SÃO BENTO,1,0,0.0,0.0,0
2024-02,VILA SÃO JOSÉ,1,0,0.0,0.0,0
2024-02,VILA SÃO MARCOS,1,0,0.0,0.0,0
2024-02,VILA SÃO PEDRO,1,0,0.0,0.0,0
2024-02,VILA SÃO RAFAEL,1,0,268.0,0.0,0
2024-02,VILA VELHA,6,1,1260.0,46.4,1
2024-02,VILA XEXEU,2,1,865.0,619.85,0
2024-02,VIOLETE,1,0,56.0,0.0,0
2024-02,VÁRZEA ALEGRE,1,0,4.3,41.0,0
2024-02,VÁRZEA DA MATRIZ,1,0,0.3,0.0,0
2024-02,ZEZINHO COSTA,2,1,0.0,0.0,0
2024-02,ZONA RURAL,90,46,1719.45,3858.3,3
2024-02,ZONA URBANA,3,0,0.0,0.0,0
2024-02,ÁLVARO WEYNE,1,0,0.0,0.0,0
2024-03,7 DE SETEMBRO,1,2,6.92,0.0,0
2024-03,7 SETEMBRO,2,1,62.77,181.65,0
2024-03,ABC,1,0,0.0,0.0,0
2024-03,ACARACUZINHO,1,0,125.0,64.85,0
2024-03,AITON SENNA,1,0,11.0,10.0,0
2024-03,ALTAMIRA,1,0,39.8,0.0,0
2024-03,ALTO ALEGRE,5,2,49.0,0.0,0
2024-03,ALTO ALEGRE 2,1,0,0.0,0.0,0
2024-03,ALTO BELA VISTA,1,0,0.0,0.0,0
2024-03,ALTO BRILHANTE,1,0,3.0,0.0,0
2024-03,ALTO BRITO,1,1,0.0,0.0,0
2024-03,ALTO DA BELA VISTA,1,0,0.0,0.0,0
2024-03,ALTO DA BOA VISTA,1,0,0.0,0.0,0
2024-03,ALTO DA CRUZ,1,0,0.0,0.0,0
2024-03,ALTO DA PENHA,2,0,0.0,0.0,0
2024-03,ALTO DO CRISTO,1,1,0.0,0.0,0
2024-03,ALTO DO JUCÁ,2,0,1.98,0.0,0
2024-03,ALTO DOS MAIA,1,0,0.0,0.0,0
2024-03,ALTO SÃO JOÃO,1,0,0.0,0.0,0
2024-03,ANCURI,2,2,0.0,0.0,0
2024-03,ANTÔNIO BEZERRA,2,0,0.0,0.0,0
2024-03,APOSSADOS,1,0,3.8,0.0,0
2024-03,APOSSADOS 02,1,0,0.0,0.0,0
2024-03,ARATURI,3,0,172.0,0.0,0
2024-03,ARAÇÁ,2,0,0.0,0.0,0
2024-03,AREIAS,1,0,0.0,0.0,0
2024-03,AREIAS I,1,0,0.0,7.0,0
2024-03,ARRAIAL,1,1,2.0,0.0,0
2024-03,ATLÂNTICO,1,0,0.0,0.0,0
2024-03,AUTRAN NUNES,1,0,41.0,46.0,0
2024-03,AÇUDE,1,0,15.0,87.0,0
2024-03,AÇUDE VELHO,1,0,0.0,0.0,0
2024-03,AÇUDINHO,1,0,0.0,0.0,0
2024-03,BABILÔNIA,1,0,0.0,0.0,0
2024-03,BAIRRO DE FÁTIMA,2,0,0.0,0.0,0
2024-03,BALEIA,1,1,31.0,110.0,0
2024-03,BANDFEIRANTES,1,0,0.0,0.0,1
2024-03,BARRA DO CEARÁ,2,0,0.0,0.0,0
2024-03,BARRO BRANCO,1,0,0.0,0.0,0
2024-03,BARROCÃO,1,0,0.0,0.0,0
2024-03,BARROSO,1,0,0.0,0.0,0
2024-03,BEIRA RIO,3,0,3.8,0.0,0
2024-03,BETOLANDIA,1,1,167.0,41.0,0
2024-03,BOA ESPERANÇA,3,0,23.0,0.0,0
2024-03,BOA VIZINHANÇA 1,1,0,0.0,0.0,0
2024-03,BOM JARDIM,2,0,252.0,60.5,0
2024-03,BOM NOME,1,0,64.5,157.0,0
2024-03,BONSUCESSO,3,0,1644.9,112.8,0
2024-03,BRASÍLIA,1,1,30.0,0.0,0
2024-03,BUENOS AIRES,1,0,0.0,0.0,0
2024-03,BURITI,4,3,51.0,171.0,0
2024-03,CABRA MORTA,1,1,0.0,0.0,0
2024-03,CACHIMBO I,1,0,0.0,0.0,0
2024-03,CACIMBAS,1,0,0.0,0.0,0
2024-03,CAIXA D’ÁGUA,2,0,8.9,0.0,0
2024-03,CAIÇARA,1,0,25344.0,0.0,0
2024-03,CAJAZEIRAS,1,0,0.0,0.0,0
2024-03,CAJUEIRO DA MALHADA,1,0,160.0,0.0,0
2024-03,CAJUEIRO DO MINISTRO,1,1,7.0,0.0,0
2024-03,CAMPO DE AVIAÇÃO,1,0,0.0,0.0,0
2024-03,CAMPO GRANDE 2,1,1,0.0,0.0,0
2024-03,CAMPO NOVO,2,1,2.0,20.0,0
2024-03,CAMPO VELHO,1,0,1.2,0.0,0
2024-03,CANDEIA SÃO SEBASTIÃO,1,0,0.0,0.0,0
2024-03,CANINDEZINHO,5,3,375.0,1028.65,0
2024-03,CANOA QUEBRADA,1,0,58.0,0.0,0
2024-03,CAPILÉ,1,0,0.0,0.0,0
2024-03,CARLITO PAMPLONA,3,0,98.0,10.5,0
2024-03,CARRASCO,1,1,56.0,0.0,0
2024-03,CATINGUEIRA,1,1,0.0,0.0,0
2024-03,CEASA,2,0,0.0,0.0,0
2024-03,CELSOLÂNDIA,1,0,0.0,0.0,0
2024-03,CENTRO,73,13,2287.5,7072.75,0
2024-03,CHAPADINHA,1,0,0.0,0.0,0
2024-03,CHÁCARA DA PRAINHA,2,0,15.0,102.0,0
2024-03,CIDADE DOS FUNCIONÁRIOS,1,2,0.0,0.0,0
2024-03,CIDADEDOS FUNCIONARIOS,1,0,117.0,0.0,0
2024-03,CIPA,1,0,18.0,0.0,0
2024-03,COABE,1,0,31.9,0.0,0
2024-03,COAÇU,1,0,8.0,0.0,0
2024-03,COHAB,3,1,39.0,40.0,0
2024-03,COHAB 3,1,0,0.0,0.0,0
2024-03,COLIBRIS,1,0,0.0,0.0,0
2024-03,COLONIA,1,0,0.0,0.0,0
2024-03,COLÔNIA,3,2,6.0,0.0,0
2024-03,COLÔNIA ANTÔNIO JUSTA,2,3,0.0,0.0,0
2024-03,CONJ. CEARÁ,1,0,0.0,0.0,0
2024-03,CONJUNTO DELTA,1,0,0.0,0.0,0
2024-03,CONJUNTO GAMA,1,0,0.0,0.0,0
2024-03,CONJUNTO METROPOLITANO,3,0,238.0,0.0,0
2024-03,CONJUNTO NOVA ESPERANÇA,1,0,8.0,0.0,0
2024-03,CONJUNTO PADRE JOSÉ MARQUES,1,2,7.0,0.0,0
2024-03,CONJUNTO PALMEIRAS,2,1,0.0,0.0,0
2024-03,COQUEIROS,1,0,0.0,0.0,0
2024-03,COSMO SANTOS,1,2,0.0,0.0,1
2024-03,CROATA,1,0,3.0,43.5,0
2024-03,CUTIA,1,0,0.0,0.0,0
2024-03,DEDE GAMA,1,0,520.0,2374.0,0
2024-03,DIADEMA II,1,0,0.0,0.0,0
2024-03,DIONIZIO TORRES,1,0,10.0,0.0,0
2024-03,DISTRITO INDUSTRIAL,2,2,0.0,40.0,0
2024-03,DISTRITO INDUSTRIAL III,1,0,0.0,0.0,0
2024-03,DO DIÓ,1,0,35.0,245.0,0
2024-03,DOM EXPEDITO,2,1,0.0,0.0,0
2024-03,DOM JOSÉ II,1,0,0.0,0.0,0
2024-03,EDMUNDO RODRIGUES,1,0,0.0,0.0,0
2024-03,EDSON QUEIROZ,2,0,0.0,0.0,0
2024-03,EM FRENTE AO RESTAURANTE CANGAÇO,1,0,0.0,0.0,0
2024-03,ENCANTADA,1,1,5.0,20.0,0
2024-03,ESCOLA NORMAL,1,0,0.0,9.0,0
2024-03,ESMERINO GOMES,1,0,0.0,0.0,0
2024-03,ESTÁDIO,1,0,10.0,0.0,0
2024-03,EXPECTATIVA,1,0,0.0,0.0,0
2024-03,FAZENDA POUSO ALEGRE,1,0,0.0,0.0,0
2024-03,FLORES,2,0,923.0,0.0,0
2024-03,FLORESTA,2,0,0.0,1093.0,0
2024-03,FRANCISCANOS,1,0,0.0,0.0,0
2024-03,FÁTIMA,1,0,0.0,0.0,0
2024-03,FÁTIMA I,3,1,541.0,0.0,0
2024-03,GADELHA,1,0,0.0,0.0,0
2024-03,GAMELEIRA,1,0,0.0,0.0,0
2024-03,GENIBAÚ,1,0,351.0,63.35,0
2024-03,GISÉLIA PINHEIRO,1,0,0.0,0.0,0
2024-03,GOVERNADOR FERRAZ,2,0,0.0,165.0,0
2024-03,GRANJA LISBOA,3,0,5.5,0.0,0
2024-03,GRANJA PORTUGAL,3,1,54.0,41.0,0
2024-03,GRILO,1,0,0.0,0.0,0
2024-03,GRUTA,1,1,16.0,0.0,0
2024-03,GUANACES,1,1,7.0,0.0,0
2024-03,HABITATE 01,1,0,31.0,265.45,0
2024-03,HORTO FLORESTAL,1,2,135.0,110.75,0
2024-03,IBICUITABA,1,0,0.0,0.0,0
2024-03,IBOQUE,1,0,0.0,0.0,0
2024-03,ICARAÍ,2,1,78.0,150.0,0
2024-03,IGUAPE,2,0,8.5,1180.0,0
2024-03,INDUSTRIAL,1,0,0.0,0.0,0
2024-03,INHUÇU,1,1,185.0,361.0,0
2024-03,IPARANA,1,0,670.0,0.0,0
2024-03,ITAPUÃ,2,3,0.0,0.0,0
2024-03,ITAREMA,1,0,0.0,0.0,0
2024-03,JABUTI,1,1,27.0,0.0,0
2024-03,JANGURUSSU,8,3,11.6,220.0,0
2024-03,JARDIM,1,1,0.0,0.0,0
2024-03,JARDIM AMÉRICA,2,0,1.0,130.0,0
2024-03,JARDIM CEARENSE,1,1,360.0,0.0,0
2024-03,JARDIM DAS MARAVILHAS,1,0,6.5,0.0,0
2024-03,JARDIM DAS OLIVEIRAS,1,0,0.0,0.0,0
2024-03,JARDIM GONZAGA,1,0,0.0,0.0,0
2024-03,JARDIM IRACEMA,2,0,0.0,0.0,0
2024-03,JARDIM NORTE I,1,0,193.0,844.0,0
2024-03,JARDIM OÁSIS,2,1,14.0,0.0,0
2024-03,JARI,2,0,0.0,390.0,0
2024-03,JEREISSATE II,1,0,0.0,0.0,0
2024-03,JEREISSATI 3,1,0,0.0,0.0,0
2024-03,JEREISSATI I,2,0,0.0,0.0,0
2024-03,JEREISSATI III,1,0,0.0,0.0,0
2024-03,JOQUEI CLUBE,1,0,0.0,0.0,0
2024-03,JORGE,1,0,0.0,0.0,0
2024-03,JOSÉ DE ALENCAR,2,1,0.0,0.0,0
2024-03,JOSÉ WALTER,6,2,0.0,78.95,1
2024-03,JOSÉ WALTER/ CIDADE JARDIM 2,1,0,0.0,0.0,0
2024-03,JOÃO CABRAL,2,2,516.9,160.0,0
2024-03,JOÃO PAULO II,2,1,23.0,136.3,0
2024-03,JUREMA,3,0,22.5,0.0,0
2024-03,JUVÊNCIO SANTANA,1,1,175.1,0.0,0
2024-03,JÓQUEI CLUBE,1,0,0.0,0.0,0
2024-03,LAGOA DAS COBRAS,1,0,13.0,0.0,0
2024-03,LAGOA DO CEDRO,1,0,241.0,237.0,0
2024-03,LAGOA NOVA,1,0,0.0,0.0,0
2024-03,LAGOA SECA,3,3,105.0,4786.5,0
2024-03,LAGOINHA,6,3,2.5,512.0,1
2024-03,LEANDRO BEZERRA,1,0,0.0,0.0,0
2024-03,LIMOEIRO,1,1,0.0,0.0,0
2024-03,LUCIANO CAVALCANTE,1,0,0.0,0.0,0
2024-03,LUZARDO VIANA,1,0,0.0,0.0,0
2024-03,MADUREIRA,1,2,0.0,0.0,0
2024-03,MANGA,1,0,0.0,0.0,0
2024-03,MANGUE SECO,1,0,0.0,0.0,0
2024-03,MANGUEIRAL,2,1,187.0,1418.0,1
2024-03,MARANHÃO,1,0,0.0,0.0,0
2024-03,MARECHAL RONDON,1,0,0.0,0.0,0
2024-03,MATA DOS LIMA,1,0,0.0,0.0,0
2024-03,MATERNIDADE,1,0,0.0,0.0,0
2024-03,MESSEJANA,4,1,0.0,0.0,0
2024-03,MONDUBIM,1,0,0.0,0.0,0
2024-03,MONGUBA,1,0,0.0,0.0,0
2024-03,MOREIRAS,2,0,0.0,1184.0,0
2024-03,MUCUNÃ,2,1,1.3,1012.0,0
2024-03,MUCURIPE,1,0,0.0,0.0,0
2024-03,MUILTIRÃO DAS FLORES,1,0,0.0,0.0,0
2024-03,MULTIRÃO,1,0,69.0,0.0,0
2024-03,MULTIRÃO NOVO,1,0,0.0,0.0,0
2024-03,MUNGUBA,2,0,9.0,0.0,0
2024-03,MUNGUBAS,1,0,16.4,0.0,0
2024-03,MUTIRÃO,2,0,38.0,0.0,0
2024-03,NOSSA SENHORA DE FÁTIMA,3,2,0.0,0.0,1
2024-03,NOSSA SENHORA DE LURDES,1,0,0.0,0.0,0
2024-03,NOVA CAIÇARA,1,1,0.0,0.0,0
2024-03,NOVA METRÓPOLE,2,0,18.0,0.0,0
2024-03,NOVO MARANGUAPE,1,1,0.0,0.0,0
2024-03,NOVO MARANGUAPE I,2,0,0.0,0.0,0
2024-03,NOVO MARANGUAPE II,1,0,0.0,0.0,0
2024-03,NOVO PARQUE IRACEMA,1,0,0.0,0.0,0
2024-03,OCUPAÇÃO,1,0,5.0,0.0,0
2024-03,OITICICA,1,1,0.0,0.0,1
2024-03,OLINDA,2,1,1253.0,0.0,0
2024-03,PADRE CICERO,1,0,0.0,0.0,0
2024-03,PADRE JULIO MARIA,1,0,61.0,0.0,0
2024-03,PADRE JÚLIO MARIA,1,0,0.0,0.0,0
2024-03,PADRE PALHANO,2,2,0.0,1046.8,0
2024-03,PADRE PALLHANO,1,0,0.0,0.0,0
2024-03,PAJUCARA,1,0,0.0,0.0,0
2024-03,PAJUÇARA,3,1,81.0,72.0,0
2024-03,PALESTINA,4,0,131.0,0.0,0
2024-03,PALHA,1,0,15.0,616.1,0
2024-03,PALMEIRA,1,0,358.0,1080.0,0
2024-03,PALMEIRAS,1,0,25.0,0.0,0
2024-03,PAPICU,3,0,0.0,0.0,0
2024-03,PARACURU BEACH,1,0,25.0,13.65,0
2024-03,PARANGABA,3,0,0.0,0.0,1
2024-03,PARANÁ,1,0,0.0,0.0,0
2024-03,PARIPUEIRA,1,1,0.0,0.0,0
2024-03,PARQUE DAS NAÇÕES,2,0,72.0,0.0,0
2024-03,PARQUE DOM PEDRO,1,1,0.0,0.0,0
2024-03,PARQUE HAVAÍ,1,1,28.0,0.0,0
2024-03,PARQUE ITAPUA,1,0,8.0,240.0,0
2024-03,PARQUE JERUSALÉM,1,0,0.0,0.0,0
2024-03,PARQUE JUAREZ QUEIROZ,1,0,0.0,0.0,1
2024-03,PARQUE LEBLOM,1,0,0.0,0.0,0
2024-03,PARQUE SOLEDADE,1,0,6.0,60.0,0
2024-03,PARQUELÂNDIA,1,0,0.0,0.0,0
2024-03,PASSAGEM,1,0,0.0,0.0,1
2024-03,PASSARE,1,0,0.0,0.0,0
2024-03,PASSARÉ,2,1,0.0,0.0,0
2024-03,PATOS,1,0,0.0,0.0,0
2024-03,PATRIARCAS,1,0,0.0,0.0,0
2024-03,PAU SERRADO,1,0,0.0,0.0,0
2024-03,PAUPINA,1,0,0.0,0.0,0
2024-03,PAVUNA,3,3,20.0,0.0,0
2024-03,PECÉM,2,0,0.0,0.0,0
2024-03,PEDRAS,1,0,0.0,0.0,0
2024-03,PEDREIRA,1,0,0.0,0.0,0
2024-03,PEDRINHAS,2,0,0.0,0.0,0
2024-03,PENEDO,1,0,82.0,2.25,0
2024-03,PICI,1,0,0.0,0.0,0
2024-03,PICO DA ESPERANÇA,1,3,0.0,0.0,0
2024-03,PINTOR LEMOS,1,1,0.0,0.0,0
2024-03,PIRAMBU,3,0,373.0,5.0,0
2024-03,PIRATININGA,1,2,0.0,0.0,0
2024-03,PITUÍ,1,0,0.0,0.0,0
2024-03,PLANALTINA,1,1,0.0,0.0,0
2024-03,PLANALTO DA BELA VISTA,1,0,0.0,0.0,0
2024-03,PLANALTO DO AEROPORTO,1,0,0.0,0.0,0
2024-03,PLANALTO PICI,1,0,98.0,0.0,0
2024-03,PLANALTO VITÓRIA,1,0,0.0,0.0,0
2024-03,PORTELA,1,0,21.0,0.0,0
2024-03,PORTO DOS BARCOS,1,1,0.0,70.0,0
2024-03,POSTO CONTINENTAL,1,0,0.0,0.0,0
2024-03,POTIRA,2,0,0.0,0.0,0
2024-03,POVOADO,1,0,0.0,0.0,0
2024-03,PRADO,1,0,0.0,0.0,0
2024-03,PRAIA CANTO DA BARRA,1,1,0.0,0.0,0
2024-03,PRAIA DE CANOA QUEBRADA,1,1,10.0,0.0,0
2024-03,PRAINHA,1,2,60.0,280.0,0
2024-03,PRECABURA,1,1,0.0,0.0,0
2024-03,PREMIER,1,0,0.0,0.0,0
2024-03,PRESIDENTE KENNEDY,1,1,80.0,0.0,0
2024-03,PROURB 02,1,0,7.0,34.0,0
2024-03,PRÓXIMO A PAREDE DO AÇUDE,1,0,0.0,100.0,0
2024-03,QUINTINO CUNHA,13,3,661.0,0.0,0
2024-03,RAMPA,1,0,0.0,0.0,0
2024-03,RAPOSA,1,0,0.0,0.0,0
2024-03,RENASCER,1,0,26.1,0.0,0
2024-03,RESIDENCIAL,1,0,76.9,0.0,0
2024-03,RESIDENCIAL RIO DAS GARÇAS,1,1,1.0,1129.75,0
2024-03,RIACHO,1,0,1.16,2670.9,0
