year_month,bairro,procedimentos,armas_sequestradas,drogas_kg,dinheiro_reais,homicidios
2021-05,GENIBAÚ,5,1,3388.0,64.0,0
2021-05,GIL BASTOS,1,0,0.0,0.0,0
2021-05,GINÁSIO COBERTO,1,0,2.2,0.0,0
2021-05,GISELIA PINHEIRO,1,0,198.0,60.3,0
2021-05,GRANJA LISBOA,3,2,188.0,0.0,0
2021-05,GRANJA PORTUGAL,4,0,742.0,100.0,0
2021-05,GUAJERU,1,0,96144.0,0.0,0
2021-05,GUANACES,1,0,0.0,1.46,0
2021-05,GUASSI,1,4,30.0,0.0,0
2021-05,INVASÃO,1,0,0.0,0.0,0
2021-05,IRAJÁ,1,0,119.0,22.0,0
2021-05,JABUTI,1,0,0.0,0.0,0
2021-05,JACARECANGA,4,2,168.0,84.55,1
2021-05,JACARÉ,1,0,0.0,0.0,0
2021-05,JAIME LOPES,1,0,0.0,0.0,1
2021-05,JANGURUSSU,2,0,432.0,300.0,0
2021-05,JARDIM AMÉRICA,1,0,0.0,10.35,0
2021-05,JARDIM BURITI,1,0,0.0,0.0,0
2021-05,JARDIM DAS OLIVEIRAS,1,0,10.0,67.0,0
2021-05,JARDIM GUANABARA,1,0,0.0,0.0,0
2021-05,JARDIM ICARAÍ,1,0,0.0,0.0,0
2021-05,JARDIM IRACEMA,3,0,65.0,420.0,0
2021-05,JAÇANAÚ,1,0,0.0,0.0,0
2021-05,JEREISSATI I,2,0,0.0,0.0,0
2021-05,JOQUEI CLUBE,1,0,0.0,0.0,0
2021-05,JOSE WALTER,1,1,0.0,22.0,0
2021-05,JOSÉ WALTER,2,0,0.0,130.0,0
2021-05,JOÃO CABRAL,2,0,289.0,0.0,0
2021-05,JOÃO XXIII,2,0,0.0,0.0,0
2021-05,JUAR DOS VIEIRAS,1,0,0.0,0.0,0
2021-05,JUREMA,2,0,1045.0,0.0,0
2021-05,JÓQUEI CLUBE,2,0,15.0,0.0,0
2021-05,JÚLIO I,1,0,0.0,0.0,0
2021-05,LAGAMAR,1,0,7.0,0.0,0
2021-05,LAGOA,1,0,2.6,0.0,0
2021-05,LAGOA REDONDA,1,1,0.0,0.0,0
2021-05,LAGOA SECA,2,0,72.2,215.0,0
2021-05,LAGOINHA,1,2,0.0,1571.0,0
2021-05,LAJES,1,0,213.0,0.0,0
2021-05,LEBLON,1,0,0.0,0.0,0
2021-05,LIMA CAMPOS,1,0,6.0,90.0,0
2021-05,"LOCALIDADE DE PENHA, LAGOINHA",1,1,49.0,0.0,1
2021-05,LOCALIDADE DE RAJADA,1,0,0.0,0.0,0
2021-05,LUZARDO VIANA,2,1,0.0,375.0,1
2021-05,MACHUCA,1,0,0.0,1747.0,0
2021-05,MAGUEIRAL,1,0,22.05,0.0,0
2021-05,MANGABEIRA,1,1,210.0,0.0,0
2021-05,MANGUINHOS,1,0,0.0,0.0,0
2021-05,MAPUÁ,1,1,0.0,0.0,0
2021-05,MARAPONGA,1,0,0.0,0.0,0
2021-05,MARATOAN,1,0,32.8,287.5,0
2021-05,MARECHAL RONDON,5,1,104.02,520.0,0
2021-05,MATÕES,1,2,0.0,0.0,0
2021-05,MESSEJANA,1,0,0.0,0.0,0
2021-05,MESTRE ANTÔNIO,1,1,0.0,0.0,0
2021-05,METROPOLE,1,0,0.0,0.0,0
2021-05,METROPÓLE,1,1,0.0,171.25,0
2021-05,METRÓPOLE SUL,1,0,0.0,0.0,0
2021-05,MONDEGO,1,1,0.0,0.0,0
2021-05,MONDUBIM,6,1,67.0,307.55,0
2021-05,MONSENHOR OTALÍCIO,1,0,0.0,0.0,0
2021-05,MONTE CASTELO,3,2,57.0,404.0,0
2021-05,MONTESE,1,0,0.0,0.0,0
2021-05,MORRINHOS,1,0,0.0,0.0,0
2021-05,MORRO BRANCO,1,0,0.0,0.0,0
2021-05,MORRO DOURADO,1,0,51.0,0.0,0
2021-05,MOURA BRASIL,2,1,0.0,0.0,0
2021-05,MUCUNÃ,2,1,0.0,632.0,0
2021-05,MUCURIPE,1,0,0.0,0.0,0
2021-05,MURITI,1,0,0.0,0.0,0
2021-05,MUTIRÃO,2,0,23.0,0.0,0
2021-05,NOSSA SENHORA DE FÁTIMA,1,0,213.0,845.0,0
2021-05,NOSSA SENHORA DE LOURDES,1,1,7.5,302.0,0
2021-05,NOVA METRÓPOLE,1,0,98.0,278.0,0
2021-05,NOVA MORADA,1,0,0.0,0.0,0
2021-05,NOVA PACATUBA,3,1,8.0,30.0,0
2021-05,NOVO PASSARÉ,1,0,0.0,0.0,0
2021-05,OCUPAÇÃO,1,1,0.0,0.0,0
2021-05,OITICICAS,1,1,0.0,0.0,0
2021-05,OLAVO OLIVEIURA,1,0,0.0,0.0,0
2021-05,OLINDA,2,0,0.0,300.0,1
2021-05,OMEGA,1,0,0.0,0.0,0
2021-05,OUTRA BANDA,1,0,13.0,0.0,0
2021-05,PADRE IBIAPINA,1,0,0.0,0.0,0
2021-05,PADRE PALHANO,2,2,0.0,4299.0,0
2021-05,PAJEÚ,1,0,0.0,0.0,0
2021-05,PAJUCARA,1,0,0.0,646.9,0
2021-05,PAJUÇARA,3,0,15.0,0.0,0
2021-05,PALESTINA,2,0,103.0,0.0,0
2021-05,PAPICU,1,1,0.0,0.0,0
2021-05,PARANGABA,2,0,17.0,0.0,0
2021-05,PARAZINHO,1,0,0.0,0.0,0
2021-05,PARQUE ALBANO,1,0,0.0,0.0,0
2021-05,PARQUE BOA VISTA,2,0,66.0,360.0,0
2021-05,PARQUE DAS NAÇÕES,1,0,0.0,236.5,0
2021-05,PARQUE GUAGALAJARA,1,0,34.0,0.0,0
2021-05,PARQUE JARI,1,0,0.0,0.0,0
2021-05,PARQUE JERUSALÉM,2,0,0.0,0.0,0
2021-05,PARQUE MANIBURA,1,1,0.0,0.0,0
2021-05,PARQUE SANTA ROSA,1,0,0.0,0.0,0
2021-05,PARQUE SANTO AMARO,1,0,0.0,0.0,0
2021-05,PARQUE SILVANA 2,1,1,0.0,0.0,0
2021-05,PARQUE SOLEDADE,1,1,0.0,0.0,0
2021-05,PARQUE SÃO JOSÉ,3,1,28.0,66.0,0
2021-05,PARQUE SÃO JOÃO,1,0,0.0,0.0,0
2021-05,PARQUELÂNDIA,1,0,0.0,0.0,0
2021-05,PASSARÉ,3,0,1295.0,5542.0,0
2021-05,PAU SERRADO,3,0,91.0,1146.0,0
2021-05,PAUPINA,1,0,87.0,0.0,0
2021-05,PAVUNA,1,0,0.0,0.0,0
2021-05,PEDRA BRANCA,1,0,1.0,0.0,0
2021-05,PEDRA D'AGUA,1,1,0.0,0.0,0
2021-05,PEDRINAS,1,0,0.0,0.0,0
2021-05,PEDRINHAS,3,0,278.0,0.0,0
2021-05,PEREIROS,1,0,180.0,0.0,0
2021-05,PICI,3,0,0.0,0.0,0
2021-05,PICUI,2,1,25.0,0.0,0
2021-05,PICUÍ,1,0,24.0,0.0,0
2021-05,PINDARÉ,1,0,0.0,0.0,0
2021-05,PIO XII,2,1,20.0,0.0,0
2021-05,PIRAMBU,3,0,95.0,17.0,0
2021-05,PIRATININGA,1,0,0.0,0.0,0
2021-05,PLACA VERDE,1,0,47.0,0.0,0
2021-05,PLANALTO AIRTON SENA,1,0,0.0,0.0,0
2021-05,PLANALTO AIRTON SENNA,3,0,31.0,197.55,0
2021-05,PLANALTO CAUCAIA,1,0,0.0,6.0,0
2021-05,PLANALTO HORIZONTE,4,1,12.799999999999999,289.0,0
2021-05,PONTE NOVA,1,0,0.0,0.0,0
2021-05,PONTE PRETA,1,0,0.0,0.0,0
2021-05,POSTO CONTINENTAL,1,0,195.0,0.0,0
2021-05,POTIRA,1,0,0.0,0.0,1
2021-05,POÇO DO BARRO,1,2,0.0,130.0,0
2021-05,PRAIA,2,0,0.0,0.0,0
2021-05,PRAIA DAS FONTES,1,0,0.0,10.2,0
2021-05,PRAIA DE BITUPITÁ,1,0,375.5,1024.0,0
2021-05,PRAIA DE QUIXABA,1,1,48.0,0.0,0
2021-05,PRAINHA,2,1,24.5,242.0,0
2021-05,PRESIDENTE KENEDY,1,0,0.0,0.0,0
2021-05,PRESIDENTE KENNEDY,1,0,875.0,8.3,0
2021-05,PROURB,1,3,2181.8,486.0,0
2021-05,PRÓXIMO A ENTRADA DE FORTIM-CE,1,0,233.0,764.0,0
2021-05,QUINTINO CUNHA,5,0,3685.0,450.0,0
2021-05,QUIRINO,1,1,0.0,0.0,0
2021-05,RECREIO,1,0,0.0,0.0,0
2021-05,RIACHO,1,0,25.0,0.0,0
2021-05,ROBERTO DOURADO,1,2,0.0,0.0,0
2021-05,RODAGEM,1,0,1.3,5.0,0
2021-05,RODAGEM DO LAGO,4,0,0.6,0.0,0
2021-05,RODOLFO TEÓFILO,1,0,0.0,0.0,0
2021-05,RODOVIÁRIA,1,0,0.0,0.0,0
2021-05,ROMEIRÃO,1,0,29.0,410.0,0
2021-05,ROSALINA,1,1,0.0,0.0,0
2021-05,S,1,0,0.0,0.0,0
2021-05,SANHARÃO,1,0,8.0,1829.0,0
2021-05,SANTA CASA,1,2,587.0,0.0,0
2021-05,SANTA FILOMENA,1,1,0.0,0.0,0
2021-05,SANTA RITA,2,1,13.5,0.0,0
2021-05,SANTA ROSA,1,1,0.0,0.0,0
2021-05,SANTO ANTÔNIO,5,0,1.6,149.1,0
2021-05,SANTO ANTÔNIO DO PITAGUARY,1,0,8.0,668.0,0
2021-05,SAPIRANGA,1,0,0.0,0.0,0
2021-05,SEMINÁRIO,1,1,10.6,211.5,0
2021-05,SIQUEIRA II,1,0,42.0,0.0,0
2021-05,SITIO HIGINO,1,1,1.5,0.0,0
2021-05,SITIO TABOCAS,1,0,0.0,0.0,0
2021-05,SIUPE,1,0,3.0,0.0,0
2021-05,SUB-ESTAÇÃO,1,0,0.0,0.0,0
2021-05,SÃO CRISTOVÃO,1,0,37.0,12.0,0
2021-05,SÃO DOMINGOS,1,1,0.0,0.0,0
2021-05,SÃO FRANCISCO II,1,0,359.0,26.0,0
2021-05,SÃO GERARDO,1,0,0.0,0.0,0
2021-05,SÃO JOSÉ,1,0,0.0,0.0,0
2021-05,SÃO LUIZ,2,2,20.4,30.0,0
2021-05,SÃO MIGUEL,4,2,50.0,0.0,0
2021-05,SÃO PEDRO,1,2,0.0,0.0,0
2021-05,SÍTIO CATINGUINHA,1,0,0.0,0.0,0
2021-05,SÍTIO GARDEN PUB,1,0,0.0,0.0,0
2021-05,SÍTIO PATOS,1,1,125.0,1730.0,0
2021-05,TABAPUÁ,3,0,0.0,0.0,0
2021-05,TAMANDARÊ,1,1,0.0,0.0,0
2021-05,TAMATANDUBA,1,0,342.0,0.0,0
2021-05,TERRA PROMETIDA,1,0,0.0,0.0,1
2021-05,TERRENOS NOVOS,3,1,0.0,0.0,0
2021-05,TIJUCUSSU II,1,0,0.0,0.0,0
2021-05,TIMBAUBAS,1,0,0.0,0.0,0
2021-05,TIMBAÚBAS,1,0,0.0,0.0,0
2021-05,TRICI,1,3,0.0,0.0,0
2021-05,TRIÂNGULO DO MARCO,1,1,59.0,44.0,0
2021-05,TUPUIU,1,0,0.0,0.0,0
2021-05,VARZANTES,1,2,0.0,675.0,0
2021-05,VARZEA DA MATRIZ,1,1,0.0,0.0,0
2021-05,VARZIA DA IPUEIRA,1,0,0.0,0.0,0
2021-05,VICENTE PINZON,5,1,1.0,277.85,0
2021-05,VILA BATISTA,1,0,2920.0,0.0,0
2021-05,VILA CAZÉ,1,0,0.0,0.0,0
2021-05,VILA DO PADRE,2,1,3.2,0.0,0
2021-05,VILA JATAÍ,1,0,0.0,0.0,0
2021-05,VILA LOBO,1,0,0.0,0.0,0
2021-05,VILA NEUMA,1,0,3.0,336.0,0
2021-05,VILA NOVA,1,0,815.0,0.0,0
2021-05,VILA PERY,1,0,0.0,34.0,0
2021-05,VILA SÃO COSMO,1,0,0.0,100.0,0
2021-05,VILA UNIÃO,2,1,15.0,50.0,0
2021-05,VILA VELHA,3,0,0.0,0.0,0
2021-05,VILA VELHA III,1,0,14.0,0.0,0
2021-05,VILA XEXÉU,1,2,257.0,358.0,0
2021-05,VILLA DA PAZ,1,1,0.0,0.0,0
2021-05,VULA  FÁTIMA,1,0,25.0,0.0,0
2021-05,VÁRZEA DA MATRIZ,2,3,0.0,0.0,0
2021-05,VÁRZEA DO CANTO,1,0,0.0,0.0,0
2021-05,ZONA RURAL,55,35,9598.9,1433.85,1
2021-05,ZUMBI,1,0,0.0,0.0,0
2021-05,ÁLVARO WEYNE,3,1,570.0,0.0,0
2021-05,ÁREA VERDE,1,1,0.0,0.0,0
2021-06,ABC,1,0,0.0,0.0,0
2021-06,ACARACUZINHO,1,0,0.0,0.0,0
2021-06,ADRIANÓPOLIS,1,3,0.0,0.0,0
2021-06,AEROLÂNDIA,2,2,0.0,0.0,0
2021-06,AEROPORTO,1,0,1307.5,1500.0,0
2021-06,ALAMEDA DAS BARAÚNAS,1,0,1.0,52.5,0
2021-06,ALDEIA PARK,1,0,0.0,0.0,0
2021-06,ALDEOTA,1,0,86.0,0.0,0
2021-06,ALTO ALEGRE,2,0,15.0,50.0,0
2021-06,ALTO ALEGRE 1,1,0,0.0,0.0,0
2021-06,ALTO ALEGRE 2,1,0,0.0,0.0,0
2021-06,ALTO DA ALEGRIA,1,1,0.0,0.0,0
2021-06,ALTO DA TIETA,1,1,0.0,317.0,0
2021-06,ALTO DO JUCA,1,0,0.0,125.25,0
2021-06,ALTO DO MOTOR,1,0,31.0,225.0,0
2021-06,ALTO DO POSTO,1,0,26.01,101.5,0
2021-06,ALTO JOANINHA SOBRAL,1,0,0.0,31500.0,0
2021-06,ALTO SÃO FRANCISCO,1,0,0.0,0.0,0
2021-06,ALVARO WEYNE,2,0,0.0,0.0,0
2021-06,ANTÔNIO BEZERRA,6,1,37.9,157.0,0
2021-06,ANTÔNIO DIOGO,1,0,0.0,2162.0,0
2021-06,ARARINHA,1,1,274.0,0.0,0
2021-06,ARATURI,2,0,15.0,34.0,0
2021-06,ARAUJÃO,1,0,0.0,0.0,0
2021-06,BAIRRO NOVA METRÓPOLE,1,0,0.0,0.0,1
2021-06,BAIRRO PICI,1,0,0.0,15.0,0
2021-06,BAIXO DOS LOPES,2,2,56.0,702.15,0
2021-06,BARRA DO CEARÁ,6,0,266.4,224.8,0
2021-06,BARRA DO CEARÁ-,1,0,220.0,0.0,0
2021-06,BARROSO,2,0,0.0,0.0,0
2021-06,BEBERIBE,1,0,0.0,0.0,0
2021-06,BEIRA RIO,1,0,7.0,192.0,0
2021-06,BELA VISTA,2,1,0.01,0.0,0
2021-06,BEZERRA E SOUSA,1,0,24.0,939.0,0
2021-06,BEZERRA E SOUZA,1,0,0.0,0.0,0
2021-06,BOA ESPERANÇA,2,0,3.5,0.0,0
2021-06,BOA FÉ,1,1,14.0,335.95,0
2021-06,BOA VIDA,1,0,0.0,0.0,0
2021-06,BOAVIAGINHA,1,1,0.0,0.0,0
2021-06,BOM JARDIM,10,1,66.0,1841.0,0
2021-06,BOM SUCESSO,1,0,0.0,0.0,0
2021-06,BONSUCESSO,1,0,0.0,0.0,0
2021-06,BOQUEIRÃO,1,0,53.0,817.0,0
2021-06,BRASÍLIA,3,0,29.0,77.35,0
2021-06,BUENOS AIRES I,1,0,0.0,0.0,0
2021-06,BULANDEIRA,1,0,0.0,0.0,0
2021-06,CAIS DO PORTO,1,1,0.0,0.0,0
2021-06,CAIÇARA,4,2,31.0,0.0,0
2021-06,CAMBOAS,2,0,193.6,178.0,0
2021-06,CAMPO NOVO,1,0,3.2,125.0,0
2021-06,CAMPO VELHO,1,0,0.0,0.0,1
2021-06,CAMPOS DOS VENCEDORES,1,1,0.0,0.0,0
2021-06,CANAFISTULA,1,0,0.0,0.0,0
2021-06,CANINDEZINHO,3,0,0.0,3.95,0
2021-06,CARLITO PAMPLONA,12,1,76.0,2185.0,0
2021-06,CARRAPICHO,2,1,259.0,140.0,0
2021-06,CATATAU,1,1,0.0,0.0,0
2021-06,CATOLÉ,1,0,0.0,0.0,0
2021-06,CENTRO,42,10,3414.57,3748.55,2
2021-06,CENTRO DE MUNDAÚ,1,1,0.0,0.0,0
2021-06,CHORA,1,3,0.0,0.0,0
2021-06,CIDADE 2000,1,1,0.0,0.0,0
2021-06,CIDADE DOS FUNCIONÁRIOS,1,0,0.0,0.0,0
2021-06,CIDADE NOVA,2,0,0.0,0.0,0
2021-06,CIGANA,1,0,50.0,0.0,0
2021-06,CIÇARA,1,1,0.0,0.0,0
2021-06,COAB,1,0,0.0,0.0,0
2021-06,COABE,1,0,0.0,0.0,0
2021-06,COLÔNIA,2,0,0.0,0.0,0
2021-06,CONJUNTO CEARÁ,3,0,0.0,1341.9,0
2021-06,COQUEIROS,1,0,0.0,11040.0,0
2021-06,COUTO FERNANDES,1,0,0.0,0.0,0
2021-06,CUPIM,1,2,0.0,1077.65,0
2021-06,DAMAS,4,0,0.0,53.0,0
2021-06,DE FÁTIMA,1,0,10.0,254.0,0
2021-06,DISTRITO ARANAÚ,1,0,35.0,110.0,0
2021-06,DISTRITO DE IBUGUAÇU,1,0,0.0,0.0,0
2021-06,DISTRITO DE JARDIM,1,1,0.0,0.0,0
2021-06,DISTRITO DE MAPUÁ,1,1,0.0,0.0,0
2021-06,DOM JOSÉ 2,1,0,0.0,0.0,0
2021-06,DOM TIMÓTEO,1,0,0.0,0.0,1
2021-06,DOMINGOS OLIMPIO,1,0,0.0,0.0,0
2021-06,EMAPE,1,0,0.0,0.0,0
2021-06,ESPLENDOR,1,0,0.0,0.0,0
2021-06,ESTÁDIO,1,0,0.0,77.0,0
2021-06,FARIAS BRITO,2,0,52.5,438.4,0
2021-06,FAZENDINHA,1,0,0.0,0.0,0
2021-06,FLORES,1,0,18.2,1880.4,0
2021-06,FLORESTA,2,0,0.0,0.0,0
2021-06,FOMENTO,1,1,0.0,0.0,0
2021-06,FÁTIMA,1,0,0.0,0.0,0
2021-06,GAIOSO NUNES,1,0,20.7,470.0,0
2021-06,GALDÊNCIO LORNE,1,0,15.7,0.0,0
2021-06,GENIBAÚ,4,1,904.0,3719.35,0
2021-06,GINÁSIO,1,0,0.0,0.0,0
2021-06,GRANJA LISBOA,3,2,0.0,0.0,0
2021-06,GRANJA PORTUGAL,4,1,1.0,360.6,0
2021-06,GUAÇDRAPAS,1,0,0.0,0.0,0
2021-06,HENRIQUE JORGE,5,0,0.0,235.0,0
2021-06,HORTO,1,0,0.0,0.0,0
2021-06,IPAUMIRIM,1,1,0.0,0.0,0
2021-06,ITAIBAPA,1,1,0.0,0.0,0
2021-06,ITAMBÉ II,1,0,0.0,84.0,0
2021-06,ITAPERI,1,0,45.0,0.0,0
2021-06,ITAPERY,1,0,305.0,0.0,0
2021-06,JANGURUSSU,3,1,18.5,29.0,0
2021-06,JARDIM  BANDEIRANTES,1,0,1.0,235.0,0
2021-06,JARDIM AMÉRICA,1,1,0.0,0.0,0
2021-06,JARDIM DAS OLIVEIRAS,3,1,130.0,126.0,0
2021-06,"JARDIM DAS OLIVEIRAS, BONITO 3",1,0,0.0,0.0,0
2021-06,JARDIM FLUMINENSE,1,0,0.0,0.0,0
2021-06,JARDIM GONZAGA,1,0,1024.0,320.0,0
2021-06,JARDIM IRACEMA,6,1,18.0,171.0,0
2021-06,JARDIM JATOBÁ,2,0,37.0,15.0,0
2021-06,JARDIM OÁSIS,1,1,0.0,0.0,0
2021-06,JARI,1,1,0.0,0.0,0
2021-06,JATOBÁ,1,0,71.0,0.0,0
2021-06,JAÇANAU,1,0,0.0,0.0,0
2021-06,JERESSAITE I,1,0,0.0,0.0,0
2021-06,JOSE WALTER,1,0,23.0,610.0,0
2021-06,JOSÉ BONIFÁCIO,1,0,0.0,0.0,0
2021-06,JOSÉ VALTER,1,0,0.0,0.0,0
2021-06,JOSÉ WALTER,3,0,0.0,0.0,0
2021-06,JOÃO PAULO LL,1,0,0.0,0.0,0
2021-06,JOÃO XXIII,1,0,0.0,0.0,0
2021-06,JUREMA,2,0,66.0,0.0,0
2021-06,JÓQUEI CLUBE,1,0,20.0,10.0,0
2021-06,LAGES,1,0,13.0,0.0,0
2021-06,LAGOA,1,1,0.0,0.0,0
2021-06,LAGOA DE BEBÊ,1,0,0.0,0.0,0
2021-06,LAGOA DO MATO,1,0,5.5,300.0,0
2021-06,LAGOA DO TOCO,1,0,0.0,0.0,0
2021-06,LAGOA REDONDA,2,2,992.0,404.0,0
2021-06,LIMOEIRO,1,0,24.5,5.0,0
2021-06,LOCALIDADE DE FRESCO,1,4,0.0,0.0,0
2021-06,LUZARDO VIANA,2,0,0.0,0.0,0
2021-06,MACAMBIRA,1,1,0.0,0.0,0
2021-06,MACHUCA,1,0,2.0,0.0,0
2021-06,MANHOSO,1,1,0.0,0.0,0
2021-06,MAPUA,1,2,0.0,0.0,0
2021-06,MAPUÁ,1,2,0.0,0.0,0
2021-06,MARACANANZINHO,1,0,0.0,0.0,0
2021-06,MARAPONGA,4,1,201.0,378.0,0
2021-06,MARAVILHA,1,0,1.0,0.0,0
2021-06,MARECHAL RONDON,5,0,309.0,261.0,0
2021-06,MATADOURO,1,1,0.0,0.0,0
2021-06,MATÕES,1,1,0.0,0.0,0
2021-06,METROPOLE,1,0,0.0,0.0,0
2021-06,METRÓPOLE,1,0,0.0,0.0,0
2021-06,MONDUBIM,3,0,47.0,53.2,0
2021-06,MONDUMBIM,2,0,0.0,0.0,0
2021-06,MONTE,1,1,0.0,0.0,0
2021-06,MONTE CASTELO,2,1,0.0,0.0,0
2021-06,MONTESE,1,0,216.7,0.0,0
2021-06,MORRO BRANCO,1,0,5.2,0.0,0
2021-06,MOURA BRASIL,1,0,30.0,0.0,0
2021-06,MOURÃO,2,0,20.009999999999998,102.7,0
2021-06,MUCUNÃ,4,4,54.0,0.0,0
2021-06,MULTIRÃO,1,1,38.0,122.0,0
2021-06,MUNDO NOVO,1,0,0.0,0.0,0
2021-06,MURITI,1,0,0.0,0.0,0
2021-06,NOSSA SENHORA DE FÁTIMA,1,0,0.0,22.5,0
2021-06,NOVA ESPERANÇA,1,0,49.0,12.0,0
2021-06,NOVA PACATUBA,1,0,0.0,0.0,0
2021-06,NOVO MONDUBIM,1,4,0.0,0.0,0
2021-06,NOVO ORIENTE,1,0,0.0,0.0,0
2021-06,OUTRA BANDA,1,0,0.0,0.0,0
2021-06,PADRE ANDRADE,1,0,227.0,0.0,0
2021-06,PADRE JÚLIO MARIA,2,0,0.0,0.0,0
2021-06,PADRE PALHANO,3,3,2850.0,579.0,0
2021-06,PADRE ROMUALDO,1,0,0.0,0.0,0
2021-06,PAJEÚ,2,1,0.0,0.0,0
2021-06,PAJUÇARA,3,1,11.6,371.75,0
2021-06,PAQUE ALBANO,1,1,0.0,0.0,0
2021-06,PARQUE DAS FLORES,1,0,0.0,0.0,0
2021-06,PARQUE DAS NAÇÕES,2,0,364.0,0.0,0
2021-06,PARQUE DOIS IRMÃOS,1,0,0.0,0.0,0
2021-06,PARQUE GENEZARÉ,1,0,0.0,0.0,0
2021-06,PARQUE GUADALAJARA,2,0,9.5,551.0,0
2021-06,PARQUE IRACEMA,1,0,0.0,122.0,0
2021-06,PARQUE JARI,1,1,0.0,0.0,0
2021-06,PARQUE JARÍ,1,0,0.0,0.0,0
2021-06,PARQUE SOLEDADE,1,0,1000.0,10.0,0
2021-06,PARQUE SÃO GERARDO,1,0,15.0,12.0,0
2021-06,PARQUELÂNDIA,2,0,0.0,0.0,0
2021-06,PARREÃO,1,0,0.0,0.0,0
2021-06,PASSAGEM DA ONÇA,1,0,0.0,0.0,1
2021-06,PASSARÉ,2,1,22.0,16.5,0
2021-06,PATACAS,1,0,29.5,53.1,0
2021-06,PAU SERRADO,1,1,18.0,512.5,0
2021-06,PAULO SEXTO,1,0,0.0,0.0,0
2021-06,PAVUNA,1,0,0.0,0.0,0
2021-06,PEDRA BRANCA,1,2,500.0,0.0,1
2021-06,PEDRA FINA,1,0,190.0,0.0,0
2021-06,PEDRINHAS,1,0,0.0,0.0,0
2021-06,PICUÍ,1,1,0.0,0.0,0
2021-06,PINTO MADEIRA,1,1,0.0,0.0,0
2021-06,PIO XII,1,0,62.55,189.5,0
2021-06,PIRACICABA,1,0,4314.0,110.6,0
2021-06,PIRAMBU,7,0,318.0,110.7,0
2021-06,PLACA VERDE,1,1,0.0,0.0,0
2021-06,PLANALTO,2,0,4.0,0.0,1
2021-06,PLANALTO AYRTON SENNA,3,0,0.0,10409.0,0
2021-06,PLANALTO SABONETE,1,0,0.0,0.0,0
2021-06,POLO DE LAZER,1,0,0.0,0.0,0
2021-06,POMPEIA,1,0,255.0,195.0,0
2021-06,POMPÉIA,1,0,0.0,0.0,0
2021-06,PONTE PRETA,1,1,0.0,0.0,0
2021-06,PORTO DA MISSA,1,1,5.3,0.0,0
2021-06,POSTO CONTINENTAL,1,1,0.0,880.0,0
2021-06,POTIRA,2,0,80.6,89.0,0
2021-06,PQ DAS NAÇÕES,1,0,0.0,0.0,0
2021-06,PRADO,1,0,32.0,60.0,0
2021-06,PRAIA,3,0,0.0,0.0,1
2021-06,PRAIA DE IRACEMA,1,0,0.0,0.0,0
2021-06,PRAINHA,1,1,0.0,0.0,0
2021-06,PRATIÚS,1,0,0.0,0.0,0
2021-06,PROURB,1,4,50.7,35.0,0
2021-06,PROXIMO AO COLEGIO NATALIA,1,0,225.0,0.0,0
2021-06,QUATRO BOCAS,1,1,0.0,0.0,0
2021-06,QUEIROZ,2,0,0.0,0.0,0
2021-06,QUINTINO CUNHA,6,1,153.1,1510.0,0
2021-06,RASTEIRO,1,0,0.0,0.0,0
2021-06,RENE LUCENA,1,0,0.0,0.0,0
2021-06,RESTAURANTE CARIOCA,1,0,0.0,0.0,0
2021-06,RODAGEM DO LAGO,1,0,9.4,13.0,0
2021-06,RODOLFO TEÓFILO,1,0,0.0,0.0,0
2021-06,ROSÁRIO,1,0,0.0,0.0,0
2021-06,SABIAGUABA,1,0,0.0,0.0,0
2021-06,SANTA MARIA,1,0,0.0,0.0,0
2021-06,SANTA RITA,1,0,9.0,0.0,0
2021-06,SANTA TEREZA,3,1,0.1,181.75,1
2021-06,SANTO ANDRÉ,1,1,22.0,0.0,0
2021-06,SANTO ANTÔNIO,2,0,536.5,275.0,0
2021-06,SANTO ANTÕNIO,1,1,0.0,0.0,0
2021-06,SANTO EXPEDITO,1,0,10.0,0.0,0
2021-06,SEMINÁRIO,1,0,0.0,0.0,1
2021-06,SERRINHA,2,0,44.0,110.5,0
2021-06,SIQUEIRA,1,1,0.0,155.0,0
2021-06,SITIO CAPIM PUBO,1,0,6.0,0.0,0
2021-06,SOL NASCENTE,1,0,8.0,64.0,0
2021-06,SUCATINGA,1,1,0.0,0.0,0
2021-06,SÃO BENEDITO,1,0,108.28,631.45,0
2021-06,SÃO DOMINGOS,1,0,0.0,0.0,0
2021-06,SÃO GERARDO,1,0,0.0,0.0,0
2021-06,SÃO JOSÉ,2,0,0.0,60.0,0
2021-06,SÃO JOÃO DO TAUAPE,1,0,0.0,209.0,0
2021-06,SÃO MIGUEL,5,2,4694.0,259.7,0
2021-06,SÃO PEDRO,3,0,31.9,250.0,0
2021-06,SÃO VICENTE,1,0,4.0,27.0,0
2021-06,SÍTIO AÇUDE BAHIA,1,1,0.0,0.0,0
2021-06,SÍTIO BARRA,1,0,0.0,0.0,1
2021-06,SÍTIO BOQUEIRÃO DO JORGE,1,2,0.0,0.0,0
2021-06,SÍTIO BURITI,1,0,2000.0,20.0,0
2021-06,SÍTIO CARRAPATEIRA DE BAIXO,1,1,0.0,0.0,0
2021-06,SÍTIO TRAPIÁ,2,4,0.0,0.0,0
2021-06,SÍTIOS NOVOS,1,1,130.0,0.0,0
2021-06,TABAPUAZINHO,4,2,10.0,50.0,0
