cidade,bairro,hour,count
Ipu,,15,1
Ipu,Alto Dos 14,23,1
Ipu,Alto dos 14,12,1
Ipu,Alto dos 14,14,1
Ipu,Altos 14,12,1
Ipu,Boa Vista,0,1
Ipu,Boa Vista,3,1
Ipu,Boa Vista,4,1
Ipu,Boa Vista,9,1
Ipu,Boa Vista,10,2
Ipu,Boa Vista,11,1
Ipu,Boa Vista,12,1
Ipu,Boa Vista,13,1
Ipu,Boa Vista,17,1
Ipu,Breguedof,22,1
Ipu,Breguedoff,2,1
Ipu,Breguedoff,16,1
Ipu,Breguedoff,17,1
Ipu,Breguedolf,19,1
Ipu,Cafute,23,1
Ipu,Caixa D’água,13,1
Ipu,Caixa D’água,15,1
Ipu,Canudos,12,1
Ipu,Carangueijo,11,1
Ipu,Centro,2,1
Ipu,Centro,3,1
Ipu,Centro,5,2
Ipu,Centro,12,2
Ipu,Centro,14,1
Ipu,Centro,19,1
Ipu,Distrito de Areias,22,1
Ipu,Escondido,12,1
Ipu,Escondido,22,1
Ipu,Grota,4,1
Ipu,Ipu,15,1
Ipu,Mina,1,1
Ipu,Mina,2,1
Ipu,Mina,15,1
Ipu,Mina,17,2
Ipu,Mina,23,1
Ipu,Morro do Cemitério,15,1
Ipu,Pedrinhas,0,1
Ipu,Pedrinhas,22,1
Ipu,Pereiros,16,1
Ipu,Pereiros,19,1
Ipu,Popular Dos Pereiros,11,1
Ipu,Popular Pedreiros,4,1
Ipu,Popular dos Pereiros,2,1
Ipu,Populares Dos Pereiros,3,1
Ipu,Reino De França,22,1
Ipu,Reino da Esperança,5,1
Ipu,Zona Rural,0,1
Ipu,Zona Rural,2,1
Ipu,Zona Rural,5,1
Ipu,Zona Rural,9,1
Ipu,Zona Rural,10,2
Ipu,Zona Rural,11,6
Ipu,Zona Rural,12,1
Ipu,Zona Rural,14,1
Ipu,Zona Rural,15,1
Ipu,Zona Rural,17,2
Ipu,Zona Rural,21,1
Ipu,Zona Rural,23,1
Ipueira,Carnaúbas,6,1
Ipueiras,Alto do Cristo,18,1
Ipueiras,Arraial da Serra,20,1
Ipueiras,Bauceiro,14,1
Ipueiras,Beira Rio,5,1
Ipueiras,Beira do Rio,3,1
Ipueiras,Bela Vista,21,1
Ipueiras,Boqueirão,1,1
Ipueiras,Cajueiro Dos Mourão,16,1
Ipueiras,Carnaúbas,4,1
Ipueiras,Carnaúbas,17,1
Ipueiras,Carnaúbas,22,1
Ipueiras,Centro,3,1
Ipueiras,Centro,6,1
Ipueiras,Centro,7,1
Ipueiras,Centro,9,2
Ipueiras,Centro,14,1
Ipueiras,Centro,15,2
Ipueiras,Centro,16,2
Ipueiras,Centro,17,5
Ipueiras,Centro,18,2
Ipueiras,Centro,19,2
Ipueiras,Centro,20,1
Ipueiras,Centro,21,4
Ipueiras,Centro,22,2
Ipueiras,Centro,23,1
Ipueiras,Centro Comunitário,23,1
Ipueiras,Charito,10,1
Ipueiras,Cristo Redentor II,18,1
Ipueiras,Distrito Engenheiro São Tomé,3,1
Ipueiras,Distrito de Charito,22,1
Ipueiras,Distrito de Livramento,15,1
Ipueiras,Estação,6,1
Ipueiras,Estação,18,1
Ipueiras,Estação,21,2
Ipueiras,Ipueiras,3,1
Ipueiras,Lamarão,1,1
Ipueiras,Localidade Matriz São Gonçalo,18,1
Ipueiras,Localidade de Barro Vermelho,18,1
Ipueiras,Matriz de São Gonçalo,15,1
Ipueiras,Morro do Cabrito,12,1
Ipueiras,Morro do Cabrito,16,1
Ipueiras,Morro do Cabrito,23,1
Ipueiras,Praça Da Estação,5,1
Ipueiras,Praça Do Cristo,1,1
Ipueiras,Praça Do Cristo,2,1
Ipueiras,Praça Do Cristo,19,1
Ipueiras,Praça de Cristo,22,1
Ipueiras,Praça do Cristo,0,1
Ipueiras,Praça do Cristo,12,1
Ipueiras,Praça do Cristo,14,1
Ipueiras,Praça do Cristo,17,1
Ipueiras,Praça do Cristo,22,1
Ipueiras,Quixeré,22,1
Ipueiras,São Jose,2,1
Ipueiras,São José,1,1
Ipueiras,São José,11,1
Ipueiras,São José,13,1
Ipueiras,São José,17,2
Ipueiras,São José,23,1
Ipueiras,Vamos Ver,2,1
Ipueiras,Vamos Ver,4,1
Ipueiras,Vamos Ver,18,2
Ipueiras,Vamos Ver,22,1
Ipueiras,Vamos Ver,23,1
Ipueiras,Vila Jorge,2,1
Ipueiras,Vila Madeiro,3,1
Ipueiras,Vila Madeiro,21,1
Ipueiras,Vila Sabóia,1,1
Ipueiras,Vila Sabóia,16,1
Ipueiras,Zona Rural,0,3
Ipueiras,Zona Rural,1,1
Ipueiras,Zona Rural,2,4
Ipueiras,Zona Rural,6,1
Ipueiras,Zona Rural,10,4
Ipueiras,Zona Rural,11,1
Ipueiras,Zona Rural,12,2
Ipueiras,Zona Rural,13,1
Ipueiras,Zona Rural,14,5
Ipueiras,Zona Rural,15,5
Ipueiras,Zona Rural,16,5
Ipueiras,Zona Rural,17,6
Ipueiras,Zona Rural,18,2
Ipueiras,Zona Rural,19,2
Ipueiras,Zona Rural,21,1
Ipueiras,Zona Rural,22,4
Ipueiras,Zona Rural,23,3
Ipueiras,Zona Urbana,23,1
Ipú,Alto dos Catorze,1,1
Ipú,Boa Visdta,15,1
Ipú,Boa Vista,15,2
Ipú,Boa Vista,17,1
Ipú,Canudos,0,1
Ipú,Centro,1,1
Ipú,Centro,9,1
Ipú,Centro,11,1
Ipú,Centro,12,1
Ipú,Centro,13,1
Ipú,Centro,14,1
Ipú,Centro,15,2
Ipú,Centro,16,1
Ipú,Centro,17,1
Ipú,Comunidade Várzea do Jiló,16,1
Ipú,Corte,10,1
Ipú,Corte,17,1
Ipú,Grota,15,1
Ipú,Mina,2,2
Ipú,Mina,21,1
Ipú,Pedrinhas,18,1
Ipú,Pereiros,1,1
Ipú,Várzea de Jiló,1,1
Ipú,Zona Rural,8,1
Ipú,Zona Rural,14,1
Ipú,Zona Rural,16,1
Ipú,Zona Rural,17,2
Ipú,Zona Rural,18,1
Iracema,Centro,22,1
Iraucuba,Zona Rural,23,1
Irauçuba,Açude,3,1
Irauçuba,Centro,4,2
Irauçuba,Centro,6,1
Irauçuba,Centro,7,1
Irauçuba,Centro,15,1
Irauçuba,Centro,22,1
Irauçuba,Cruzeiro,2,1
Irauçuba,Cruzeiro,13,1
Irauçuba,Cruzeiro,15,1
Irauçuba,Gil Bastos,1,1
Irauçuba,Jua,18,1
Irauçuba,Juá,23,1
Irauçuba,Nossa Senhora de Fátima,18,1
Irauçuba,Zona Rural,22,1
Itaitinga,-,3,1
Itaitinga,Aldo do Bode,10,1
Itaitinga,Alto do Bode,23,1
Itaitinga,Ancuri,0,4
Itaitinga,Ancuri,1,6
Itaitinga,Ancuri,2,2
Itaitinga,Ancuri,4,1
Itaitinga,Ancuri,9,2
Itaitinga,Ancuri,10,3
Itaitinga,Ancuri,11,2
Itaitinga,Ancuri,12,2
Itaitinga,Ancuri,13,3
Itaitinga,Ancuri,14,1
Itaitinga,Ancuri,15,1
Itaitinga,Ancuri,17,1
Itaitinga,Ancuri,19,3
Itaitinga,Ancuri,21,3
Itaitinga,Ancuri,22,5
Itaitinga,Ancuri,23,3
Itaitinga,"Ancuri, Alameda Das Palmeiras",19,1
Itaitinga,Angora,20,1
Itaitinga,Angorá,0,1
Itaitinga,Angorá,2,1
Itaitinga,Angorá,10,1
Itaitinga,Angorá,12,1
Itaitinga,Angorá,15,1
Itaitinga,Angorá,17,1
Itaitinga,Angorá,19,2
Itaitinga,Angorá,21,3
Itaitinga,Angorá,22,2
Itaitinga,Angorá,23,1
Itaitinga,Antônio Miguel,2,1
Itaitinga,Antônio Miguel,10,2
Itaitinga,Antônio Miguel,13,2
Itaitinga,Antônio Miguel,14,1
Itaitinga,Antônio Miguel,16,1
Itaitinga,Antônio Miguel,19,1
Itaitinga,Antônio Miguel,20,1
Itaitinga,Antônio Miguel,22,2
Itaitinga,Antônio Miguel,23,1
Itaitinga,Area Verde,11,1
Itaitinga,Bairro Novo,13,1
Itaitinga,Barro Duro,1,1
Itaitinga,Barro Duro,22,1
Itaitinga,Barrocão,0,1
Itaitinga,Barrocão,2,1
Itaitinga,Barrocão,3,1
Itaitinga,Barrocão,4,1
Itaitinga,Barrocão,9,2
Itaitinga,Barrocão,11,2
Itaitinga,Barrocão,12,3
Itaitinga,Barrocão,13,2
Itaitinga,Barrocão,14,1
Itaitinga,Barrocão,15,1
Itaitinga,Barrocão,17,2
Itaitinga,Barrocão,18,2
Itaitinga,Barrocão,19,1
Itaitinga,Barrocão,20,1
Itaitinga,Barrocão,21,3
Itaitinga,Barrocão,22,4
Itaitinga,Barrocão,23,2
Itaitinga,Caracanga,11,1
Itaitinga,Caracanga,18,1
Itaitinga,Caracanga,22,1
Itaitinga,Caranga,22,1
Itaitinga,Carapio,12,1
Itaitinga,Carapió,3,1
Itaitinga,Carapió,8,1
Itaitinga,Carapiô,23,1
Itaitinga,Centro,0,2
Itaitinga,Centro,2,2
Itaitinga,Centro,3,1
Itaitinga,Centro,4,1
Itaitinga,Centro,10,1
Itaitinga,Centro,11,1
Itaitinga,Centro,12,2
Itaitinga,Centro,13,1
Itaitinga,Centro,14,1
Itaitinga,Centro,15,1
Itaitinga,Centro,16,1
Itaitinga,Centro,17,1
Itaitinga,Centro,19,1
Itaitinga,Centro,21,1
Itaitinga,Centro,22,1
Itaitinga,Estrada do Catolé,19,1
Itaitinga,Genesaré,15,1
Itaitinga,Genezaré,15,1
Itaitinga,Gererau,0,1
Itaitinga,Gererau,1,1
Itaitinga,Gererau,2,1
Itaitinga,Gererau,18,1
Itaitinga,Gererau,19,1
Itaitinga,Gererau,21,1
Itaitinga,Gereraú,1,1
Itaitinga,Gereraú,3,1
Itaitinga,Gereraú,16,1
Itaitinga,Gereraú,17,1
Itaitinga,Gereraú,21,1
Itaitinga,Gereraú,22,1
Itaitinga,Itaitinga,1,1
Itaitinga,Itaitinga,17,1
Itaitinga,Itaitinga,22,1
Itaitinga,Itaitinga,23,1
Itaitinga,Jaboti,23,1
Itaitinga,Jabuiti,12,1
Itaitinga,Jabuti,0,5
Itaitinga,Jabuti,1,3
Itaitinga,Jabuti,2,1
Itaitinga,Jabuti,3,1
Itaitinga,Jabuti,4,1
Itaitinga,Jabuti,5,1
Itaitinga,Jabuti,10,2
Itaitinga,Jabuti,11,1
Itaitinga,Jabuti,12,3
Itaitinga,Jabuti,14,1
Itaitinga,Jabuti,15,2
Itaitinga,Jabuti,17,1
Itaitinga,Jabuti,18,1
Itaitinga,Jabuti,19,2
Itaitinga,Jabuti,20,3
Itaitinga,Jabuti,21,3
Itaitinga,Jabuti,22,2
Itaitinga,Jabuti,23,5
Itaitinga,Luiz Tavóra,0,1
Itaitinga,Malvinas,0,1
Itaitinga,Novo Ancuri,4,1
Itaitinga,Ocupação,9,1
Itaitinga,Ocupação,20,2
Itaitinga,Ocupação,21,1
Itaitinga,Ocupação,22,1
Itaitinga,Ocupação,23,1
Itaitinga,Parque Dom Pedro,2,1
Itaitinga,Parque Dom Pedro,9,1
Itaitinga,Parque Dom Pedro,11,1
Itaitinga,Parque Dom Pedro,13,1
Itaitinga,Parque Dom Pedro,17,1
Itaitinga,Parque Dom Pedro,21,2
Itaitinga,Parque Genezare,0,1
Itaitinga,Parque Genezare,12,1
Itaitinga,Parque Genezare,21,1
Itaitinga,Parque Genezaré,0,1
Itaitinga,Parque Genezaré,6,1
Itaitinga,Parque Genezaré,8,1
Itaitinga,Parque Genezaré,14,1
Itaitinga,Parque Santo Antônio,2,1
Itaitinga,Parque Santo Antônio,22,2
Itaitinga,Parque Santo Antônio,23,1
Itaitinga,Pedras,3,1
Itaitinga,Pedras,12,1
Itaitinga,Pedras,17,1
Itaitinga,Pedras,19,1
Itaitinga,Pedras,21,1
Itaitinga,Pedras,22,1
Itaitinga,Pedras,23,1
Itaitinga,Pq. Genesaré,2,1
Itaitinga,Riachão,23,1
Itaitinga,Santo Antônio,13,1
Itaitinga,Santo Antônio,15,1
Itaitinga,Santo Antônio,19,1
Itaitinga,Santo Antônio,21,1
Itaitinga,Santo Antônio,23,1
Itaitinga,Taveira,13,1
Itaitinga,Tavera,20,1
Itaitinga,Vila Nova,14,1
Itaitinga,Zona Rural,21,1
Itaitinga,Zona Rural,22,1
Itaitinga,jabuti,22,1
Itaitinga,Área Verde,13,1
Itaitinga,Área Verde,14,1
Itaitinga,Área Verde,21,1
Itaiçaba,Alto do Brito,16,1
Itaiçaba,Alto do Ferrão,12,1
Itaiçaba,Centro,2,1
Itaiçaba,Centro,22,1
Itaiçaba,Distrito do Brito,16,1
Itaiçaba,São Francisco,11,1
Itaiçaba,São Francisco,21,1
Itaiçaba,Zona Rural,15,1
Itaiçaba,Zona Rural,22,1
Itapaje,Esmerino Gomes,1,1
Itapaje,Padre Lima,0,1
Itapaje,Paulo Vieira (Piçarra),23,1
Itapaje,Zona Rural,18,1
Itapajé,Alto dos Bernados,6,1
Itapajé,Alto dos Bernardos,5,1
Itapajé,Alto dos Bernardos,15,1
Itapajé,Altura do açude Ipuzinho,23,1
Itapajé,Armador,11,1
Itapajé,Baixa Grande,10,1
Itapajé,Barateiro,0,1
Itapajé,Barateiro,3,2
Itapajé,Barateiro,10,1
Itapajé,Barateiro,11,1
Itapajé,Barateiro,17,1
Itapajé,Barateiro,18,1
Itapajé,Bela Vista,2,1
Itapajé,Bela Vista,4,1
Itapajé,Bela Vista,6,1
Itapajé,Bela Vista,16,1
Itapajé,Cajazeiras,6,1
Itapajé,Centro,1,3
Itapajé,Centro,2,4
Itapajé,Centro,3,2
Itapajé,Centro,5,1
Itapajé,Centro,10,1
Itapajé,Centro,11,2
Itapajé,Centro,12,2
Itapajé,Centro,14,2
Itapajé,Centro,15,3
Itapajé,Centro,16,4
Itapajé,Centro,17,1
Itapajé,Centro,18,2
Itapajé,Centro,19,1
Itapajé,Centro,20,2
Itapajé,Centro,21,2
Itapajé,Centro,23,2
Itapajé,Conjunto Habitacional São Francisco II,20,1
Itapajé,Conjunto São Francisco 2,2,1
Itapajé,Conviver,7,1
Itapajé,Cruzeiro,1,3
Itapajé,Cruzeiro,7,1
Itapajé,Cruzeiro,10,1
Itapajé,Cruzeiro,18,1
Itapajé,Cruzeiro,22,1
Itapajé,Cruzeiro,23,1
Itapajé,Esmerindo Gomes,0,1
Itapajé,Esmerindo Gomes,21,1
Itapajé,Esmerino Gomes,0,1
Itapajé,Esmerino Gomes,2,2
Itapajé,Esmerino Gomes,4,2
Itapajé,Esmerino Gomes,5,1
Itapajé,Esmerino Gomes,10,2
Itapajé,Esmerino Gomes,12,1
Itapajé,Esmerino Gomes,13,1
Itapajé,Esmerino Gomes,16,1
Itapajé,Esmerino Gomes,17,1
Itapajé,Esmerino Gomes,20,1
Itapajé,Esmerino Gomes,22,1
Itapajé,Ferros,3,2
Itapajé,Ferros,7,1
Itapajé,Ferros,15,1
Itapajé,Ferros,21,1
Itapajé,Ferros,22,1
Itapajé,Ipu,1,1
Itapajé,Ipu,17,1
Itapajé,Iratinga,0,2
Itapajé,Iratinga,1,1
Itapajé,Iratinga,14,1
Itapajé,Iratinga,16,1
Itapajé,Iratinga,17,1
Itapajé,Iratinga,21,1
Itapajé,Monte Castelo,0,1
Itapajé,Monte Castelo,16,1
Itapajé,Padre Lima,0,1
Itapajé,Padre Lima,1,1
Itapajé,Padre Lima,4,1
Itapajé,Padre Lima,16,1
Itapajé,Padre Lima,20,1
Itapajé,Padre Lima,21,2
Itapajé,Paulo Vieira,18,1
Itapajé,Paulo Vieira de Mesquita,2,1
Itapajé,Paulo Vieira de Mesquita,16,1
Itapajé,Paulo Vireira de Mesquita,12,1
Itapajé,Pedra Branca,17,1
Itapajé,Pedra Branca,23,1
Itapajé,Pitombeira,12,1
Itapajé,Piçarra,2,1
Itapajé,Piçarra,7,1
Itapajé,Piçarra,17,1
Itapajé,Piçarra,18,1
Itapajé,Saco Do Vento,4,1
Itapajé,"Santa Cruz, Zona Rural",2,1
Itapajé,Santa Rita,3,1
Itapajé,Santa Rita,5,1
Itapajé,Santa Rita,9,1
Itapajé,Santa Rita,17,1
Itapajé,Santa Rita,22,1
Itapajé,Santa Rita,23,1
Itapajé,Serra Do São Matheus,1,1
Itapajé,São Francisco,16,1
Itapajé,São Francisco II,1,1
Itapajé,São Francisco II,4,1
Itapajé,São Francisco II,16,2
Itapajé,São Francisco II,17,1
Itapajé,São Francisco II,18,1
Itapajé,São Francisco II,19,1
Itapajé,São Pedro,2,1
Itapajé,São Pedro,17,1
Itapajé,Sítio Tubiba,13,1
Itapajé,Vila Fonseca,10,1
Itapajé,Zona Rural,1,4
Itapajé,Zona Rural,3,1
Itapajé,Zona Rural,4,1
Itapajé,Zona Rural,5,2
Itapajé,Zona Rural,10,1
Itapajé,Zona Rural,13,1
Itapajé,Zona Rural,14,2
Itapajé,Zona Rural,15,1
Itapajé,Zona Rural,16,2
Itapajé,Zona Rural,17,3
Itapajé,Zona Rural,18,2
Itapajé,Zona Rural,19,1
Itapajé,Zona Rural,20,2
Itapajé,Zona Rural,21,3
Itapajé,Zona Rural,23,2
Itapipoca,Aldeota,21,1
Itapipoca,Alto Alegre,0,1
Itapipoca,Alto Alegre,4,1
Itapipoca,Alto Alegre,11,2
Itapipoca,Alto Alegre,20,1
Itapipoca,Alto Alegre,21,1
Itapipoca,Alto Alegre,23,1
Itapipoca,Bairro De Fátima,17,1
Itapipoca,Bairro das Flores,20,1
Itapipoca,Balança,11,1
Itapipoca,Baleia,23,1
Itapipoca,Barrento,3,1
Itapipoca,Barrento,10,1
Itapipoca,Boa Vista,19,1
Itapipoca,Boa Vista,20,1
Itapipoca,Boa Vista,21,1
Itapipoca,Brisa,0,1
Itapipoca,Cacimbas,2,1
Itapipoca,Cacimbas,5,1
Itapipoca,Centro,0,1
Itapipoca,Centro,8,1
Itapipoca,Centro,10,1
Itapipoca,Centro,11,1
Itapipoca,Centro,12,1
Itapipoca,Centro,13,3
Itapipoca,Centro,14,2
Itapipoca,Centro,15,2
Itapipoca,Centro,17,1
Itapipoca,Centro,20,1
Itapipoca,Centro,21,3
Itapipoca,Centro,22,2
Itapipoca,Centro,23,1
Itapipoca,Cohab,0,1
Itapipoca,Cohab,12,1
Itapipoca,Coqueiro,2,2
Itapipoca,Coqueiro,14,1
Itapipoca,Coqueiro,16,1
Itapipoca,Coqueiro,17,2
Itapipoca,Coqueiro,18,1
Itapipoca,Coqueiro,19,2
Itapipoca,Coqueiro,20,1
Itapipoca,Coqueiro,22,1
Itapipoca,Cruzeiro,1,1
Itapipoca,Cruzeiro,4,2
Itapipoca,Cruzeiro,12,1
Itapipoca,Cruzeiro,13,1
Itapipoca,Cruzeiro,17,1
Itapipoca,Cruzeiro,20,1
Itapipoca,Cruzeiro,21,2
Itapipoca,Cruzeiro,23,1
Itapipoca,Deserto,11,1
Itapipoca,Deserto,23,1
Itapipoca,Distrito de Deserto,1,1
Itapipoca,Encruzilhada,13,1
Itapipoca,Encruzilhada,23,1
Itapipoca,Encruzilhadas,14,1
Itapipoca,Exposição,23,1
Itapipoca,Fazendinha,11,1
Itapipoca,Fazendinha,12,2
Itapipoca,Fazendinha,14,1
Itapipoca,Fazendinha,19,1
Itapipoca,Fazendinha,21,3
Itapipoca,Flores,12,1
Itapipoca,Flores,22,1
Itapipoca,Fátima,21,1
Itapipoca,Guarani,2,1
Itapipoca,Itapipoca,19,1
Itapipoca,Jardim,14,1
Itapipoca,Julho II,0,1
Itapipoca,Júlio 1,5,1
Itapipoca,Júlio 2,12,1
Itapipoca,Júlio I,5,1
Itapipoca,Júlio I,12,1
Itapipoca,Ladeira,0,1
Itapipoca,Ladeira,11,2
Itapipoca,Ladeira,12,4
Itapipoca,Ladeira,15,1
Itapipoca,Ladeira,19,1
Itapipoca,Ladeira,20,1
Itapipoca,Ladeira,21,1
Itapipoca,Ladeira,22,3
Itapipoca,Ladeira,23,1
Itapipoca,Localidade de Rajada,20,1
Itapipoca,Madalena,20,1
Itapipoca,Madalenas,23,1
Itapipoca,Maranhão,4,1
Itapipoca,Maranhão,12,2
Itapipoca,Maranhão,15,1
Itapipoca,Maranhão,18,1
Itapipoca,Maranhão,19,2
Itapipoca,Maranhão,20,2
Itapipoca,Maranhão,21,1
Itapipoca,Maranhão,22,3
Itapipoca,Maranhão,23,3
Itapipoca,Mourão,12,1
Itapipoca,Mourão,15,1
Itapipoca,Mourão,16,2
Itapipoca,Nova Aldeota,0,1
Itapipoca,Nova Aldeota,20,2
Itapipoca,Nova Aldeota,23,1
Itapipoca,Sanharão,4,1
Itapipoca,Sanharão,11,1
Itapipoca,Sanharão,17,1
Itapipoca,Sanharão,18,1
Itapipoca,Sanharão,22,1
Itapipoca,Sanharão,23,1
Itapipoca,Senharão,0,1
Itapipoca,São Francisco,18,1
Itapipoca,São Sebastião,18,1
Itapipoca,Tamarindo,15,1
Itapipoca,Tamarindo,23,1
Itapipoca,Vila Jardim,14,1
Itapipoca,Vila Jardim,20,1
Itapipoca,Violete,1,2
Itapipoca,Violete,2,1
Itapipoca,Violete,18,1
Itapipoca,Violete,19,1
Itapipoca,Violete,21,1
Itapipoca,Violete,22,2
Itapipoca,Violete,23,1
Itapipoca,Zona Rual,23,1
Itapipoca,Zona Rural,0,2
Itapipoca,Zona Rural,1,1
Itapipoca,Zona Rural,3,1
Itapipoca,Zona Rural,4,1
Itapipoca,Zona Rural,7,1
Itapipoca,Zona Rural,15,1
Itapipoca,Zona Rural,20,1
Itapipoca,Zona Rural,21,1
Itapipoca,Zona Rural,22,2
Itapipoca,Zona Rural,23,3
Itapiuna,Caio Prado,0,1
Itapiuna,Caio Prado,2,1
Itapiuna,Centro,17,1
Itapiuna,Centro,23,1
Itapiuna,Cosme Santos,17,1
Itapiuna,Cosmo Santos,1,1
Itapiuna,Distrito de Caio Prado,16,1
Itapiuna,Nova Itapiuna,23,2
Itapiuna,Rua da Lama,1,1
Itapiuna,Zona Rural,0,1
Itapiúna,Barra Nova,22,1
Itapiúna,Caio Prado,10,1
Itapiúna,Carnaubinha dos Padeiros,21,1
Itapiúna,Centro,1,1
Itapiúna,Centro,23,1
Itapiúna,Cosmo Santos,3,1
Itapiúna,Cosmo Santos,12,1
Itapiúna,Cosmo Santos,18,1
Itapiúna,Fazenda Touro,12,1
Itapiúna,Nova Itapiúna,16,1
Itapiúna,"Novo Sabiá, Umburanas",15,1
Itapiúna,Próximo Ao Lixão,22,1
Itapiúna,Vila Amorim,2,1
Itapiúna,Vila Cosmo e Santos,23,1
Itapiúna,Zona Rural,1,1
Itapiúna,Zona Rural,2,1
Itapiúna,Zona Rural,4,2
Itapiúna,Zona Rural,5,1
Itapiúna,Zona Rural,16,1
Itapiúna,Zona Rural,22,2
Itapiúna,"Zona Rural, S/N",8,1
Itapiúna,Zona Urbana,0,1
Itarema,-,9,1
Itarema,Almofada,4,1
Itarema,Almofala,0,1
Itarema,Almofala,1,1
Itarema,Almofala,2,1
Itarema,Almofala,4,3
Itarema,Almofala,6,1
Itarema,Almofala,12,1
Itarema,Almofala,15,3
Itarema,Almofala,17,2
Itarema,Almofala,19,1
Itarema,Almofala,22,1
Itarema,Almofala,23,1
Itarema,Almofla,17,1
Itarema,Arroz,3,1
Itarema,Baixinha,18,1
Itarema,Baixinhas,3,1
Itarema,Baixinhas,7,1
Itarema,"Baixinhas, S/N",0,1
Itarema,Batedeira,1,1
Itarema,Brandão,2,1
Itarema,CE 085,23,1
Itarema,Campestre,23,1
Itarema,Carvoeiro,23,1
Itarema,Centro,1,1
Itarema,Centro,2,2
Itarema,Centro,4,3
Itarema,Centro,11,1
Itarema,Centro,14,1
Itarema,Centro,15,1
Itarema,Centro,16,2
Itarema,Centro,17,1
Itarema,Centro,18,2
Itarema,Centro,19,2
Itarema,Centro,20,1
Itarema,Centro,22,1
Itarema,Conjunto Habitacional Rogério Monteiro,11,1
Itarema,Conjunto Habitacional Rogério Monteiro,15,1
Itarema,Conjunto Stenio Rios,14,1
Itarema,Conjunto Stênio Rios,17,1
Itarema,Conjuntos Novos,15,1
Itarema,Corgo das Moças,12,1
Itarema,Corrego da Volta,3,1
Itarema,Corrego das Moças,15,1
Itarema,Córrego Da Volta,0,1
Itarema,Distrito Torrões,18,1
Itarema,Distrito de Almofala,3,1
Itarema,Distrito de Corrêgo das Moças,16,1
Itarema,Farol,2,1
Itarema,Gargoe,0,1
Itarema,Gargoe,1,1
Itarema,Gargoe,11,1
Itarema,Gargoe,12,1
Itarema,Gargoe,16,1
Itarema,Gargoe,19,1
Itarema,Gargoe,20,1
Itarema,Gargoé,17,1
Itarema,Gargoê,15,1
Itarema,Garguê,15,1
Itarema,Guajiru,4,1
Itarema,Guajiru,8,1
Itarema,Guajiru,12,1
Itarema,Juritianha,14,1
Itarema,Juritianha,23,1
Itarema,Lagamar,16,1
Itarema,Lago Seca,11,1
Itarema,Lagoa Seca,0,2
Itarema,Lagoa Seca,1,3
Itarema,Lagoa Seca,2,1
Itarema,Lagoa Seca,3,1
Itarema,Lagoa Seca,4,2
Itarema,Lagoa Seca,10,1
Itarema,Lagoa Seca,12,1
Itarema,Lagoa Seca,13,1
Itarema,Lagoa Seca,14,1
Itarema,Lagoa Seca,15,3
Itarema,Lagoa Seca,16,4
Itarema,Lagoa Seca,17,9
Itarema,Lagoa Seca,18,1
Itarema,Lagoa Seca,19,3
Itarema,Lagoa Seca,20,1
Itarema,Lagoa Seca,22,2
Itarema,Lagoa Seca,23,1
Itarema,Lameirão,4,1
Itarema,Laoa Seca,22,1
Itarema,Loteamento Novo,16,1
Itarema,Loteamento Novo Itarema,12,2
Itarema,Macambira,14,1
Itarema,Morro do Comum,15,1
Itarema,Morro do Comum,22,1
Itarema,Mãe Cosmo,4,1
Itarema,Oiticica,3,1
Itarema,Oiticica,17,1
Itarema,Oiticicas,15,1
Itarema,Olhos D'água,15,1
Itarema,Patos,1,1
Itarema,Patos,10,1
Itarema,Patos,21,1
Itarema,Porto dos Barcos,8,1
Itarema,"Quadra 08, casa 02",12,1
Itarema,Riachinho,17,1
Itarema,Riacho,0,2
Itarema,Riacho,1,3
Itarema,Riacho,2,2
Itarema,Riacho,4,1
Itarema,Riacho,12,1
Itarema,Riacho,17,1
Itarema,Riacho,19,1
Itarema,Riacho,21,1
Itarema,Santa Rita,7,1
Itarema,Santo Antônio,16,1
Itarema,Saquim,17,1
Itarema,Saquinho,11,1
Itarema,São Vicente,2,3
Itarema,São Vicente,4,1
Itarema,São Vicente,20,1
Itarema,São Vicente,23,1
Itarema,Sítio Alegre,3,1
Itarema,Torrões,2,1
Itarema,Torrões,4,1
Itarema,Torrões,15,1
Itarema,Torrões,16,2
Itarema,Torrões,17,2
Itarema,Torrões,18,1
Itarema,Torrões,22,1
Itarema,Vila Coqueiro,20,1
Itarema,Vila Tapera,2,1
Itarema,Zona Reural,18,1
Itarema,Zona Rural,0,1
Itarema,Zona Rural,1,6
Itarema,Zona Rural,2,1
Itarema,Zona Rural,3,3
Itarema,Zona Rural,4,1
Itarema,Zona Rural,6,1
Itarema,Zona Rural,9,1
Itarema,Zona Rural,10,1
Itarema,Zona Rural,11,2
Itarema,Zona Rural,12,2
Itarema,Zona Rural,13,3
Itarema,Zona Rural,14,4
Itarema,Zona Rural,15,5
Itarema,Zona Rural,16,9
Itarema,Zona Rural,17,7
Itarema,Zona Rural,18,1
Itarema,Zona Rural,19,3
Itarema,Zona Rural,20,1
Itarema,Zona Rural,21,1
Itarema,Zona Rural,22,2
Itarema,Zona Rural,23,1
Itarema,"Zona Rural, Almofala",15,1
Itarema,Zona Urbana,3,1
Itarema,Zona rural,17,1
Itarema,Zonal Rural,18,1
Itatira,Alegre,17,1
Itatira,Beira Rio,1,1
