cidade,bairro,hour,count
Caucaia,Mestre Antônio,22,2
Caucaia,Mestre Antônio,23,1
Caucaia,Metropole,0,2
Caucaia,Metropole,3,1
Caucaia,Metropole,11,1
Caucaia,Metropole,22,1
Caucaia,Metropole,23,1
Caucaia,Metropole Sul,1,1
Caucaia,Metropole Sul,18,1
Caucaia,Metropoles,13,1
Caucaia,Metropoles Sul,3,1
Caucaia,Metropóle,3,1
Caucaia,Metrópole,0,2
Caucaia,Metrópole,1,1
Caucaia,Metrópole,2,1
Caucaia,Metrópole,4,1
Caucaia,Metrópole,6,1
Caucaia,Metrópole,10,1
Caucaia,Metrópole,12,1
Caucaia,Metrópole,14,1
Caucaia,Metrópole,17,1
Caucaia,Metrópole,23,1
Caucaia,Metrópole Sul,0,1
Caucaia,Metrópole Sul,2,1
Caucaia,Metrópole Sul,11,1
Caucaia,Metrópole Sul,12,1
Caucaia,Metrópole Sul,15,2
Caucaia,Metrópoles,1,1
Caucaia,Minguau,13,1
Caucaia,Mirambé,0,1
Caucaia,Mirambé,12,1
Caucaia,Mirambé,21,1
Caucaia,Nova Cigana,5,1
Caucaia,Nova Metropole,3,1
Caucaia,Nova Metropole,15,1
Caucaia,Nova Metropole,23,1
Caucaia,Nova Metrópole,0,1
Caucaia,Nova Metrópole,1,2
Caucaia,Nova Metrópole,2,1
Caucaia,Nova Metrópole,4,2
Caucaia,Nova Metrópole,5,1
Caucaia,Nova Metrópole,8,1
Caucaia,Nova Metrópole,10,1
Caucaia,Nova Metrópole,11,2
Caucaia,Nova Metrópole,14,1
Caucaia,Nova Metrópole,16,3
Caucaia,Nova Metrópole,18,2
Caucaia,Nova Metrópole,19,2
Caucaia,Nova Metrópole,20,2
Caucaia,Nova Metrópole,21,3
Caucaia,Nova Metrópole,22,1
Caucaia,Nova Metrópole,23,2
Caucaia,Nova Metrópole Sul,4,1
Caucaia,Nova Metrópole Sul,21,1
Caucaia,Nova metrópole Sul,23,1
Caucaia,Novo Pabussu,3,1
Caucaia,Novo Paraiso,12,1
Caucaia,Novo Paraíso,0,1
Caucaia,Pabussu,17,1
Caucaia,Pabussu,20,1
Caucaia,Pacheco,16,1
Caucaia,Padre Julio Maria,1,1
Caucaia,Padre Julio Maria,3,2
Caucaia,Padre Julio Maria,5,1
Caucaia,Padre Julio Maria,11,1
Caucaia,Padre Julio Maria,12,1
Caucaia,Padre Julio Maria,13,1
Caucaia,Padre Julio Maria,14,1
Caucaia,Padre Julio Maria,22,1
Caucaia,Padre Julio Matia,5,1
Caucaia,Padre Júlio Maria,0,1
Caucaia,Padre Júlio Maria,3,1
Caucaia,Padre Júlio Maria,10,1
Caucaia,Padre Júlio Maria,11,1
Caucaia,Padre Júlio Maria,14,2
Caucaia,Padre Júlio Maria,15,1
Caucaia,Padre Júlio Maria,16,1
Caucaia,Padre Júlio Maria,18,1
Caucaia,Padre Júlio Maria,20,1
Caucaia,Padre Júlio Maria,21,3
Caucaia,Padre Júlio Maria,22,2
Caucaia,Padre Júlio Maria,23,1
Caucaia,Padre Romualdo,0,1
Caucaia,Padre Romualdo,21,1
Caucaia,Palmirim,11,1
Caucaia,Paqrue Boa Vista,19,1
Caucaia,Paqrue Guadalajara,20,1
Caucaia,Paque Albano,3,1
Caucaia,Parque Albano,0,8
Caucaia,Parque Albano,1,1
Caucaia,Parque Albano,2,1
Caucaia,Parque Albano,4,1
Caucaia,Parque Albano,12,2
Caucaia,Parque Albano,16,2
Caucaia,Parque Albano,17,2
Caucaia,Parque Albano,18,1
Caucaia,Parque Albano,19,2
Caucaia,Parque Albano,20,2
Caucaia,Parque Albano,21,4
Caucaia,Parque Albano,23,5
Caucaia,Parque Boa Vista,0,1
Caucaia,Parque Boa Vista,4,1
Caucaia,Parque Boa Vista,12,1
Caucaia,Parque Boa Vista,13,1
Caucaia,Parque Boa Vista,14,1
Caucaia,Parque Boa Vista,18,1
Caucaia,Parque Boa Vista,20,2
Caucaia,Parque Boa Vista,21,2
Caucaia,Parque Boa Vista,23,1
Caucaia,Parque Das Nações,22,1
Caucaia,Parque Gerardo,20,1
Caucaia,Parque Guadalajara,0,2
Caucaia,Parque Guadalajara,1,1
Caucaia,Parque Guadalajara,2,2
Caucaia,Parque Guadalajara,3,1
Caucaia,Parque Guadalajara,6,1
Caucaia,Parque Guadalajara,8,1
Caucaia,Parque Guadalajara,11,1
Caucaia,Parque Guadalajara,12,1
Caucaia,Parque Guadalajara,13,2
Caucaia,Parque Guadalajara,14,2
Caucaia,Parque Guadalajara,15,2
Caucaia,Parque Guadalajara,17,2
Caucaia,Parque Guadalajara,20,3
Caucaia,Parque Guadalajara,21,5
Caucaia,Parque Guadalajara,22,3
Caucaia,Parque Guadalajara,23,3
Caucaia,Parque Guadalaraja,15,1
Caucaia,Parque Guagalajara,21,1
Caucaia,Parque Ipiranga,0,1
Caucaia,Parque Ipiranga,3,1
Caucaia,Parque Ipiranga,15,1
Caucaia,Parque Ipiranga,21,1
Caucaia,Parque Ipiranga,22,1
Caucaia,Parque Leblon,0,1
Caucaia,Parque Leblon,1,4
Caucaia,Parque Leblon,2,1
Caucaia,Parque Leblon,3,1
Caucaia,Parque Leblon,9,3
Caucaia,Parque Leblon,11,1
Caucaia,Parque Leblon,12,3
Caucaia,Parque Leblon,13,2
Caucaia,Parque Leblon,14,1
Caucaia,Parque Leblon,15,2
Caucaia,Parque Leblon,16,1
Caucaia,Parque Leblon,17,2
Caucaia,Parque Leblon,18,2
Caucaia,Parque Leblon,19,2
Caucaia,Parque Leblon,20,3
Caucaia,Parque Leblon,21,5
Caucaia,Parque Leblon,22,2
Caucaia,Parque Leblon,23,5
Caucaia,Parque Lebron,12,1
Caucaia,Parque Lebron,21,1
Caucaia,Parque Potira,1,1
Caucaia,Parque Potira,2,3
Caucaia,Parque Potira,3,1
Caucaia,Parque Potira,10,1
Caucaia,Parque Potira,13,1
Caucaia,Parque Potira,17,1
Caucaia,Parque Potira,20,1
Caucaia,Parque Potira,22,3
Caucaia,Parque Potira 02,22,1
Caucaia,Parque Potira 1,17,1
Caucaia,Parque Potira I,9,1
Caucaia,Parque Pótira,13,1
Caucaia,Parque Soledade,0,3
Caucaia,Parque Soledade,1,1
Caucaia,Parque Soledade,2,1
Caucaia,Parque Soledade,4,1
Caucaia,Parque Soledade,10,1
Caucaia,Parque Soledade,12,1
Caucaia,Parque Soledade,13,1
Caucaia,Parque Soledade,15,1
Caucaia,Parque Soledade,16,2
Caucaia,Parque Soledade,20,3
Caucaia,Parque Soledade,22,1
Caucaia,Parque Soledade,23,4
Caucaia,Parque Solenidade,18,1
Caucaia,Parque São Gerardo,11,1
Caucaia,Parque São Gerardo,12,1
Caucaia,Parque São Gerardo,13,1
Caucaia,Parque São Gerardo,17,1
Caucaia,Parque São Gerardo,18,1
Caucaia,Parque São Gerardo,19,1
Caucaia,Parque São Gerardo,21,1
Caucaia,Parque São Gerardo,23,1
Caucaia,Parque Tabapua,21,1
Caucaia,Parque Ypiranga,13,1
Caucaia,Parque Ypiranga,20,1
Caucaia,Parque albano,23,1
Caucaia,Parque das Nações,1,1
Caucaia,Parque das Nações,5,1
Caucaia,Parque das Nações,11,1
Caucaia,Parque das Nações,14,1
Caucaia,Parque das Nações,15,1
Caucaia,Parque das Nações,17,1
Caucaia,Parque das Nações,19,4
Caucaia,Parque das Nações,20,1
Caucaia,Parque das Nações,22,1
Caucaia,Parque das Nações,23,1
Caucaia,Patricia Gomes,1,1
Caucaia,Patricia Gomes,23,1
Caucaia,Patrícia Gomes,15,1
Caucaia,Patrícia Gomes,22,1
Caucaia,Paumirin,16,1
Caucaia,Pe. Júlio Maria,3,1
Caucaia,Picui,0,1
Caucaia,Picui,1,2
Caucaia,Picui,11,1
Caucaia,Picui,12,1
Caucaia,Picui,14,1
Caucaia,Picui,23,1
Caucaia,Picuí,0,1
Caucaia,Picuí,2,2
Caucaia,Picuí,4,2
Caucaia,Picuí,5,4
Caucaia,Picuí,6,1
Caucaia,Picuí,10,4
Caucaia,Picuí,11,1
Caucaia,Picuí,12,2
Caucaia,Picuí,13,1
Caucaia,Picuí,14,1
Caucaia,Picuí,15,3
Caucaia,Picuí,17,2
Caucaia,Picuí,18,1
Caucaia,Picuí,20,2
Caucaia,Picuí,21,3
Caucaia,Picuí,22,1
Caucaia,Picuí,23,1
Caucaia,Pirapora,19,1
Caucaia,Pitombeira,18,1
Caucaia,Planalto Caucaia,0,3
Caucaia,Planalto Caucaia,1,2
Caucaia,Planalto Caucaia,2,1
Caucaia,Planalto Caucaia,4,1
Caucaia,Planalto Caucaia,5,1
Caucaia,Planalto Caucaia,13,1
Caucaia,Planalto Caucaia,14,1
Caucaia,Planalto Caucaia,15,2
Caucaia,Planalto Caucaia,16,1
Caucaia,Planalto Caucaia,17,1
Caucaia,Planalto Caucaia,18,1
Caucaia,Planalto Caucaia,20,1
Caucaia,Planalto Caucaia,21,2
Caucaia,Planalto Caucaia,23,2
Caucaia,Planalto Caucaia-CE,12,1
Caucaia,Planalto Cauípe,5,1
Caucaia,Potira,0,3
Caucaia,Potira,1,7
Caucaia,Potira,2,5
Caucaia,Potira,3,1
Caucaia,Potira,4,1
Caucaia,Potira,5,1
Caucaia,Potira,9,1
Caucaia,Potira,10,1
Caucaia,Potira,11,2
Caucaia,Potira,12,2
Caucaia,Potira,13,5
Caucaia,Potira,14,7
Caucaia,Potira,15,1
Caucaia,Potira,16,1
Caucaia,Potira,17,4
Caucaia,Potira,18,2
Caucaia,Potira,19,3
Caucaia,Potira,20,4
Caucaia,Potira,21,9
Caucaia,Potira,22,2
Caucaia,Potira,23,4
Caucaia,Potira 03,14,1
Caucaia,Potira 1,20,1
Caucaia,Potira 3,16,1
Caucaia,Potira I,14,1
Caucaia,Potira II,3,1
Caucaia,Potira II,11,1
Caucaia,Potira II,19,1
Caucaia,Potira II,22,1
Caucaia,Potira III,14,1
Caucaia,Pq Das Nações,11,1
Caucaia,Pq Itapua,22,1
Caucaia,Pq. Guadalajara,9,1
Caucaia,Pq. Leblon,20,1
Caucaia,Presidente Kennedy,17,1
Caucaia,Primavera,3,1
Caucaia,Primavera,16,1
Caucaia,São Domingos,11,1
Caucaia,São Domingos,13,1
Caucaia,São Domingos,19,1
Caucaia,São Domingos,22,1
Caucaia,São Gerardo,0,2
Caucaia,São Gerardo,3,1
Caucaia,São Gerardo,10,1
Caucaia,São Gerardo,14,2
Caucaia,São Gerardo,16,1
Caucaia,São Gerardo,19,1
Caucaia,São Gerardo,20,1
Caucaia,São Gerardo,22,1
Caucaia,São Gerardo,23,3
Caucaia,São Miguel,0,2
Caucaia,São Miguel,1,2
Caucaia,São Miguel,2,1
Caucaia,São Miguel,3,1
Caucaia,São Miguel,4,2
Caucaia,São Miguel,6,1
Caucaia,São Miguel,9,1
Caucaia,São Miguel,10,1
Caucaia,São Miguel,11,2
Caucaia,São Miguel,12,4
Caucaia,São Miguel,13,6
Caucaia,São Miguel,14,3
Caucaia,São Miguel,15,1
Caucaia,São Miguel,16,1
Caucaia,São Miguel,18,1
Caucaia,São Miguel,20,3
Caucaia,São Miguel,21,6
Caucaia,São Miguel,22,5
Caucaia,São Miguel,23,3
Caucaia,São Miguel 1,14,1
Caucaia,Sítio Novos,2,1
Caucaia,Sítio Novos,17,1
Caucaia,Sítios Novos,2,1
Caucaia,Sítios Novos,3,1
Caucaia,Sítios Novos,10,1
Caucaia,Sítios Novos,12,1
Caucaia,Sítios Novos,13,1
Caucaia,Sítios Novos,15,1
Caucaia,Sítios Novos,17,1
Caucaia,Tabapua,0,1
Caucaia,Tabapua,1,1
Caucaia,Tabapua,3,1
Caucaia,Tabapua,9,1
Caucaia,Tabapua,10,1
Caucaia,Tabapua,14,1
Caucaia,Tabapua,16,1
Caucaia,Tabapua,21,1
Caucaia,Tabapuazinho,0,4
Caucaia,Tabapuazinho,1,3
Caucaia,Tabapuazinho,2,1
Caucaia,Tabapuazinho,4,1
Caucaia,Tabapuazinho,6,2
Caucaia,Tabapuazinho,7,1
Caucaia,Tabapuazinho,8,1
Caucaia,Tabapuazinho,10,1
Caucaia,Tabapuazinho,11,1
Caucaia,Tabapuazinho,12,2
Caucaia,Tabapuazinho,13,3
Caucaia,Tabapuazinho,14,2
Caucaia,Tabapuazinho,15,1
Caucaia,Tabapuazinho,16,2
Caucaia,Tabapuazinho,17,3
Caucaia,Tabapuazinho,18,1
Caucaia,Tabapuazinho,21,5
Caucaia,Tabapuazinho,22,2
Caucaia,Tabapuazinho,23,5
Caucaia,Tabapuzinho,22,1
Caucaia,Tabapuá,0,5
Caucaia,Tabapuá,1,1
Caucaia,Tabapuá,2,1
Caucaia,Tabapuá,8,2
Caucaia,Tabapuá,10,1
Caucaia,Tabapuá,11,3
Caucaia,Tabapuá,13,1
Caucaia,Tabapuá,14,1
Caucaia,Tabapuá,15,1
Caucaia,Tabapuá,16,4
Caucaia,Tabapuá,17,1
Caucaia,Tabapuá,18,1
Caucaia,Tabapuá,20,2
Caucaia,Tabapuá,22,2
Caucaia,Tabapuá,23,2
Caucaia,Tabapuã,18,1
Caucaia,Tabuba,20,2
Caucaia,Tabuba,21,4
Caucaia,Tanajura,19,1
Caucaia,Taquara,13,2
Caucaia,Taquara,14,1
Caucaia,Taquara,17,1
Caucaia,Timbó,2,1
Caucaia,Toco,0,2
Caucaia,Toco,1,1
Caucaia,Toco,2,1
Caucaia,Toco,3,1
Caucaia,Toco,4,1
Caucaia,Toco,14,1
Caucaia,Toco,17,1
Caucaia,Toco,21,2
Caucaia,Toco,22,3
Caucaia,Toco,23,1
Caucaia,Urucutuba,11,1
Caucaia,Urucutuba,15,1
Caucaia,Urucutuba,21,1
Caucaia,Varzea do Meio,23,1
Caucaia,Vila Cazé,21,1
Caucaia,Vila Nova,12,1
Caucaia,Vila Nova,14,1
Caucaia,Vila Nova,15,2
Caucaia,Vila Nova,16,2
Caucaia,Vila Nova,17,1
Caucaia,Vila Nova,19,1
Caucaia,Vila Nova,21,1
Caucaia,Vila Nova,22,1
Caucaia,Vila Nova,23,2
Caucaia,Ypiranga,1,1
Caucaia,Zona Rural,13,3
Caucaia,Zona Rural,17,1
Caucaia,Zona Rural,20,1
Caucaia,Zona Rural,21,1
Caucaia,Zona Urbana,6,1
Cedro,Alto da Floresta,2,1
Cedro,Alto do Padeiro,16,1
Cedro,Açude Velho,17,1
Cedro,Centro,2,1
Cedro,Centro,9,1
Cedro,Centro,12,1
Cedro,Centro,14,1
Cedro,Centro,17,1
Cedro,Jardim Afonso Celso,0,1
Cedro,Prado,2,1
Cedro,Prado,18,1
Cedro,Sítio Marreca,12,1
Cedro,Vila Operaria,3,1
Cedro,Zona Rural,0,3
Cedro,Zona Rural,3,1
Cedro,Zona Rural,12,2
Cedro,Zona Rural,21,1
Chaval,Centro,23,1
Chaval,Porto da Missa,14,1
Chaval,Salgadinho,4,1
Chaval,Zona Rural,1,1
Chaval,Zona Rural,15,1
Chorozinho,-,12,1
Chorozinho,-,23,1
Chorozinho,Acarape,21,1
Chorozinho,Assentamento Menino Jesus,20,2
Chorozinho,Assentamento Menino Jesus,23,1
Chorozinho,Assentamento Uruana,15,1
Chorozinho,Açude do Salgado,4,1
Chorozinho,Barreira,11,1
Chorozinho,Barreira,22,1
Chorozinho,Barreiras,17,1
Chorozinho,Barreiras,22,1
Chorozinho,CIPA,21,1
Chorozinho,Cedro,1,1
Chorozinho,Centro,0,1
Chorozinho,Centro,1,1
Chorozinho,Centro,2,1
Chorozinho,Centro,3,1
Chorozinho,Centro,4,3
Chorozinho,Centro,14,2
Chorozinho,Centro,16,2
Chorozinho,Centro,21,2
Chorozinho,Centro,22,1
Chorozinho,Centro,23,2
Chorozinho,Chorozinho,1,1
Chorozinho,Cidade Nova,2,1
Chorozinho,Cidade Nova,17,1
Chorozinho,Cidade Nova,22,1
Chorozinho,Cidade Nova,23,1
Chorozinho,Cipa,12,1
Chorozinho,Cipa,22,1
Chorozinho,Conjunto Brasil,15,2
Chorozinho,Conjunto Irmã Alzira,10,1
Chorozinho,Conjunto Irmã Alzira,20,1
Chorozinho,Fazenda Uruanan,21,1
Chorozinho,Fazenda Uruanã,3,1
Chorozinho,Irmã Auzira,1,1
Chorozinho,Irmã Auzira,4,1
Chorozinho,Irmã Auzira,16,1
Chorozinho,Leiroes,14,1
Chorozinho,Leirões,1,2
Chorozinho,Leirões,10,1
Chorozinho,Leirões,11,1
Chorozinho,Leirões,12,2
Chorozinho,Leirões,15,1
Chorozinho,Loteamento Irmã Alzira,4,1
Chorozinho,Parque São José,4,1
Chorozinho,Patos dos Liberados,13,1
Chorozinho,Patos dos Liberados,22,3
Chorozinho,Patos dos Liberatos,0,1
Chorozinho,Patos dos Liberatos,14,1
Chorozinho,Residencial Irmã Alzira,1,1
Chorozinho,Sítio Retiro,2,1
Chorozinho,Timbaúba dos Marinheiros,12,1
Chorozinho,Triângulo,11,1
Chorozinho,Triângulo,13,1
Chorozinho,Zona Rural,0,1
Chorozinho,Zona Rural,4,1
Chorozinho,Zona Rural,10,1
Chorozinho,Zona Rural,11,2
Chorozinho,Zona Rural,12,2
Chorozinho,Zona Rural,13,4
Chorozinho,Zona Rural,15,2
Chorozinho,Zona Rural,16,1
Chorozinho,Zona Rural,19,1
Chorozinho,Zona Rural,20,1
Chorozinho,Zona Rural,21,1
Choró,Fazenda Santa Clara,20,1
Choró,Zona Rural,7,1
Choró,Zona Rural,23,1
Coreau,Zona Rural,15,1
Coreaú,Araquém,16,1
Coreaú,Centro,11,1
Coreaú,Ubauna,0,1
Coreaú,Zona Rural,9,1
Crateus,Frei Damião,23,1
Crateus,Quirino,0,1
Crateus,São Vicente,0,1
Crateus,Venâncios,23,1
Crateus,Zona Rural,21,1
Crateús,-,11,1
Crateús,2000,0,1
Crateús,2000,1,1
Crateús,2000,22,1
Crateús,Alta Mira,6,1
Crateús,Alta Mira,15,1
Crateús,Altamira,11,1
Crateús,Altamira,12,1
Crateús,Altamira,13,1
Crateús,Altamira,20,2
Crateús,Altamira,21,1
Crateús,Altamira,22,1
Crateús,Altamira,23,1
Crateús,Barreiros,11,1
Crateús,Cajas,0,1
Crateús,Cajas,16,1
Crateús,Cajás,1,1
Crateús,Cajás,3,1
Crateús,Cajás,13,1
Crateús,Cajás,14,1
Crateús,Cajás,15,1
Crateús,Cajás,19,1
Crateús,Cajás,20,1
Crateús,Cajás,21,1
Crateús,Cajás,23,1
Crateús,Campo Velho,0,1
Crateús,Campo Velho,1,1
Crateús,Campo Velho,3,1
Crateús,Campo Velho,16,1
Crateús,Campo Velho,19,1
Crateús,Campo Velho,20,2
Crateús,Campo Velho,22,1
Crateús,Campos dos Vencedores,10,1
Crateús,Centro,0,2
Crateús,Centro,1,1
Crateús,Centro,2,4
Crateús,Centro,3,3
Crateús,Centro,5,1
Crateús,Centro,6,1
Crateús,Centro,9,1
Crateús,Centro,11,2
Crateús,Centro,12,4
Crateús,Centro,13,5
Crateús,Centro,14,5
Crateús,Centro,15,6
Crateús,Centro,16,3
Crateús,Centro,17,2
Crateús,Centro,18,3
Crateús,Centro,19,1
Crateús,Centro,20,6
Crateús,Centro,21,4
Crateús,Centro,22,10
Crateús,Centro,23,3
Crateús,Cidade 2000,0,2
Crateús,Cidade 2000,1,1
Crateús,Cidade 2000,3,1
Crateús,Cidade 2000,10,1
Crateús,Cidade 2000,13,1
Crateús,Cidade 2000,14,1
Crateús,Cidade 2000,15,2
Crateús,Cidade 2000,17,1
Crateús,Cidade 2000,18,1
Crateús,Cidade 2000,20,1
Crateús,Cidade 2000,21,1
Crateús,Cidade 2000,22,2
Crateús,Cidade 2000,23,1
Crateús,Cidade Nova,0,3
Crateús,Cidade Nova,2,1
Crateús,Cidade Nova,4,1
Crateús,Cidade Nova,12,1
Crateús,Cidade Nova,14,1
Crateús,Cidade Nova,17,2
Crateús,Cidade Nova,18,1
Crateús,Cidade Nova,21,1
Crateús,Cidade Nova,23,2
Crateús,Conj. Frei Damião,1,1
Crateús,Conjunto Dom Fragoso,14,1
Crateús,Conjunto Dom Fragoso,18,1
Crateús,Conjunto Dom Fragoso,20,1
Crateús,Conjunto Dom Fragoso II,16,1
Crateús,Conjunto Frei Damião,3,1
Crateús,Conjunto Frei Damião,14,1
Crateús,Conjunto Vila Nova,14,1
Crateús,Crateús,21,1
Crateús,Crateús,22,1
Crateús,Distrito de Irapua,18,1
Crateús,Distrito de Jardim,18,1
Crateús,Distrito de Realejo,13,1
Crateús,Dom Fragoso,2,1
Crateús,Dom Fragoso,10,1
Crateús,Dom Fragoso,13,1
Crateús,Dom Fragoso,15,1
Crateús,Dom Fragoso,16,1
Crateús,Dom Fragoso,20,1
Crateús,Dom Fragoso,22,1
Crateús,Dom Fragoso II,21,1
Crateús,Fatima,20,1
Crateús,Fatima I,15,1
Crateús,Fatima I,17,1
Crateús,Fatima I,20,2
Crateús,Fatima II,22,1
Crateús,Frei Damião,2,1
Crateús,Frei Damião,11,1
Crateús,Frei Damião,13,1
Crateús,Frei Damião,15,1
Crateús,Frei Damião,17,1
Crateús,Frei Damião,19,1
Crateús,Frei Damião,23,2
Crateús,Fátima,13,1
Crateús,Fátima,14,1
Crateús,Fátima,22,1
Crateús,Fátima 1,1,1
Crateús,Fátima 1,13,1
Crateús,Fátima 1,15,1
Crateús,Fátima 1,16,1
Crateús,Fátima 2,22,1
Crateús,Fátima I,0,4
Crateús,Fátima I,1,2
Crateús,Fátima I,2,1
Crateús,Fátima I,4,2
Crateús,Fátima I,5,1
Crateús,Fátima I,6,1
Crateús,Fátima I,12,1
Crateús,Fátima I,15,1
Crateús,Fátima I,16,2
Crateús,Fátima I,17,5
Crateús,Fátima I,19,4
Crateús,Fátima I,20,8
Crateús,Fátima I,21,3
Crateús,Fátima I,22,2
Crateús,Fátima II,1,1
Crateús,Fátima II,2,1
Crateús,Fátima II,6,1
Crateús,Fátima II,12,1
Crateús,Fátima II,13,2
Crateús,Fátima II,14,1
Crateús,Fátima II,15,1
Crateús,Fátima II,16,1
Crateús,Fátima II,17,1
Crateús,Fátima II,18,1
Crateús,Fátima II,19,1
Crateús,Fátima II,20,2
Crateús,Fátima II,21,1
Crateús,Fátima II,23,1
Crateús,IPASE,6,1
Crateús,IPASE,12,1
Crateús,Ilha,15,1
Crateús,Ipase,0,1
Crateús,Ipase,1,1
Crateús,Ipase,11,1
Crateús,Ipase,20,2
Crateús,Ipase,23,1
Crateús,José Rosa,22,1
Crateús,Maratoan,2,1
Crateús,Maratoan,5,1
Crateús,Maratoan,13,2
Crateús,Maratoan,15,1
Crateús,Maratoan,16,2
Crateús,Maratoan,22,1
Crateús,Maratoan,23,1
Crateús,Morada Dos Ventos I,10,1
Crateús,Morada Dos Ventos II,15,1
Crateús,Morada dos Ventos II,22,1
Crateús,Nova Terra,12,1
Crateús,Nova Terra,21,1
Crateús,Pastos Bons,19,1
Crateús,Pastos Bons,20,1
Crateús,Patriarcas,0,2
Crateús,Patriarcas,20,1
Crateús,Plabauto,2,1
Crateús,Planaltina,14,1
Crateús,Planalto,2,1
Crateús,Planalto,15,1
Crateús,Planalto,17,1
Crateús,Planalto,19,1
Crateús,Planalto,21,1
Crateús,Planalto,22,2
Crateús,Planalto,23,2
Crateús,Plaunaltina,12,1
Crateús,Ponte Preta,0,1
Crateús,Ponte Preta,4,1
Crateús,Ponte Preta,11,2
Crateús,Ponte Preta,14,1
Crateús,Ponte Preta,16,1
Crateús,Ponte Preta,20,1
Crateús,Ponte Preta,22,1
Crateús,Relejo,23,1
Crateús,Santa Luzia,14,1
Crateús,Santa Luzia,15,1
Crateús,Santa Luzia,17,1
Crateús,Santa Luzia,21,1
Crateús,Santa luzia,17,1
Crateús,Sobradinho,20,1
Crateús,São José,0,1
Crateús,São José,2,1
Crateús,São José,4,2
Crateús,São José,15,1
Crateús,São José,19,2
Crateús,São Vicente,2,1
Crateús,São Vicente,3,1
Crateús,São Vicente,4,1
Crateús,São Vicente,13,1
Crateús,São Vicente,15,1
Crateús,São Vicente,16,1
Crateús,São Vicente,17,5
Crateús,São Vicente,18,2
Crateús,São Vicente,20,2
Crateús,Trevo,19,1
Crateús,Venancios,1,2
Crateús,Venancios,2,1
Crateús,Venancios,21,1
Crateús,Venancios,23,1
Crateús,Venâncio,0,1
Crateús,Venâncio,2,1
Crateús,Venâncio,3,1
Crateús,Venâncio,12,1
Crateús,Venâncio,15,1
Crateús,Venâncio,22,2
Crateús,Venâncio,23,1
Crateús,Venâncios,0,1
Crateús,Venâncios,2,1
Crateús,Venâncios,4,1
Crateús,Venâncios,10,2
Crateús,Venâncios,15,1
Crateús,Venâncios,16,1
Crateús,Venâncios,17,1
Crateús,Venâncios,18,2
Crateús,Venâncios,19,1
Crateús,Venâncios,21,1
Crateús,Venâncios,22,2
Crateús,Vila Alta,23,1
Crateús,Vila José Rosa,13,1
Crateús,Vila José Rosa,15,1
Crateús,Zona Rural,0,6
Crateús,Zona Rural,1,3
Crateús,Zona Rural,2,1
Crateús,Zona Rural,3,1
Crateús,Zona Rural,5,1
Crateús,Zona Rural,11,2
Crateús,Zona Rural,12,2
Crateús,Zona Rural,13,1
Crateús,Zona Rural,14,2
Crateús,Zona Rural,16,2
Crateús,Zona Rural,17,3
Crateús,Zona Rural,18,5
Crateús,Zona Rural,19,3
Crateús,Zona Rural,20,4
Crateús,Zona Rural,21,3
Crateús,Zona Rural,22,5
Crateús,Zona Rural,23,2
Crateús,Zona Rural de Santo Antônio dos Azevedo,21,1
Crateús,"Zona Rural, S/N",13,1
Crateús,Zona Urbana,15,1
Crateús,Zona Urbana,17,1
Crateús,venâncio,23,1
Crato,Alto Da Penha,19,1
Crato,Alto Da Penha,21,1
Crato,Alto da Penha,10,1
Crato,Alto da Penha,12,1
Crato,Alto da Penha,17,2
Crato,Alto da Penha,18,1
Crato,Alto da Penha,22,1
Crato,Aossian Araripe,12,1
Crato,Auto da Penha,21,1
Crato,Bairro Branco,13,1
Crato,Barro Branco,2,1
Crato,Barro Branco,4,2
Crato,Barro Branco,9,1
Crato,Barro Branco,11,1
Crato,Barro Branco,12,2
Crato,Barro Branco,14,1
Crato,Barro Branco,15,4
Crato,Barro Branco,16,4
Crato,Barro Branco,17,1
Crato,Barro Branco,18,1
Crato,Barro Branco,19,1
Crato,Barro Branco,21,1
Crato,Barro Branco,22,1
Crato,Barro Branco,23,2
Crato,Batateira,1,1
Crato,Batateiras,21,1
Crato,Bela Vista,0,1
Crato,Bela Vista,3,1
Crato,Cacimbas,22,1
Crato,Centro,0,3
Crato,Centro,1,2
Crato,Centro,2,1
Crato,Centro,11,2
Crato,Centro,13,1
Crato,Centro,14,2
Crato,Centro,15,3
Crato,Centro,16,2
Crato,Centro,17,2
Crato,Centro,18,5
Crato,Centro,19,1
Crato,Centro,20,1
Crato,Centro,21,1
Crato,Centro,22,4
Crato,Centro,23,2
Crato,Conjunto Belas Artes,12,1
Crato,Conjunto Dos Artesãos,3,1
Crato,Conjunto Filomeno Lima Verde,18,1
Crato,Conjunto Habitacional Madre Feitosa,15,1
Crato,Conjunto Madre Feitosa,15,1
Crato,Conjunto Madre Feitosa,22,1
Crato,Conjunto Novo Crato,11,1
Crato,Conjunto Novo Crato,18,1
Crato,Conjunto São Bento I,23,1
Crato,Conjunto Vitória Nossa,22,1
Crato,Crato,1,1
Crato,Dom Quintino,2,1
Crato,Gesso,1,1
Crato,Gesso,11,1
Crato,Gesso,18,1
Crato,Gesso,23,1
Crato,Gisela Pinheiro,19,1
Crato,Gisele Pinheiro,21,1
Crato,Giselia Pinheiro,16,1
Crato,Giselia Pinheiro,19,1
Crato,Giselia Pinheiro (Batateiras),4,1
Crato,Giselia Pinheiro (Batateiras),16,1
Crato,Giséle Pinheiro,19,1
