cidade,bairro,year,month,month_name,count
Fortaleza,CIDADE DOS FUNCIONÁRIOS,2022,5,Maio,3
Fortaleza,CIDADE DOS FUNCIONÁRIOS,2022,8,Agosto,1
Fortaleza,CIDADE DOS FUNCIONÁRIOS,2023,1,Janeiro,1
Fortaleza,CIDADE DOS FUNCIONÁRIOS,2023,2,Fevereiro,2
Fortaleza,CIDADE DOS FUNCIONÁRIOS,2023,3,Março,1
Fortaleza,CIDADE DOS FUNCIONÁRIOS,2023,4,Abril,1
Fortaleza,CIDADE DOS FUNCIONÁRIOS,2023,5,Maio,1
Fortaleza,CIDADE DOS FUNCIONÁRIOS,2023,8,Agosto,2
Fortaleza,CIDADE DOS FUNCIONÁRIOS,2024,2,Fevereiro,1
Fortaleza,CIDADE DOS FUNCIONÁRIOS,2024,6,Junho,2
Fortaleza,CIDADE DOS FUNCIONÁRIOS,2024,8,Agosto,1
Fortaleza,CIDADE DOS FUNCIONÁRIOS,2024,9,Setembro,1
Fortaleza,CIDADE DOS FUNCIONÁRIOS,2024,12,Dezembro,1
Fortaleza,CIDADE DOS FUNCIONÁRIOS,2025,1,Janeiro,1
Fortaleza,CIDADE DOS FUNCIONÁRIOS,2025,3,Março,4
Fortaleza,CIDADE DOS FUNCIONÁRIOS,2025,4,Abril,1
Fortaleza,COAÇU,2022,5,Maio,1
Fortaleza,COAÇU,2022,6,Junho,1
Fortaleza,COAÇU,2022,10,Outubro,1
Fortaleza,COAÇU,2022,11,Novembro,1
Fortaleza,COAÇU,2022,12,Dezembro,1
Fortaleza,COAÇU,2023,4,Abril,2
Fortaleza,COAÇU,2023,8,Agosto,1
Fortaleza,COAÇU,2024,6,Junho,1
Fortaleza,COAÇU,2024,11,Novembro,1
Fortaleza,COAÇU,2025,1,Janeiro,1
Fortaleza,COAÇU,2025,5,Maio,1
Fortaleza,COAÇU,2025,11,Novembro,1
Fortaleza,COCÓ,2024,4,Abril,1
Fortaleza,COCÓ,2025,7,Julho,1
Fortaleza,COCÓ,2025,8,Agosto,1
Fortaleza,COCÓ,2025,9,Setembro,1
Fortaleza,COCÓ,2025,11,Novembro,1
Fortaleza,CONJUNTO CEARÁ I,2022,6,Junho,1
Fortaleza,CONJUNTO CEARÁ I,2022,11,Novembro,2
Fortaleza,CONJUNTO CEARÁ I,2023,8,Agosto,1
Fortaleza,CONJUNTO CEARÁ I,2023,9,Setembro,1
Fortaleza,CONJUNTO CEARÁ I,2023,11,Novembro,1
Fortaleza,CONJUNTO CEARÁ I,2024,5,Maio,1
Fortaleza,CONJUNTO CEARÁ I,2024,6,Junho,1
Fortaleza,CONJUNTO CEARÁ I,2024,10,Outubro,1
Fortaleza,CONJUNTO CEARÁ I,2025,3,Março,1
Fortaleza,CONJUNTO CEARÁ I,2025,12,Dezembro,1
Fortaleza,CONJUNTO CEARÁ II,2022,2,Fevereiro,1
Fortaleza,CONJUNTO CEARÁ II,2023,3,Março,2
Fortaleza,CONJUNTO CEARÁ II,2023,5,Maio,2
Fortaleza,CONJUNTO CEARÁ II,2023,10,Outubro,1
Fortaleza,CONJUNTO CEARÁ II,2023,12,Dezembro,1
Fortaleza,CONJUNTO CEARÁ II,2024,3,Março,1
Fortaleza,CONJUNTO CEARÁ II,2024,7,Julho,1
Fortaleza,CONJUNTO CEARÁ II,2024,11,Novembro,1
Fortaleza,CONJUNTO CEARÁ II,2025,2,Fevereiro,1
Fortaleza,CONJUNTO CEARÁ II,2025,3,Março,1
Fortaleza,CONJUNTO CEARÁ II,2025,5,Maio,1
Fortaleza,CONJUNTO ESPERANÇA,2022,6,Junho,1
Fortaleza,CONJUNTO ESPERANÇA,2023,3,Março,1
Fortaleza,CONJUNTO ESPERANÇA,2023,4,Abril,1
Fortaleza,CONJUNTO ESPERANÇA,2023,5,Maio,2
Fortaleza,CONJUNTO ESPERANÇA,2023,10,Outubro,1
Fortaleza,CONJUNTO ESPERANÇA,2024,6,Junho,1
Fortaleza,CONJUNTO ESPERANÇA,2024,10,Outubro,1
Fortaleza,CONJUNTO ESPERANÇA,2025,8,Agosto,1
Fortaleza,CONJUNTO ESPERANÇA,2025,10,Outubro,1
Fortaleza,CONJUNTO ESPERANÇA,2025,11,Novembro,1
Fortaleza,CONJUNTO ESPERANÇA,2025,12,Dezembro,2
Fortaleza,CONJUNTO PALMEIRAS,2022,1,Janeiro,1
Fortaleza,CONJUNTO PALMEIRAS,2022,2,Fevereiro,2
Fortaleza,CONJUNTO PALMEIRAS,2022,3,Março,1
Fortaleza,CONJUNTO PALMEIRAS,2022,5,Maio,1
Fortaleza,CONJUNTO PALMEIRAS,2022,7,Julho,2
Fortaleza,CONJUNTO PALMEIRAS,2022,10,Outubro,1
Fortaleza,CONJUNTO PALMEIRAS,2022,12,Dezembro,2
Fortaleza,CONJUNTO PALMEIRAS,2023,3,Março,1
Fortaleza,CONJUNTO PALMEIRAS,2023,7,Julho,3
Fortaleza,CONJUNTO PALMEIRAS,2023,8,Agosto,2
Fortaleza,CONJUNTO PALMEIRAS,2023,9,Setembro,2
Fortaleza,CONJUNTO PALMEIRAS,2023,10,Outubro,2
Fortaleza,CONJUNTO PALMEIRAS,2023,12,Dezembro,2
Fortaleza,CONJUNTO PALMEIRAS,2024,1,Janeiro,1
Fortaleza,CONJUNTO PALMEIRAS,2024,2,Fevereiro,2
Fortaleza,CONJUNTO PALMEIRAS,2024,3,Março,4
Fortaleza,CONJUNTO PALMEIRAS,2024,4,Abril,2
Fortaleza,CONJUNTO PALMEIRAS,2024,5,Maio,1
Fortaleza,CONJUNTO PALMEIRAS,2024,6,Junho,1
Fortaleza,CONJUNTO PALMEIRAS,2024,7,Julho,1
Fortaleza,CONJUNTO PALMEIRAS,2024,9,Setembro,1
Fortaleza,CONJUNTO PALMEIRAS,2024,10,Outubro,4
Fortaleza,CONJUNTO PALMEIRAS,2024,11,Novembro,1
Fortaleza,CONJUNTO PALMEIRAS,2024,12,Dezembro,1
Fortaleza,CONJUNTO PALMEIRAS,2025,1,Janeiro,2
Fortaleza,CONJUNTO PALMEIRAS,2025,2,Fevereiro,2
Fortaleza,CONJUNTO PALMEIRAS,2025,3,Março,3
Fortaleza,CONJUNTO PALMEIRAS,2025,6,Junho,1
Fortaleza,CONJUNTO PALMEIRAS,2025,8,Agosto,1
Fortaleza,CONJUNTO PALMEIRAS,2025,9,Setembro,1
Fortaleza,CONJUNTO PALMEIRAS,2025,10,Outubro,2
Fortaleza,CONJUNTO PALMEIRAS,2025,11,Novembro,1
Fortaleza,COUTO FERNANDES,2023,4,Abril,3
Fortaleza,COUTO FERNANDES,2023,6,Junho,1
Fortaleza,COUTO FERNANDES,2025,4,Abril,1
Fortaleza,COUTO FERNANDES,2025,8,Agosto,1
Fortaleza,CRISTO REDENTOR,2022,1,Janeiro,2
Fortaleza,CRISTO REDENTOR,2022,2,Fevereiro,2
Fortaleza,CRISTO REDENTOR,2022,3,Março,2
Fortaleza,CRISTO REDENTOR,2022,5,Maio,3
Fortaleza,CRISTO REDENTOR,2022,6,Junho,1
Fortaleza,CRISTO REDENTOR,2022,8,Agosto,1
Fortaleza,CRISTO REDENTOR,2022,9,Setembro,1
Fortaleza,CRISTO REDENTOR,2022,10,Outubro,1
Fortaleza,CRISTO REDENTOR,2023,2,Fevereiro,1
Fortaleza,CRISTO REDENTOR,2023,3,Março,1
Fortaleza,CRISTO REDENTOR,2023,5,Maio,1
Fortaleza,CRISTO REDENTOR,2023,9,Setembro,1
Fortaleza,CRISTO REDENTOR,2023,10,Outubro,2
Fortaleza,CRISTO REDENTOR,2023,11,Novembro,3
Fortaleza,CRISTO REDENTOR,2023,12,Dezembro,2
Fortaleza,CRISTO REDENTOR,2024,1,Janeiro,2
Fortaleza,CRISTO REDENTOR,2024,2,Fevereiro,1
Fortaleza,CRISTO REDENTOR,2024,3,Março,3
Fortaleza,CRISTO REDENTOR,2024,4,Abril,6
Fortaleza,CRISTO REDENTOR,2024,6,Junho,1
Fortaleza,CRISTO REDENTOR,2024,7,Julho,1
Fortaleza,CRISTO REDENTOR,2024,8,Agosto,1
Fortaleza,CRISTO REDENTOR,2024,9,Setembro,2
Fortaleza,CRISTO REDENTOR,2024,10,Outubro,3
Fortaleza,CRISTO REDENTOR,2024,11,Novembro,2
Fortaleza,CRISTO REDENTOR,2024,12,Dezembro,3
Fortaleza,CRISTO REDENTOR,2025,1,Janeiro,1
Fortaleza,CRISTO REDENTOR,2025,3,Março,3
Fortaleza,CRISTO REDENTOR,2025,4,Abril,2
Fortaleza,CRISTO REDENTOR,2025,5,Maio,2
Fortaleza,CRISTO REDENTOR,2025,9,Setembro,3
Fortaleza,CURIÓ,2022,1,Janeiro,3
Fortaleza,CURIÓ,2022,3,Março,1
Fortaleza,CURIÓ,2022,4,Abril,1
Fortaleza,CURIÓ,2022,8,Agosto,1
Fortaleza,CURIÓ,2022,9,Setembro,1
Fortaleza,CURIÓ,2023,1,Janeiro,1
Fortaleza,CURIÓ,2023,3,Março,1
Fortaleza,CURIÓ,2023,5,Maio,2
Fortaleza,CURIÓ,2023,10,Outubro,4
Fortaleza,CURIÓ,2024,6,Junho,1
Fortaleza,CURIÓ,2024,11,Novembro,1
Fortaleza,CURIÓ,2025,1,Janeiro,1
Fortaleza,CURIÓ,2025,8,Agosto,1
Fortaleza,CURIÓ,2025,9,Setembro,1
Fortaleza,CURIÓ,2025,10,Outubro,1
Fortaleza,CURIÓ,2025,11,Novembro,1
Fortaleza,CURIÓ,2025,12,Dezembro,1
Fortaleza,CURIÓ,2026,1,Janeiro,1
Fortaleza,DAMAS,2022,2,Fevereiro,1
Fortaleza,DAMAS,2023,3,Março,1
Fortaleza,DAMAS,2024,7,Julho,1
Fortaleza,DEMÓCRITO ROCHA,2022,10,Outubro,1
Fortaleza,DEMÓCRITO ROCHA,2023,1,Janeiro,1
Fortaleza,DEMÓCRITO ROCHA,2023,4,Abril,1
Fortaleza,DEMÓCRITO ROCHA,2024,1,Janeiro,1
Fortaleza,DEMÓCRITO ROCHA,2025,2,Fevereiro,1
Fortaleza,DEMÓCRITO ROCHA,2025,10,Outubro,2
Fortaleza,DIAS MACÊDO,2022,6,Junho,1
Fortaleza,DIAS MACÊDO,2022,12,Dezembro,1
Fortaleza,DIAS MACÊDO,2023,5,Maio,1
Fortaleza,DIAS MACÊDO,2023,8,Agosto,2
Fortaleza,DIAS MACÊDO,2024,3,Março,2
Fortaleza,DIAS MACÊDO,2024,4,Abril,1
Fortaleza,DIAS MACÊDO,2024,7,Julho,1
Fortaleza,DIAS MACÊDO,2024,12,Dezembro,1
Fortaleza,DIAS MACÊDO,2025,2,Fevereiro,2
Fortaleza,DIONÍSIO TORRES,2023,7,Julho,1
Fortaleza,DOM LUSTOSA,2022,10,Outubro,1
Fortaleza,DOM LUSTOSA,2023,2,Fevereiro,1
Fortaleza,DOM LUSTOSA,2023,4,Abril,3
Fortaleza,DOM LUSTOSA,2023,6,Junho,1
Fortaleza,DOM LUSTOSA,2023,9,Setembro,1
Fortaleza,DOM LUSTOSA,2024,1,Janeiro,1
Fortaleza,DOM LUSTOSA,2024,4,Abril,1
Fortaleza,DOM LUSTOSA,2024,5,Maio,1
Fortaleza,DOM LUSTOSA,2024,7,Julho,1
Fortaleza,DOM LUSTOSA,2024,12,Dezembro,1
Fortaleza,DOM LUSTOSA,2025,11,Novembro,1
Fortaleza,EDSON QUEIROZ,2022,1,Janeiro,2
Fortaleza,EDSON QUEIROZ,2022,8,Agosto,1
Fortaleza,EDSON QUEIROZ,2022,10,Outubro,1
Fortaleza,EDSON QUEIROZ,2022,12,Dezembro,2
Fortaleza,EDSON QUEIROZ,2023,1,Janeiro,1
Fortaleza,EDSON QUEIROZ,2023,3,Março,1
Fortaleza,EDSON QUEIROZ,2023,4,Abril,1
Fortaleza,EDSON QUEIROZ,2023,5,Maio,1
Fortaleza,EDSON QUEIROZ,2023,7,Julho,1
Fortaleza,EDSON QUEIROZ,2023,10,Outubro,2
Fortaleza,EDSON QUEIROZ,2023,11,Novembro,2
Fortaleza,EDSON QUEIROZ,2023,12,Dezembro,3
Fortaleza,EDSON QUEIROZ,2024,2,Fevereiro,2
Fortaleza,EDSON QUEIROZ,2024,3,Março,2
Fortaleza,EDSON QUEIROZ,2024,4,Abril,1
Fortaleza,EDSON QUEIROZ,2024,6,Junho,1
Fortaleza,EDSON QUEIROZ,2024,7,Julho,2
Fortaleza,EDSON QUEIROZ,2024,8,Agosto,1
Fortaleza,EDSON QUEIROZ,2024,10,Outubro,1
Fortaleza,EDSON QUEIROZ,2024,12,Dezembro,3
Fortaleza,EDSON QUEIROZ,2025,2,Fevereiro,1
Fortaleza,EDSON QUEIROZ,2025,3,Março,2
Fortaleza,EDSON QUEIROZ,2025,4,Abril,1
Fortaleza,EDSON QUEIROZ,2025,5,Maio,1
Fortaleza,EDSON QUEIROZ,2025,6,Junho,1
Fortaleza,EDSON QUEIROZ,2025,7,Julho,1
Fortaleza,EDSON QUEIROZ,2025,8,Agosto,2
Fortaleza,EDSON QUEIROZ,2025,9,Setembro,1
Fortaleza,EDSON QUEIROZ,2025,11,Novembro,1
Fortaleza,EDSON QUEIROZ,2025,12,Dezembro,1
Fortaleza,ELLERY,2022,7,Julho,1
Fortaleza,ELLERY,2023,11,Novembro,1
Fortaleza,ENGENHEIRO LUCIANO CAVALCANTE,2023,1,Janeiro,1
Fortaleza,ENGENHEIRO LUCIANO CAVALCANTE,2023,7,Julho,1
Fortaleza,ENGENHEIRO LUCIANO CAVALCANTE,2023,8,Agosto,1
Fortaleza,ENGENHEIRO LUCIANO CAVALCANTE,2023,9,Setembro,1
Fortaleza,ENGENHEIRO LUCIANO CAVALCANTE,2024,1,Janeiro,1
Fortaleza,ENGENHEIRO LUCIANO CAVALCANTE,2024,8,Agosto,1
Fortaleza,ENGENHEIRO LUCIANO CAVALCANTE,2024,12,Dezembro,1
Fortaleza,ENGENHEIRO LUCIANO CAVALCANTE,2025,4,Abril,1
Fortaleza,ENGENHEIRO LUCIANO CAVALCANTE,2025,5,Maio,1
Fortaleza,ENGENHEIRO LUCIANO CAVALCANTE,2025,8,Agosto,1
Fortaleza,FARIAS BRITO,2022,2,Fevereiro,1
Fortaleza,FARIAS BRITO,2022,4,Abril,1
Fortaleza,FARIAS BRITO,2022,5,Maio,1
Fortaleza,FARIAS BRITO,2023,4,Abril,2
Fortaleza,FARIAS BRITO,2023,7,Julho,2
Fortaleza,FARIAS BRITO,2023,8,Agosto,1
Fortaleza,FARIAS BRITO,2023,9,Setembro,1
Fortaleza,FARIAS BRITO,2024,7,Julho,1
Fortaleza,FLORESTA,2022,1,Janeiro,1
Fortaleza,FLORESTA,2022,2,Fevereiro,1
Fortaleza,FLORESTA,2022,4,Abril,1
Fortaleza,FLORESTA,2022,7,Julho,2
Fortaleza,FLORESTA,2022,8,Agosto,2
Fortaleza,FLORESTA,2022,11,Novembro,1
Fortaleza,FLORESTA,2023,2,Fevereiro,1
Fortaleza,FLORESTA,2023,7,Julho,1
Fortaleza,FLORESTA,2023,8,Agosto,1
Fortaleza,FLORESTA,2023,10,Outubro,2
Fortaleza,FLORESTA,2023,12,Dezembro,2
Fortaleza,FLORESTA,2024,1,Janeiro,1
Fortaleza,FLORESTA,2024,3,Março,2
Fortaleza,FLORESTA,2024,8,Agosto,1
Fortaleza,FLORESTA,2024,9,Setembro,1
Fortaleza,FLORESTA,2024,10,Outubro,1
Fortaleza,FLORESTA,2024,11,Novembro,1
Fortaleza,FLORESTA,2025,2,Fevereiro,1
Fortaleza,FLORESTA,2025,3,Março,1
Fortaleza,FLORESTA,2025,4,Abril,1
Fortaleza,FLORESTA,2025,7,Julho,2
Fortaleza,FÁTIMA,2022,12,Dezembro,1
Fortaleza,FÁTIMA,2023,3,Março,1
Fortaleza,FÁTIMA,2023,5,Maio,1
Fortaleza,FÁTIMA,2023,10,Outubro,2
Fortaleza,FÁTIMA,2024,1,Janeiro,1
Fortaleza,FÁTIMA,2024,2,Fevereiro,1
Fortaleza,FÁTIMA,2024,4,Abril,2
Fortaleza,FÁTIMA,2024,9,Setembro,1
Fortaleza,FÁTIMA,2025,2,Fevereiro,1
Fortaleza,FÁTIMA,2025,5,Maio,1
Fortaleza,GENIBAÚ,2022,2,Fevereiro,1
Fortaleza,GENIBAÚ,2022,6,Junho,1
Fortaleza,GENIBAÚ,2022,8,Agosto,3
Fortaleza,GENIBAÚ,2022,10,Outubro,3
Fortaleza,GENIBAÚ,2022,11,Novembro,1
Fortaleza,GENIBAÚ,2023,2,Fevereiro,1
Fortaleza,GENIBAÚ,2023,4,Abril,2
Fortaleza,GENIBAÚ,2023,5,Maio,1
Fortaleza,GENIBAÚ,2023,8,Agosto,1
Fortaleza,GENIBAÚ,2023,11,Novembro,1
Fortaleza,GENIBAÚ,2024,2,Fevereiro,1
Fortaleza,GENIBAÚ,2024,4,Abril,1
Fortaleza,GENIBAÚ,2024,5,Maio,2
Fortaleza,GENIBAÚ,2024,7,Julho,1
Fortaleza,GENIBAÚ,2024,8,Agosto,3
Fortaleza,GENIBAÚ,2025,1,Janeiro,2
Fortaleza,GENIBAÚ,2025,4,Abril,2
Fortaleza,GENIBAÚ,2025,5,Maio,1
Fortaleza,GENIBAÚ,2025,11,Novembro,1
Fortaleza,GRANJA LISBOA,2022,1,Janeiro,5
Fortaleza,GRANJA LISBOA,2022,2,Fevereiro,4
Fortaleza,GRANJA LISBOA,2022,3,Março,6
Fortaleza,GRANJA LISBOA,2022,5,Maio,2
Fortaleza,GRANJA LISBOA,2022,7,Julho,3
Fortaleza,GRANJA LISBOA,2022,8,Agosto,2
Fortaleza,GRANJA LISBOA,2022,9,Setembro,4
Fortaleza,GRANJA LISBOA,2022,10,Outubro,2
Fortaleza,GRANJA LISBOA,2022,11,Novembro,5
Fortaleza,GRANJA LISBOA,2022,12,Dezembro,4
Fortaleza,GRANJA LISBOA,2023,1,Janeiro,1
Fortaleza,GRANJA LISBOA,2023,2,Fevereiro,2
Fortaleza,GRANJA LISBOA,2023,3,Março,1
Fortaleza,GRANJA LISBOA,2023,4,Abril,1
Fortaleza,GRANJA LISBOA,2023,5,Maio,2
Fortaleza,GRANJA LISBOA,2023,6,Junho,2
Fortaleza,GRANJA LISBOA,2023,8,Agosto,1
Fortaleza,GRANJA LISBOA,2023,9,Setembro,2
Fortaleza,GRANJA LISBOA,2023,10,Outubro,6
Fortaleza,GRANJA LISBOA,2023,11,Novembro,4
Fortaleza,GRANJA LISBOA,2023,12,Dezembro,3
Fortaleza,GRANJA LISBOA,2024,1,Janeiro,6
Fortaleza,GRANJA LISBOA,2024,2,Fevereiro,2
Fortaleza,GRANJA LISBOA,2024,3,Março,3
Fortaleza,GRANJA LISBOA,2024,4,Abril,2
Fortaleza,GRANJA LISBOA,2024,5,Maio,7
Fortaleza,GRANJA LISBOA,2024,6,Junho,4
Fortaleza,GRANJA LISBOA,2024,7,Julho,2
Fortaleza,GRANJA LISBOA,2024,8,Agosto,2
Fortaleza,GRANJA LISBOA,2024,9,Setembro,2
Fortaleza,GRANJA LISBOA,2024,10,Outubro,2
Fortaleza,GRANJA LISBOA,2024,11,Novembro,2
Fortaleza,GRANJA LISBOA,2024,12,Dezembro,2
Fortaleza,GRANJA LISBOA,2025,1,Janeiro,1
Fortaleza,GRANJA LISBOA,2025,3,Março,4
Fortaleza,GRANJA LISBOA,2025,5,Maio,1
Fortaleza,GRANJA LISBOA,2025,6,Junho,2
Fortaleza,GRANJA LISBOA,2025,8,Agosto,1
Fortaleza,GRANJA LISBOA,2025,10,Outubro,1
Fortaleza,GRANJA PORTUGAL,2022,1,Janeiro,1
Fortaleza,GRANJA PORTUGAL,2022,2,Fevereiro,3
Fortaleza,GRANJA PORTUGAL,2022,3,Março,4
Fortaleza,GRANJA PORTUGAL,2022,4,Abril,3
Fortaleza,GRANJA PORTUGAL,2022,5,Maio,2
Fortaleza,GRANJA PORTUGAL,2022,6,Junho,1
Fortaleza,GRANJA PORTUGAL,2022,7,Julho,2
Fortaleza,GRANJA PORTUGAL,2022,9,Setembro,1
Fortaleza,GRANJA PORTUGAL,2022,11,Novembro,2
Fortaleza,GRANJA PORTUGAL,2022,12,Dezembro,2
Fortaleza,GRANJA PORTUGAL,2023,1,Janeiro,3
Fortaleza,GRANJA PORTUGAL,2023,2,Fevereiro,1
Fortaleza,GRANJA PORTUGAL,2023,3,Março,2
Fortaleza,GRANJA PORTUGAL,2023,4,Abril,1
Fortaleza,GRANJA PORTUGAL,2023,5,Maio,1
Fortaleza,GRANJA PORTUGAL,2023,6,Junho,2
Fortaleza,GRANJA PORTUGAL,2023,7,Julho,1
Fortaleza,GRANJA PORTUGAL,2023,8,Agosto,2
Fortaleza,GRANJA PORTUGAL,2023,9,Setembro,1
Fortaleza,GRANJA PORTUGAL,2023,10,Outubro,2
Fortaleza,GRANJA PORTUGAL,2023,11,Novembro,2
Fortaleza,GRANJA PORTUGAL,2023,12,Dezembro,2
Fortaleza,GRANJA PORTUGAL,2024,1,Janeiro,2
Fortaleza,GRANJA PORTUGAL,2024,3,Março,1
Fortaleza,GRANJA PORTUGAL,2024,6,Junho,2
Fortaleza,GRANJA PORTUGAL,2024,8,Agosto,2
Fortaleza,GRANJA PORTUGAL,2024,12,Dezembro,2
Fortaleza,GRANJA PORTUGAL,2025,1,Janeiro,1
Fortaleza,GRANJA PORTUGAL,2025,2,Fevereiro,1
Fortaleza,GRANJA PORTUGAL,2025,4,Abril,1
Fortaleza,GRANJA PORTUGAL,2025,5,Maio,1
Fortaleza,GRANJA PORTUGAL,2025,8,Agosto,2
Fortaleza,GUAJERU,2022,3,Março,1
Fortaleza,GUAJERU,2022,4,Abril,1
Fortaleza,GUAJERU,2022,5,Maio,1
Fortaleza,GUAJERU,2022,6,Junho,1
Fortaleza,GUAJERU,2022,8,Agosto,1
Fortaleza,GUAJERU,2022,10,Outubro,1
Fortaleza,GUAJERU,2023,1,Janeiro,3
Fortaleza,GUAJERU,2023,4,Abril,1
Fortaleza,GUAJERU,2023,6,Junho,1
Fortaleza,GUAJERU,2023,9,Setembro,1
Fortaleza,GUAJERU,2025,1,Janeiro,1
Fortaleza,GUAJERU,2025,3,Março,2
Fortaleza,GUAJERU,2025,5,Maio,1
Fortaleza,GUAJERU,2025,9,Setembro,1
Fortaleza,GUAJERU,2025,10,Outubro,1
Fortaleza,HENRIQUE JORGE,2022,1,Janeiro,1
Fortaleza,HENRIQUE JORGE,2022,3,Março,1
Fortaleza,HENRIQUE JORGE,2022,4,Abril,1
Fortaleza,HENRIQUE JORGE,2022,7,Julho,1
Fortaleza,HENRIQUE JORGE,2022,10,Outubro,2
Fortaleza,HENRIQUE JORGE,2022,12,Dezembro,1
Fortaleza,HENRIQUE JORGE,2023,5,Maio,1
Fortaleza,HENRIQUE JORGE,2024,3,Março,1
Fortaleza,HENRIQUE JORGE,2024,4,Abril,1
Fortaleza,HENRIQUE JORGE,2024,8,Agosto,1
Fortaleza,HENRIQUE JORGE,2024,10,Outubro,1
Fortaleza,HENRIQUE JORGE,2024,11,Novembro,1
Fortaleza,HENRIQUE JORGE,2025,2,Fevereiro,1
Fortaleza,HENRIQUE JORGE,2025,3,Março,1
Fortaleza,HENRIQUE JORGE,2025,5,Maio,3
Fortaleza,HENRIQUE JORGE,2025,8,Agosto,1
Fortaleza,ITAOCA,2022,1,Janeiro,1
Fortaleza,ITAOCA,2022,2,Fevereiro,1
Fortaleza,ITAOCA,2023,1,Janeiro,1
Fortaleza,ITAOCA,2023,9,Setembro,1
Fortaleza,ITAOCA,2024,10,Outubro,1
Fortaleza,ITAOCA,2025,2,Fevereiro,1
Fortaleza,ITAOCA,2025,3,Março,1
Fortaleza,ITAOCA,2025,8,Agosto,1
Fortaleza,ITAPERI,2022,2,Fevereiro,1
Fortaleza,ITAPERI,2022,4,Abril,1
Fortaleza,ITAPERI,2022,5,Maio,1
Fortaleza,ITAPERI,2022,6,Junho,1
Fortaleza,ITAPERI,2022,9,Setembro,1
Fortaleza,ITAPERI,2022,10,Outubro,1
Fortaleza,ITAPERI,2023,2,Fevereiro,1
Fortaleza,ITAPERI,2024,1,Janeiro,1
Fortaleza,ITAPERI,2024,2,Fevereiro,1
Fortaleza,ITAPERI,2024,7,Julho,1
Fortaleza,JACARECANGA,2022,2,Fevereiro,1
Fortaleza,JACARECANGA,2022,3,Março,3
Fortaleza,JACARECANGA,2022,4,Abril,1
Fortaleza,JACARECANGA,2023,5,Maio,1
Fortaleza,JACARECANGA,2023,10,Outubro,6
Fortaleza,JACARECANGA,2023,11,Novembro,1
Fortaleza,JACARECANGA,2024,1,Janeiro,2
Fortaleza,JACARECANGA,2024,2,Fevereiro,1
Fortaleza,JACARECANGA,2024,3,Março,1
Fortaleza,JACARECANGA,2024,5,Maio,2
Fortaleza,JACARECANGA,2024,6,Junho,1
Fortaleza,JACARECANGA,2024,7,Julho,1
Fortaleza,JACARECANGA,2024,12,Dezembro,1
Fortaleza,JACARECANGA,2025,1,Janeiro,2
Fortaleza,JACARECANGA,2025,6,Junho,1
Fortaleza,JACARECANGA,2025,7,Julho,1
Fortaleza,JACARECANGA,2025,8,Agosto,1
Fortaleza,JACARECANGA,2025,10,Outubro,1
Fortaleza,JACARECANGA,2025,12,Dezembro,1
Fortaleza,JANGURUSSU,2022,1,Janeiro,5
Fortaleza,JANGURUSSU,2022,2,Fevereiro,7
Fortaleza,JANGURUSSU,2022,3,Março,7
Fortaleza,JANGURUSSU,2022,4,Abril,7
Fortaleza,JANGURUSSU,2022,5,Maio,4
Fortaleza,JANGURUSSU,2022,6,Junho,5
Fortaleza,JANGURUSSU,2022,7,Julho,1
Fortaleza,JANGURUSSU,2022,8,Agosto,3
Fortaleza,JANGURUSSU,2022,9,Setembro,5
Fortaleza,JANGURUSSU,2022,10,Outubro,1
Fortaleza,JANGURUSSU,2022,12,Dezembro,5
Fortaleza,JANGURUSSU,2023,1,Janeiro,2
Fortaleza,JANGURUSSU,2023,2,Fevereiro,1
Fortaleza,JANGURUSSU,2023,3,Março,2
Fortaleza,JANGURUSSU,2023,5,Maio,2
Fortaleza,JANGURUSSU,2023,6,Junho,2
Fortaleza,JANGURUSSU,2023,7,Julho,3
Fortaleza,JANGURUSSU,2023,8,Agosto,5
Fortaleza,JANGURUSSU,2023,9,Setembro,4
Fortaleza,JANGURUSSU,2023,10,Outubro,7
Fortaleza,JANGURUSSU,2023,11,Novembro,3
Fortaleza,JANGURUSSU,2023,12,Dezembro,2
Fortaleza,JANGURUSSU,2024,1,Janeiro,3
Fortaleza,JANGURUSSU,2024,2,Fevereiro,4
Fortaleza,JANGURUSSU,2024,3,Março,4
Fortaleza,JANGURUSSU,2024,4,Abril,4
Fortaleza,JANGURUSSU,2024,5,Maio,3
Fortaleza,JANGURUSSU,2024,6,Junho,1
Fortaleza,JANGURUSSU,2024,7,Julho,3
Fortaleza,JANGURUSSU,2024,8,Agosto,5
Fortaleza,JANGURUSSU,2024,9,Setembro,3
Fortaleza,JANGURUSSU,2024,10,Outubro,3
Fortaleza,JANGURUSSU,2024,11,Novembro,2
Fortaleza,JANGURUSSU,2024,12,Dezembro,1
Fortaleza,JANGURUSSU,2025,1,Janeiro,3
Fortaleza,JANGURUSSU,2025,2,Fevereiro,2
Fortaleza,JANGURUSSU,2025,3,Março,4
Fortaleza,JANGURUSSU,2025,4,Abril,3
Fortaleza,JANGURUSSU,2025,5,Maio,4
Fortaleza,JANGURUSSU,2025,6,Junho,6
Fortaleza,JANGURUSSU,2025,7,Julho,5
Fortaleza,JANGURUSSU,2025,8,Agosto,3
Fortaleza,JANGURUSSU,2025,9,Setembro,2
Fortaleza,JANGURUSSU,2025,10,Outubro,1
Fortaleza,JANGURUSSU,2025,11,Novembro,2
