cidade,bairro,year,month,month_name,count
Deputado Irapuan Pinheiro,,2022,7,Julho,1
Deputado Irapuan Pinheiro,,2023,9,Setembro,1
Deputado Irapuan Pinheiro,,2023,11,Novembro,1
Deputado Irapuan Pinheiro,,2024,8,Agosto,1
Deputado Irapuan Pinheiro,,2026,1,Janeiro,1
Ereré,,2023,7,Julho,1
Eusébio,,2022,2,Fevereiro,2
Eusébio,,2022,3,Março,1
Eusébio,,2022,4,Abril,2
Eusébio,,2022,5,Maio,2
Eusébio,,2022,6,Junho,2
Eusébio,,2022,7,Julho,3
Eusébio,,2022,10,Outubro,2
Eusébio,,2022,11,Novembro,2
Eusébio,,2022,12,Dezembro,1
Eusébio,,2023,1,Janeiro,4
Eusébio,,2023,2,Fevereiro,3
Eusébio,,2023,5,Maio,1
Eusébio,,2023,8,Agosto,2
Eusébio,,2023,9,Setembro,1
Eusébio,,2023,10,Outubro,2
Eusébio,,2023,12,Dezembro,1
Eusébio,,2024,1,Janeiro,1
Eusébio,,2024,2,Fevereiro,1
Eusébio,,2024,5,Maio,4
Eusébio,,2024,6,Junho,2
Eusébio,,2024,7,Julho,2
Eusébio,,2024,8,Agosto,1
Eusébio,,2024,9,Setembro,2
Eusébio,,2024,10,Outubro,3
Eusébio,,2024,11,Novembro,2
Eusébio,,2024,12,Dezembro,2
Eusébio,,2025,1,Janeiro,3
Eusébio,,2025,2,Fevereiro,2
Eusébio,,2025,3,Março,2
Eusébio,,2025,4,Abril,1
Eusébio,,2025,5,Maio,2
Eusébio,,2025,6,Junho,1
Eusébio,,2025,7,Julho,1
Eusébio,,2025,8,Agosto,1
Eusébio,,2025,9,Setembro,2
Eusébio,,2025,10,Outubro,1
Eusébio,,2025,11,Novembro,3
Eusébio,,2025,12,Dezembro,1
Eusébio,,2026,1,Janeiro,1
Farias Brito,,2022,6,Junho,1
Farias Brito,,2022,9,Setembro,1
Farias Brito,,2022,10,Outubro,1
Farias Brito,,2023,2,Fevereiro,1
Farias Brito,,2023,4,Abril,1
Farias Brito,,2023,7,Julho,1
Farias Brito,,2023,12,Dezembro,1
Farias Brito,,2024,2,Fevereiro,1
Farias Brito,,2025,1,Janeiro,1
Farias Brito,,2025,4,Abril,1
Farias Brito,,2025,7,Julho,1
Farias Brito,,2025,9,Setembro,2
Forquilha,,2022,1,Janeiro,1
Forquilha,,2022,2,Fevereiro,4
Forquilha,,2022,3,Março,3
Forquilha,,2022,4,Abril,3
Forquilha,,2022,5,Maio,2
Forquilha,,2022,7,Julho,3
Forquilha,,2022,8,Agosto,1
Forquilha,,2022,10,Outubro,4
Forquilha,,2022,11,Novembro,1
Forquilha,,2022,12,Dezembro,2
Forquilha,,2023,1,Janeiro,1
Forquilha,,2023,3,Março,1
Forquilha,,2023,4,Abril,1
Forquilha,,2023,5,Maio,3
Forquilha,,2023,6,Junho,2
Forquilha,,2023,7,Julho,5
Forquilha,,2023,8,Agosto,4
Forquilha,,2023,9,Setembro,2
Forquilha,,2023,10,Outubro,2
Forquilha,,2023,11,Novembro,3
Forquilha,,2023,12,Dezembro,6
Forquilha,,2024,1,Janeiro,3
Forquilha,,2024,2,Fevereiro,2
Forquilha,,2024,3,Março,1
Forquilha,,2024,4,Abril,4
Forquilha,,2024,5,Maio,2
Forquilha,,2024,6,Junho,1
Forquilha,,2024,7,Julho,3
Forquilha,,2024,8,Agosto,3
Forquilha,,2024,9,Setembro,2
Forquilha,,2024,10,Outubro,2
Forquilha,,2024,11,Novembro,1
Forquilha,,2024,12,Dezembro,1
Forquilha,,2025,1,Janeiro,1
Forquilha,,2025,2,Fevereiro,1
Forquilha,,2025,5,Maio,3
Forquilha,,2025,6,Junho,1
Forquilha,,2025,7,Julho,1
Forquilha,,2025,8,Agosto,2
Forquilha,,2025,9,Setembro,1
Forquilha,,2025,10,Outubro,1
Forquilha,,2025,11,Novembro,1
Forquilha,,2025,12,Dezembro,1
Fortaleza,,2024,2,Fevereiro,1
Fortaleza,,2025,10,Outubro,2
Fortaleza,AEROLÂNDIA,2022,2,Fevereiro,1
Fortaleza,AEROLÂNDIA,2022,7,Julho,3
Fortaleza,AEROLÂNDIA,2022,10,Outubro,2
Fortaleza,AEROLÂNDIA,2022,11,Novembro,2
Fortaleza,AEROLÂNDIA,2023,2,Fevereiro,1
Fortaleza,AEROLÂNDIA,2023,4,Abril,2
Fortaleza,AEROLÂNDIA,2023,9,Setembro,1
Fortaleza,AEROLÂNDIA,2023,10,Outubro,1
Fortaleza,AEROLÂNDIA,2023,11,Novembro,1
Fortaleza,AEROLÂNDIA,2023,12,Dezembro,1
Fortaleza,AEROLÂNDIA,2024,1,Janeiro,2
Fortaleza,AEROLÂNDIA,2024,5,Maio,1
Fortaleza,AEROLÂNDIA,2024,10,Outubro,1
Fortaleza,AEROLÂNDIA,2024,12,Dezembro,1
Fortaleza,AEROLÂNDIA,2025,12,Dezembro,1
Fortaleza,AEROPORTO,2022,2,Fevereiro,1
Fortaleza,AEROPORTO,2022,3,Março,2
Fortaleza,AEROPORTO,2022,7,Julho,3
Fortaleza,AEROPORTO,2022,11,Novembro,1
Fortaleza,AEROPORTO,2023,4,Abril,1
Fortaleza,AEROPORTO,2023,5,Maio,1
Fortaleza,AEROPORTO,2023,8,Agosto,1
Fortaleza,AEROPORTO,2023,9,Setembro,1
Fortaleza,AEROPORTO,2023,12,Dezembro,2
Fortaleza,AEROPORTO,2025,10,Outubro,1
Fortaleza,ALDEOTA,2022,2,Fevereiro,2
Fortaleza,ALDEOTA,2023,3,Março,1
Fortaleza,ALDEOTA,2023,8,Agosto,1
Fortaleza,ALDEOTA,2024,3,Março,1
Fortaleza,ALDEOTA,2024,8,Agosto,1
Fortaleza,ALDEOTA,2024,11,Novembro,2
Fortaleza,ALDEOTA,2025,5,Maio,1
Fortaleza,ALDEOTA,2025,6,Junho,1
Fortaleza,ALDEOTA,2025,7,Julho,1
Fortaleza,ALDEOTA,2025,9,Setembro,1
Fortaleza,ALTO DA BALANÇA,2022,2,Fevereiro,3
Fortaleza,ALTO DA BALANÇA,2022,9,Setembro,2
Fortaleza,ALTO DA BALANÇA,2023,2,Fevereiro,1
Fortaleza,ALTO DA BALANÇA,2023,3,Março,2
Fortaleza,ALTO DA BALANÇA,2023,5,Maio,3
Fortaleza,ALTO DA BALANÇA,2024,2,Fevereiro,1
Fortaleza,ALTO DA BALANÇA,2024,5,Maio,1
Fortaleza,ALTO DA BALANÇA,2024,12,Dezembro,1
Fortaleza,AMADEU FURTADO,2023,3,Março,1
Fortaleza,AMADEU FURTADO,2023,12,Dezembro,1
Fortaleza,AMADEU FURTADO,2024,2,Fevereiro,3
Fortaleza,AMADEU FURTADO,2024,3,Março,1
Fortaleza,AMADEU FURTADO,2025,10,Outubro,2
Fortaleza,ANCURI,2022,5,Maio,1
Fortaleza,ANCURI,2022,6,Junho,1
Fortaleza,ANCURI,2022,9,Setembro,1
Fortaleza,ANCURI,2023,2,Fevereiro,1
Fortaleza,ANCURI,2023,8,Agosto,1
Fortaleza,ANCURI,2024,3,Março,1
Fortaleza,ANCURI,2024,5,Maio,1
Fortaleza,ANCURI,2024,6,Junho,1
Fortaleza,ANCURI,2025,5,Maio,1
Fortaleza,ANCURI,2025,7,Julho,1
Fortaleza,ANCURI,2025,8,Agosto,1
Fortaleza,ANCURI,2025,10,Outubro,2
Fortaleza,ANTÔNIO BEZERRA,2022,1,Janeiro,2
Fortaleza,ANTÔNIO BEZERRA,2022,4,Abril,3
Fortaleza,ANTÔNIO BEZERRA,2022,5,Maio,6
Fortaleza,ANTÔNIO BEZERRA,2022,7,Julho,2
Fortaleza,ANTÔNIO BEZERRA,2022,9,Setembro,2
Fortaleza,ANTÔNIO BEZERRA,2022,10,Outubro,1
Fortaleza,ANTÔNIO BEZERRA,2022,11,Novembro,2
Fortaleza,ANTÔNIO BEZERRA,2022,12,Dezembro,1
Fortaleza,ANTÔNIO BEZERRA,2023,7,Julho,1
Fortaleza,ANTÔNIO BEZERRA,2023,10,Outubro,1
Fortaleza,ANTÔNIO BEZERRA,2023,11,Novembro,1
Fortaleza,ANTÔNIO BEZERRA,2023,12,Dezembro,3
Fortaleza,ANTÔNIO BEZERRA,2024,3,Março,2
Fortaleza,ANTÔNIO BEZERRA,2024,4,Abril,1
Fortaleza,ANTÔNIO BEZERRA,2024,5,Maio,1
Fortaleza,ANTÔNIO BEZERRA,2024,6,Junho,1
Fortaleza,ANTÔNIO BEZERRA,2024,7,Julho,2
Fortaleza,ANTÔNIO BEZERRA,2024,8,Agosto,2
Fortaleza,ANTÔNIO BEZERRA,2024,11,Novembro,1
Fortaleza,ANTÔNIO BEZERRA,2024,12,Dezembro,2
Fortaleza,ANTÔNIO BEZERRA,2025,1,Janeiro,1
Fortaleza,ANTÔNIO BEZERRA,2025,10,Outubro,2
Fortaleza,ANTÔNIO BEZERRA,2025,11,Novembro,2
Fortaleza,ARACAPÉ,2022,2,Fevereiro,1
Fortaleza,ARACAPÉ,2022,11,Novembro,2
Fortaleza,ARACAPÉ,2022,12,Dezembro,1
Fortaleza,ARACAPÉ,2023,1,Janeiro,1
Fortaleza,ARACAPÉ,2023,2,Fevereiro,1
Fortaleza,ARACAPÉ,2023,3,Março,1
Fortaleza,ARACAPÉ,2023,4,Abril,1
Fortaleza,ARACAPÉ,2023,6,Junho,1
Fortaleza,ARACAPÉ,2024,3,Março,1
Fortaleza,ARACAPÉ,2024,5,Maio,1
Fortaleza,ARACAPÉ,2024,6,Junho,2
Fortaleza,ARACAPÉ,2024,8,Agosto,2
Fortaleza,ARACAPÉ,2024,12,Dezembro,2
Fortaleza,ARACAPÉ,2025,3,Março,1
Fortaleza,ARACAPÉ,2025,4,Abril,1
Fortaleza,ARACAPÉ,2025,6,Junho,1
Fortaleza,ARACAPÉ,2025,7,Julho,1
Fortaleza,ARACAPÉ,2025,12,Dezembro,1
Fortaleza,AUTRAN NUNES,2022,4,Abril,1
Fortaleza,AUTRAN NUNES,2022,6,Junho,1
Fortaleza,AUTRAN NUNES,2022,8,Agosto,1
Fortaleza,AUTRAN NUNES,2022,9,Setembro,1
Fortaleza,AUTRAN NUNES,2022,12,Dezembro,1
Fortaleza,AUTRAN NUNES,2023,5,Maio,1
Fortaleza,AUTRAN NUNES,2023,10,Outubro,1
Fortaleza,AUTRAN NUNES,2024,6,Junho,1
Fortaleza,AUTRAN NUNES,2024,8,Agosto,1
Fortaleza,AUTRAN NUNES,2024,9,Setembro,1
Fortaleza,AUTRAN NUNES,2024,12,Dezembro,1
Fortaleza,BARRA DO CEARÁ,2022,1,Janeiro,1
Fortaleza,BARRA DO CEARÁ,2022,3,Março,1
Fortaleza,BARRA DO CEARÁ,2022,4,Abril,3
Fortaleza,BARRA DO CEARÁ,2022,5,Maio,6
Fortaleza,BARRA DO CEARÁ,2022,6,Junho,4
Fortaleza,BARRA DO CEARÁ,2022,7,Julho,5
Fortaleza,BARRA DO CEARÁ,2022,8,Agosto,5
Fortaleza,BARRA DO CEARÁ,2022,9,Setembro,3
Fortaleza,BARRA DO CEARÁ,2022,10,Outubro,1
Fortaleza,BARRA DO CEARÁ,2023,1,Janeiro,2
Fortaleza,BARRA DO CEARÁ,2023,2,Fevereiro,1
Fortaleza,BARRA DO CEARÁ,2023,3,Março,3
Fortaleza,BARRA DO CEARÁ,2023,4,Abril,2
Fortaleza,BARRA DO CEARÁ,2023,5,Maio,3
Fortaleza,BARRA DO CEARÁ,2023,6,Junho,2
Fortaleza,BARRA DO CEARÁ,2023,7,Julho,3
Fortaleza,BARRA DO CEARÁ,2023,8,Agosto,2
Fortaleza,BARRA DO CEARÁ,2023,9,Setembro,4
Fortaleza,BARRA DO CEARÁ,2023,10,Outubro,3
Fortaleza,BARRA DO CEARÁ,2023,11,Novembro,5
Fortaleza,BARRA DO CEARÁ,2023,12,Dezembro,2
Fortaleza,BARRA DO CEARÁ,2024,1,Janeiro,6
Fortaleza,BARRA DO CEARÁ,2024,3,Março,4
Fortaleza,BARRA DO CEARÁ,2024,4,Abril,2
Fortaleza,BARRA DO CEARÁ,2024,5,Maio,3
Fortaleza,BARRA DO CEARÁ,2024,6,Junho,2
Fortaleza,BARRA DO CEARÁ,2024,7,Julho,3
Fortaleza,BARRA DO CEARÁ,2024,9,Setembro,5
Fortaleza,BARRA DO CEARÁ,2024,10,Outubro,3
Fortaleza,BARRA DO CEARÁ,2024,11,Novembro,3
Fortaleza,BARRA DO CEARÁ,2024,12,Dezembro,11
Fortaleza,BARRA DO CEARÁ,2025,1,Janeiro,7
Fortaleza,BARRA DO CEARÁ,2025,2,Fevereiro,3
Fortaleza,BARRA DO CEARÁ,2025,3,Março,4
Fortaleza,BARRA DO CEARÁ,2025,4,Abril,3
Fortaleza,BARRA DO CEARÁ,2025,5,Maio,6
Fortaleza,BARRA DO CEARÁ,2025,6,Junho,3
Fortaleza,BARRA DO CEARÁ,2025,7,Julho,2
Fortaleza,BARRA DO CEARÁ,2025,8,Agosto,2
Fortaleza,BARRA DO CEARÁ,2025,9,Setembro,3
Fortaleza,BARRA DO CEARÁ,2025,11,Novembro,3
Fortaleza,BARRA DO CEARÁ,2025,12,Dezembro,1
Fortaleza,BARROSO,2022,1,Janeiro,1
Fortaleza,BARROSO,2022,2,Fevereiro,3
Fortaleza,BARROSO,2022,3,Março,2
Fortaleza,BARROSO,2022,4,Abril,1
Fortaleza,BARROSO,2022,6,Junho,4
Fortaleza,BARROSO,2022,7,Julho,2
Fortaleza,BARROSO,2022,8,Agosto,1
Fortaleza,BARROSO,2022,9,Setembro,3
Fortaleza,BARROSO,2022,10,Outubro,1
Fortaleza,BARROSO,2022,11,Novembro,2
Fortaleza,BARROSO,2022,12,Dezembro,2
Fortaleza,BARROSO,2023,1,Janeiro,3
Fortaleza,BARROSO,2023,3,Março,2
Fortaleza,BARROSO,2023,4,Abril,1
Fortaleza,BARROSO,2023,5,Maio,2
Fortaleza,BARROSO,2023,6,Junho,1
Fortaleza,BARROSO,2023,7,Julho,1
Fortaleza,BARROSO,2023,9,Setembro,2
Fortaleza,BARROSO,2023,10,Outubro,3
Fortaleza,BARROSO,2023,12,Dezembro,1
Fortaleza,BARROSO,2024,2,Fevereiro,1
Fortaleza,BARROSO,2024,3,Março,1
Fortaleza,BARROSO,2024,4,Abril,3
Fortaleza,BARROSO,2024,6,Junho,4
Fortaleza,BARROSO,2024,8,Agosto,2
Fortaleza,BARROSO,2024,9,Setembro,1
Fortaleza,BARROSO,2024,10,Outubro,1
Fortaleza,BARROSO,2024,11,Novembro,3
Fortaleza,BARROSO,2024,12,Dezembro,1
Fortaleza,BARROSO,2025,1,Janeiro,1
Fortaleza,BARROSO,2025,3,Março,1
Fortaleza,BARROSO,2025,4,Abril,2
Fortaleza,BARROSO,2025,5,Maio,3
Fortaleza,BARROSO,2025,6,Junho,1
Fortaleza,BARROSO,2025,7,Julho,1
Fortaleza,BARROSO,2025,8,Agosto,1
Fortaleza,BARROSO,2025,10,Outubro,3
Fortaleza,BARROSO,2025,11,Novembro,1
Fortaleza,BELA VISTA,2022,2,Fevereiro,2
Fortaleza,BELA VISTA,2022,11,Novembro,2
Fortaleza,BELA VISTA,2023,4,Abril,1
Fortaleza,BELA VISTA,2023,10,Outubro,1
Fortaleza,BELA VISTA,2024,2,Fevereiro,1
Fortaleza,BENFICA,2022,4,Abril,1
Fortaleza,BENFICA,2022,5,Maio,1
Fortaleza,BENFICA,2022,10,Outubro,1
Fortaleza,BENFICA,2022,12,Dezembro,1
Fortaleza,BENFICA,2023,7,Julho,2
Fortaleza,BENFICA,2024,2,Fevereiro,1
Fortaleza,BOA VISTA/CASTELÃO,2022,2,Fevereiro,2
Fortaleza,BOA VISTA/CASTELÃO,2022,5,Maio,4
Fortaleza,BOA VISTA/CASTELÃO,2023,3,Março,1
Fortaleza,BOA VISTA/CASTELÃO,2023,6,Junho,3
Fortaleza,BOA VISTA/CASTELÃO,2023,10,Outubro,3
Fortaleza,BOA VISTA/CASTELÃO,2024,1,Janeiro,1
Fortaleza,BOA VISTA/CASTELÃO,2024,2,Fevereiro,1
Fortaleza,BOA VISTA/CASTELÃO,2024,3,Março,1
Fortaleza,BOA VISTA/CASTELÃO,2024,4,Abril,2
Fortaleza,BOA VISTA/CASTELÃO,2024,5,Maio,1
Fortaleza,BOA VISTA/CASTELÃO,2024,6,Junho,1
Fortaleza,BOA VISTA/CASTELÃO,2024,8,Agosto,1
Fortaleza,BOA VISTA/CASTELÃO,2025,2,Fevereiro,1
Fortaleza,BOA VISTA/CASTELÃO,2025,4,Abril,1
Fortaleza,BOA VISTA/CASTELÃO,2025,6,Junho,1
Fortaleza,BOA VISTA/CASTELÃO,2025,7,Julho,3
Fortaleza,BOA VISTA/CASTELÃO,2025,8,Agosto,2
Fortaleza,BOA VISTA/CASTELÃO,2025,9,Setembro,1
Fortaleza,BOA VISTA/CASTELÃO,2025,10,Outubro,1
Fortaleza,BOM FUTURO,2022,3,Março,2
Fortaleza,BOM FUTURO,2023,10,Outubro,1
Fortaleza,BOM JARDIM,2022,2,Fevereiro,1
Fortaleza,BOM JARDIM,2022,3,Março,1
Fortaleza,BOM JARDIM,2022,4,Abril,6
Fortaleza,BOM JARDIM,2022,5,Maio,1
Fortaleza,BOM JARDIM,2022,8,Agosto,2
Fortaleza,BOM JARDIM,2022,9,Setembro,2
Fortaleza,BOM JARDIM,2022,10,Outubro,2
Fortaleza,BOM JARDIM,2022,11,Novembro,2
Fortaleza,BOM JARDIM,2022,12,Dezembro,5
Fortaleza,BOM JARDIM,2023,3,Março,2
Fortaleza,BOM JARDIM,2023,4,Abril,1
Fortaleza,BOM JARDIM,2023,7,Julho,1
Fortaleza,BOM JARDIM,2023,8,Agosto,2
Fortaleza,BOM JARDIM,2023,9,Setembro,1
Fortaleza,BOM JARDIM,2023,10,Outubro,1
Fortaleza,BOM JARDIM,2024,4,Abril,1
Fortaleza,BOM JARDIM,2024,5,Maio,1
Fortaleza,BOM JARDIM,2024,6,Junho,1
Fortaleza,BOM JARDIM,2024,8,Agosto,1
Fortaleza,BOM JARDIM,2024,9,Setembro,2
Fortaleza,BOM JARDIM,2024,10,Outubro,2
Fortaleza,BOM JARDIM,2024,11,Novembro,2
Fortaleza,BOM JARDIM,2025,1,Janeiro,2
Fortaleza,BOM JARDIM,2025,2,Fevereiro,1
Fortaleza,BOM JARDIM,2025,3,Março,3
Fortaleza,BOM JARDIM,2025,4,Abril,1
Fortaleza,BOM JARDIM,2025,5,Maio,1
Fortaleza,BOM JARDIM,2025,6,Junho,1
Fortaleza,BOM JARDIM,2025,7,Julho,1
Fortaleza,BOM JARDIM,2025,9,Setembro,1
Fortaleza,BOM JARDIM,2025,10,Outubro,3
Fortaleza,BONSUCESSO,2022,2,Fevereiro,4
Fortaleza,BONSUCESSO,2022,3,Março,5
Fortaleza,BONSUCESSO,2022,4,Abril,1
Fortaleza,BONSUCESSO,2022,5,Maio,1
Fortaleza,BONSUCESSO,2022,6,Junho,4
Fortaleza,BONSUCESSO,2022,7,Julho,2
Fortaleza,BONSUCESSO,2022,8,Agosto,2
Fortaleza,BONSUCESSO,2022,9,Setembro,3
Fortaleza,BONSUCESSO,2022,10,Outubro,1
Fortaleza,BONSUCESSO,2022,11,Novembro,1
Fortaleza,BONSUCESSO,2022,12,Dezembro,1
Fortaleza,BONSUCESSO,2023,1,Janeiro,1
Fortaleza,BONSUCESSO,2023,2,Fevereiro,2
Fortaleza,BONSUCESSO,2023,7,Julho,1
Fortaleza,BONSUCESSO,2023,10,Outubro,1
Fortaleza,BONSUCESSO,2024,2,Fevereiro,1
Fortaleza,BONSUCESSO,2024,3,Março,1
Fortaleza,BONSUCESSO,2024,6,Junho,1
Fortaleza,BONSUCESSO,2024,7,Julho,1
Fortaleza,BONSUCESSO,2024,8,Agosto,1
Fortaleza,BONSUCESSO,2024,9,Setembro,2
Fortaleza,BONSUCESSO,2024,10,Outubro,3
Fortaleza,BONSUCESSO,2024,12,Dezembro,1
Fortaleza,BONSUCESSO,2025,3,Março,1
Fortaleza,BONSUCESSO,2025,5,Maio,1
Fortaleza,BONSUCESSO,2025,7,Julho,1
Fortaleza,BONSUCESSO,2025,8,Agosto,2
Fortaleza,CAIS DO PORTO,2022,1,Janeiro,1
Fortaleza,CAIS DO PORTO,2022,5,Maio,1
Fortaleza,CAIS DO PORTO,2022,7,Julho,2
Fortaleza,CAIS DO PORTO,2022,9,Setembro,1
Fortaleza,CAIS DO PORTO,2022,12,Dezembro,1
Fortaleza,CAIS DO PORTO,2023,3,Março,2
Fortaleza,CAIS DO PORTO,2023,4,Abril,2
Fortaleza,CAIS DO PORTO,2023,7,Julho,2
Fortaleza,CAIS DO PORTO,2023,8,Agosto,1
Fortaleza,CAIS DO PORTO,2024,3,Março,1
Fortaleza,CAIS DO PORTO,2024,9,Setembro,1
Fortaleza,CAIS DO PORTO,2025,4,Abril,4
Fortaleza,CAIS DO PORTO,2025,7,Julho,1
Fortaleza,CAIS DO PORTO,2025,8,Agosto,1
Fortaleza,CAIS DO PORTO,2025,9,Setembro,1
Fortaleza,CAIS DO PORTO,2025,11,Novembro,1
Fortaleza,CAJAZEIRAS,2022,2,Fevereiro,1
Fortaleza,CAJAZEIRAS,2022,5,Maio,2
Fortaleza,CAJAZEIRAS,2022,9,Setembro,3
Fortaleza,CAJAZEIRAS,2023,1,Janeiro,1
Fortaleza,CAJAZEIRAS,2023,2,Fevereiro,1
Fortaleza,CAJAZEIRAS,2023,7,Julho,1
Fortaleza,CAJAZEIRAS,2023,9,Setembro,1
Fortaleza,CAJAZEIRAS,2023,10,Outubro,2
Fortaleza,CAJAZEIRAS,2023,11,Novembro,1
Fortaleza,CAJAZEIRAS,2023,12,Dezembro,1
Fortaleza,CAJAZEIRAS,2024,1,Janeiro,1
Fortaleza,CAJAZEIRAS,2024,2,Fevereiro,3
Fortaleza,CAJAZEIRAS,2024,3,Março,2
Fortaleza,CAJAZEIRAS,2024,4,Abril,2
Fortaleza,CAJAZEIRAS,2024,5,Maio,2
Fortaleza,CAJAZEIRAS,2024,7,Julho,1
Fortaleza,CAJAZEIRAS,2024,10,Outubro,2
Fortaleza,CAJAZEIRAS,2025,1,Janeiro,2
Fortaleza,CAJAZEIRAS,2025,2,Fevereiro,1
Fortaleza,CAJAZEIRAS,2025,5,Maio,2
Fortaleza,CAJAZEIRAS,2025,10,Outubro,1
Fortaleza,CAJAZEIRAS,2026,1,Janeiro,2
Fortaleza,CAMBEBA,2022,1,Janeiro,1
Fortaleza,CAMBEBA,2022,12,Dezembro,1
Fortaleza,CAMBEBA,2023,2,Fevereiro,1
Fortaleza,CAMBEBA,2023,6,Junho,1
Fortaleza,CAMBEBA,2024,4,Abril,1
Fortaleza,CAMBEBA,2024,12,Dezembro,1
Fortaleza,CAMBEBA,2025,1,Janeiro,1
Fortaleza,CAMBEBA,2025,8,Agosto,1
Fortaleza,CANINDEZINHO,2022,3,Março,1
Fortaleza,CANINDEZINHO,2022,4,Abril,1
Fortaleza,CANINDEZINHO,2022,7,Julho,1
Fortaleza,CANINDEZINHO,2022,9,Setembro,1
Fortaleza,CANINDEZINHO,2022,10,Outubro,1
Fortaleza,CANINDEZINHO,2022,12,Dezembro,2
Fortaleza,CANINDEZINHO,2023,1,Janeiro,1
Fortaleza,CANINDEZINHO,2023,3,Março,1
Fortaleza,CANINDEZINHO,2023,8,Agosto,2
Fortaleza,CANINDEZINHO,2023,11,Novembro,1
Fortaleza,CANINDEZINHO,2024,4,Abril,3
Fortaleza,CANINDEZINHO,2024,5,Maio,4
Fortaleza,CANINDEZINHO,2024,7,Julho,1
Fortaleza,CANINDEZINHO,2024,10,Outubro,1
Fortaleza,CANINDEZINHO,2024,12,Dezembro,2
Fortaleza,CANINDEZINHO,2025,2,Fevereiro,2
Fortaleza,CANINDEZINHO,2025,3,Março,1
Fortaleza,CANINDEZINHO,2025,4,Abril,4
Fortaleza,CANINDEZINHO,2025,5,Maio,2
Fortaleza,CANINDEZINHO,2025,8,Agosto,1
Fortaleza,CANINDEZINHO,2025,9,Setembro,2
Fortaleza,CANINDEZINHO,2025,10,Outubro,2
Fortaleza,CANINDEZINHO,2025,11,Novembro,4
Fortaleza,CANINDEZINHO,2025,12,Dezembro,4
Fortaleza,CARARU,2024,1,Janeiro,1
Fortaleza,CARLITO PAMPLONA,2022,1,Janeiro,1
Fortaleza,CARLITO PAMPLONA,2022,5,Maio,1
Fortaleza,CARLITO PAMPLONA,2022,6,Junho,2
Fortaleza,CARLITO PAMPLONA,2023,1,Janeiro,2
Fortaleza,CARLITO PAMPLONA,2023,2,Fevereiro,1
Fortaleza,CARLITO PAMPLONA,2023,4,Abril,1
Fortaleza,CARLITO PAMPLONA,2023,5,Maio,1
Fortaleza,CARLITO PAMPLONA,2023,7,Julho,1
Fortaleza,CARLITO PAMPLONA,2023,8,Agosto,3
Fortaleza,CARLITO PAMPLONA,2023,9,Setembro,2
Fortaleza,CARLITO PAMPLONA,2023,10,Outubro,1
Fortaleza,CARLITO PAMPLONA,2023,11,Novembro,3
Fortaleza,CARLITO PAMPLONA,2023,12,Dezembro,1
Fortaleza,CARLITO PAMPLONA,2024,2,Fevereiro,2
Fortaleza,CARLITO PAMPLONA,2024,3,Março,1
Fortaleza,CARLITO PAMPLONA,2024,4,Abril,3
Fortaleza,CARLITO PAMPLONA,2024,5,Maio,1
Fortaleza,CARLITO PAMPLONA,2024,6,Junho,1
Fortaleza,CARLITO PAMPLONA,2024,7,Julho,3
Fortaleza,CARLITO PAMPLONA,2024,8,Agosto,2
Fortaleza,CARLITO PAMPLONA,2024,9,Setembro,1
Fortaleza,CARLITO PAMPLONA,2024,10,Outubro,4
Fortaleza,CARLITO PAMPLONA,2024,11,Novembro,4
Fortaleza,CARLITO PAMPLONA,2024,12,Dezembro,1
Fortaleza,CARLITO PAMPLONA,2025,4,Abril,1
Fortaleza,CARLITO PAMPLONA,2025,6,Junho,1
Fortaleza,CARLITO PAMPLONA,2025,7,Julho,1
Fortaleza,CARLITO PAMPLONA,2025,8,Agosto,2
Fortaleza,CARLITO PAMPLONA,2025,10,Outubro,1
Fortaleza,CARLITO PAMPLONA,2025,12,Dezembro,1
Fortaleza,CENTRO,2022,1,Janeiro,2
Fortaleza,CENTRO,2022,2,Fevereiro,2
Fortaleza,CENTRO,2022,4,Abril,4
Fortaleza,CENTRO,2022,6,Junho,1
Fortaleza,CENTRO,2022,9,Setembro,1
Fortaleza,CENTRO,2022,11,Novembro,2
Fortaleza,CENTRO,2022,12,Dezembro,1
Fortaleza,CENTRO,2023,1,Janeiro,1
Fortaleza,CENTRO,2023,4,Abril,1
Fortaleza,CENTRO,2023,9,Setembro,1
Fortaleza,CENTRO,2023,11,Novembro,1
Fortaleza,CENTRO,2023,12,Dezembro,1
Fortaleza,CENTRO,2024,1,Janeiro,1
Fortaleza,CENTRO,2024,4,Abril,1
Fortaleza,CENTRO,2024,8,Agosto,2
Fortaleza,CENTRO,2024,12,Dezembro,2
Fortaleza,CENTRO,2025,1,Janeiro,1
Fortaleza,CENTRO,2025,2,Fevereiro,1
Fortaleza,CENTRO,2025,3,Março,1
Fortaleza,CENTRO,2025,5,Maio,2
Fortaleza,CENTRO,2025,6,Junho,2
Fortaleza,CENTRO,2025,8,Agosto,3
Fortaleza,CENTRO,2025,9,Setembro,2
Fortaleza,CENTRO,2025,12,Dezembro,1
Fortaleza,CIDADE 2000,2022,8,Agosto,1
Fortaleza,CIDADE 2000,2024,11,Novembro,1
Fortaleza,CIDADE 2000,2025,4,Abril,1
Fortaleza,CIDADE 2000,2025,6,Junho,1
Fortaleza,CIDADE 2000,2025,12,Dezembro,1
Fortaleza,CIDADE DOS FUNCIONÁRIOS,2022,2,Fevereiro,1
